N1_contact TotalCurrent(n8_TLPn8_des) X,N1_contact TotalCurrent(n8_TLPn8_des) Y,N1_contact TotalCurrent(n10_TLPn10_des) X,N1_contact TotalCurrent(n10_TLPn10_des) Y,N1_contact TotalCurrent(n11_TLPn11_des) X,N1_contact TotalCurrent(n11_TLPn11_des) Y,N1_contact TotalCurrent(n12_TLPn12_des) X,N1_contact TotalCurrent(n12_TLPn12_des) Y,N1_contact TotalCurrent(n13_TLPn13_des) X,N1_contact TotalCurrent(n13_TLPn13_des) Y,N1_contact TotalCurrent(n14_TLPn14_des) X,N1_contact TotalCurrent(n14_TLPn14_des) Y,N1_contact TotalCurrent(n15_TLPn15_des) X,N1_contact TotalCurrent(n15_TLPn15_des) Y,N1_contact TotalCurrent(n16_TLPn16_des) X,N1_contact TotalCurrent(n16_TLPn16_des) Y,N1_contact TotalCurrent(n17_TLPn17_des) X,N1_contact TotalCurrent(n17_TLPn17_des) Y,N1_contact TotalCurrent(n294_TLPn294_des) X,N1_contact TotalCurrent(n294_TLPn294_des) Y,N1_contact TotalCurrent(n307_TLPn307_des) X,N1_contact TotalCurrent(n307_TLPn307_des) Y,N1_contact TotalCurrent(n320_TLPn320_des) X,N1_contact TotalCurrent(n320_TLPn320_des) Y,N1_contact TotalCurrent(n333_TLPn333_des) X,N1_contact TotalCurrent(n333_TLPn333_des) Y,N1_contact TotalCurrent(n346_TLPn346_des) X,N1_contact TotalCurrent(n346_TLPn346_des) Y,N1_contact TotalCurrent(n359_TLPn359_des) X,N1_contact TotalCurrent(n359_TLPn359_des) Y,N1_contact TotalCurrent(n372_TLPn372_des) X,N1_contact TotalCurrent(n372_TLPn372_des) Y,N1_contact TotalCurrent(n385_TLPn385_des) X,N1_contact TotalCurrent(n385_TLPn385_des) Y,N1_contact TotalCurrent(n398_TLPn398_des) X,N1_contact TotalCurrent(n398_TLPn398_des) Y,N1_contact TotalCurrent(n411_TLPn411_des) X,N1_contact TotalCurrent(n411_TLPn411_des) Y,N1_contact TotalCurrent(n424_TLPn424_des) X,N1_contact TotalCurrent(n424_TLPn424_des) Y,N1_contact TotalCurrent(n437_TLPn437_des) X,N1_contact TotalCurrent(n437_TLPn437_des) Y,N1_contact TotalCurrent(n450_TLPn450_des) X,N1_contact TotalCurrent(n450_TLPn450_des) Y,N1_contact TotalCurrent(n463_TLPn463_des) X,N1_contact TotalCurrent(n463_TLPn463_des) Y,N1_contact TotalCurrent(n476_TLPn476_des) X,N1_contact TotalCurrent(n476_TLPn476_des) Y,N1_contact TotalCurrent(n489_TLPn489_des) X,N1_contact TotalCurrent(n489_TLPn489_des) Y,N1_contact TotalCurrent(n502_TLPn502_des) X,N1_contact TotalCurrent(n502_TLPn502_des) Y,N1_contact TotalCurrent(n515_TLPn515_des) X,N1_contact TotalCurrent(n515_TLPn515_des) Y,N1_contact TotalCurrent(n528_TLPn528_des) X,N1_contact TotalCurrent(n528_TLPn528_des) Y,N1_contact TotalCurrent(n541_TLPn541_des) X,N1_contact TotalCurrent(n541_TLPn541_des) Y,N1_contact TotalCurrent(n554_TLPn554_des) X,N1_contact TotalCurrent(n554_TLPn554_des) Y,N1_contact TotalCurrent(n567_TLPn567_des) X,N1_contact TotalCurrent(n567_TLPn567_des) Y,N1_contact TotalCurrent(n580_TLPn580_des) X,N1_contact TotalCurrent(n580_TLPn580_des) Y,N1_contact Temperature(n8_TLPn8_des) X,N1_contact Temperature(n8_TLPn8_des) Y,N1_contact Temperature(n10_TLPn10_des) X,N1_contact Temperature(n10_TLPn10_des) Y,N1_contact Temperature(n11_TLPn11_des) X,N1_contact Temperature(n11_TLPn11_des) Y,N1_contact Temperature(n12_TLPn12_des) X,N1_contact Temperature(n12_TLPn12_des) Y,N1_contact Temperature(n13_TLPn13_des) X,N1_contact Temperature(n13_TLPn13_des) Y,N1_contact Temperature(n14_TLPn14_des) X,N1_contact Temperature(n14_TLPn14_des) Y,N1_contact Temperature(n15_TLPn15_des) X,N1_contact Temperature(n15_TLPn15_des) Y,N1_contact Temperature(n16_TLPn16_des) X,N1_contact Temperature(n16_TLPn16_des) Y,N1_contact Temperature(n17_TLPn17_des) X,N1_contact Temperature(n17_TLPn17_des) Y,N1_contact Temperature(n294_TLPn294_des) X,N1_contact Temperature(n294_TLPn294_des) Y,N1_contact Temperature(n307_TLPn307_des) X,N1_contact Temperature(n307_TLPn307_des) Y,N1_contact Temperature(n320_TLPn320_des) X,N1_contact Temperature(n320_TLPn320_des) Y,N1_contact Temperature(n333_TLPn333_des) X,N1_contact Temperature(n333_TLPn333_des) Y,N1_contact Temperature(n346_TLPn346_des) X,N1_contact Temperature(n346_TLPn346_des) Y,N1_contact Temperature(n359_TLPn359_des) X,N1_contact Temperature(n359_TLPn359_des) Y,N1_contact Temperature(n372_TLPn372_des) X,N1_contact Temperature(n372_TLPn372_des) Y,N1_contact Temperature(n385_TLPn385_des) X,N1_contact Temperature(n385_TLPn385_des) Y,N1_contact Temperature(n398_TLPn398_des) X,N1_contact Temperature(n398_TLPn398_des) Y,N1_contact Temperature(n411_TLPn411_des) X,N1_contact Temperature(n411_TLPn411_des) Y,N1_contact Temperature(n424_TLPn424_des) X,N1_contact Temperature(n424_TLPn424_des) Y,N1_contact Temperature(n437_TLPn437_des) X,N1_contact Temperature(n437_TLPn437_des) Y,N1_contact Temperature(n450_TLPn450_des) X,N1_contact Temperature(n450_TLPn450_des) Y,N1_contact Temperature(n463_TLPn463_des) X,N1_contact Temperature(n463_TLPn463_des) Y,N1_contact Temperature(n476_TLPn476_des) X,N1_contact Temperature(n476_TLPn476_des) Y,N1_contact Temperature(n489_TLPn489_des) X,N1_contact Temperature(n489_TLPn489_des) Y,N1_contact Temperature(n502_TLPn502_des) X,N1_contact Temperature(n502_TLPn502_des) Y,N1_contact Temperature(n515_TLPn515_des) X,N1_contact Temperature(n515_TLPn515_des) Y,N1_contact Temperature(n528_TLPn528_des) X,N1_contact Temperature(n528_TLPn528_des) Y,N1_contact Temperature(n541_TLPn541_des) X,N1_contact Temperature(n541_TLPn541_des) Y,N1_contact Temperature(n554_TLPn554_des) X,N1_contact Temperature(n554_TLPn554_des) Y,N1_contact Temperature(n567_TLPn567_des) X,N1_contact Temperature(n567_TLPn567_des) Y,N1_contact Temperature(n580_TLPn580_des) X,N1_contact Temperature(n580_TLPn580_des) Y
-0.003345755,1.42E-17,0.62568214,1.00E-08,0.73442052,1.00E-07,0.86995632,1.00E-06,0.8959152,1.40E-06,0.91741714,1.80E-06,0.92710763,2.00E-06,0.91133537,1.64E-06,0.92485954,1.92E-06,0.12549488,1.00E-10,0.52483122,1.00E-09,0.7705979,2.00E-07,0.79309782,3.00E-07,0.80986608,4.00E-07,0.82344112,5.00E-07,0.83497008,6.00E-07,0.84507225,7.00E-07,0.85412117,8.00E-07,0.86236004,9.00E-07,0.87703038,1.10E-06,0.88367173,1.20E-06,0.88994883,1.30E-06,0.90161354,1.50E-06,0.90707846,1.60E-06,0.91233843,1.70E-06,0.92233456,1.90E-06,0.9317509,2.10E-06,0.93627693,2.20E-06,0.90772353,1.58E-06,0.91484793,1.71E-06,0.91826856,1.78E-06,0.95748815,2.70E-06,-0.003345755,300,0.62568214,300,0.73442052,300,0.86995632,300,0.8959152,300,0.91741714,300,0.92710763,300,0.91133537,300,0.92485954,300,0.12549488,300,0.52483122,300,0.7705979,300,0.79309782,300,0.80986608,300,0.82344112,300,0.83497008,300,0.84507225,300,0.85412117,300,0.86236004,300,0.87703038,300,0.88367173,300,0.88994883,300,0.90161354,300,0.90707846,300,0.91233843,300,0.92233456,300,0.9317509,300,0.93627693,300,0.90772353,300,0.91484793,300,0.91826856,300,0.95748815,300
-0.003345644,4.23E-18,0.62566605,1.00E-08,0.73429199,1.00E-07,0.86934794,1.00E-06,0.89529252,1.40E-06,0.91687222,1.80E-06,0.92663348,2.00E-06,0.92745997,1.98E-06,0.94191947,2.30E-06,0.15767131,1.00E-10,0.52494915,1.00E-09,0.77037084,2.00E-07,0.79278859,3.00E-07,0.80948722,4.00E-07,0.82300317,5.00E-07,0.83448234,6.00E-07,0.84454314,7.00E-07,0.85355848,8.00E-07,0.86177106,9.00E-07,0.87640917,1.10E-06,0.88304402,1.20E-06,0.88932068,1.30E-06,0.90100205,1.50E-06,0.90648375,1.60E-06,0.91176594,1.70E-06,0.92182245,1.90E-06,0.93131979,2.10E-06,0.93589385,2.20E-06,0.92361029,1.89E-06,0.93120864,2.06E-06,0.93486379,2.14E-06,0.95741827,2.70E-06,-0.003345644,300,0.62566605,300,0.73429199,300,0.86934794,300,0.89529252,300,0.91687222,300,0.92663348,300,0.92745997,300,0.94191947,300,0.15767131,300,0.52494915,300,0.77037084,300,0.79278859,300,0.80948722,300,0.82300317,300,0.83448234,300,0.84454314,300,0.85355848,300,0.86177106,300,0.87640917,300,0.88304402,300,0.88932068,300,0.90100205,300,0.90648375,300,0.91176594,300,0.92182245,300,0.93131979,300,0.93589385,300,0.92361029,300,0.93120864,300,0.93486379,300,0.95741827,300
-0.003345511,-1.14E-17,0.62564673,1.00E-08,0.73413777,1.00E-07,0.86861776,1.00E-06,0.89454492,1.40E-06,0.91621779,1.80E-06,0.92606399,2.00E-06,0.94471026,2.37E-06,0.9602834,2.77E-06,0.19609992,1.00E-10,0.52496215,1.00E-09,0.77009841,2.00E-07,0.79241758,3.00E-07,0.80903267,4.00E-07,0.82247773,5.00E-07,0.83389712,6.00E-07,0.84390825,7.00E-07,0.85288325,8.00E-07,0.86106422,9.00E-07,0.87566355,1.10E-06,0.88229051,1.20E-06,0.8885666,1.30E-06,0.90026783,1.50E-06,0.9057696,1.60E-06,0.91107844,1.70E-06,0.92120736,1.90E-06,0.93080201,2.10E-06,0.93543383,2.20E-06,0.94057891,2.27E-06,0.94873916,2.47E-06,0.95267323,2.57E-06,0.95733543,2.70E-06,-0.003345511,300,0.62564673,300,0.73413777,300,0.86861776,300,0.89454492,300,0.91621779,300,0.92606399,300,0.94471026,300,0.9602834,300,0.19609992,300,0.52496215,300,0.77009841,300,0.79241758,300,0.80903267,300,0.82247773,300,0.83389712,300,0.84390825,300,0.85288325,300,0.86106422,300,0.87566355,300,0.88229051,300,0.8885666,300,0.90026783,300,0.9057696,300,0.91107844,300,0.92120736,300,0.93080201,300,0.93543383,300,0.94057891,300,0.94873916,300,0.95267323,300,0.95733543,300
-0.00334535,-9.57E-18,0.62562355,1.00E-08,0.73395273,1.00E-07,0.86774142,1.00E-06,0.89364735,1.40E-06,0.91543183,1.80E-06,0.92538016,2.00E-06,0.94582227,2.40E-06,0.96147097,2.80E-06,0.24171403,1.00E-10,0.52496125,1.00E-09,0.76977157,2.00E-07,0.79197249,3.00E-07,0.80848734,4.00E-07,0.82184731,5.00E-07,0.83319497,6.00E-07,0.84314646,7.00E-07,0.85207299,8.00E-07,0.86021596,9.00E-07,0.87476858,1.10E-06,0.881386,1.20E-06,0.88766131,1.30E-06,0.89938624,1.50E-06,0.90491207,1.60E-06,0.91025279,1.70E-06,0.92046871,1.90E-06,0.9301804,2.10E-06,0.93488175,2.20E-06,0.94167186,2.30E-06,0.94987016,2.50E-06,0.95382315,2.60E-06,0.95723836,2.70E-06,-0.00334535,300,0.62562355,300,0.73395273,300,0.86774142,300,0.89364735,300,0.91543183,300,0.92538016,300,0.94582227,300,0.96147097,300,0.24171403,300,0.52496125,300,0.76977157,300,0.79197249,300,0.80848734,300,0.82184731,300,0.83319497,300,0.84314646,300,0.85207299,300,0.86021596,300,0.87476858,300,0.881386,300,0.88766131,300,0.89938624,300,0.90491207,300,0.91025279,300,0.92046871,300,0.9301804,300,0.93488175,300,0.94167186,300,0.94987016,300,0.95382315,300,0.95723836,300
-0.003345158,8.77E-18,0.62559574,1.00E-08,0.73373073,1.00E-07,0.86668969,1.00E-06,0.89256968,1.40E-06,0.9144882,1.80E-06,0.92455947,2.00E-06,0.94573469,2.40E-06,0.96148316,2.80E-06,0.29459377,1.00E-10,0.52495837,1.00E-09,0.76937947,2.00E-07,0.79143852,3.00E-07,0.80783313,4.00E-07,0.821091,5.00E-07,0.83235254,6.00E-07,0.84223242,7.00E-07,0.85110072,8.00E-07,0.85919802,9.00E-07,0.8736944,1.10E-06,0.88030027,1.20E-06,0.88657455,1.30E-06,0.89832769,1.50E-06,0.90388235,1.60E-06,0.90926143,1.70E-06,0.91958201,1.90E-06,0.92943471,2.10E-06,0.93421995,2.20E-06,0.94156355,2.30E-06,0.94980501,2.50E-06,0.95378212,2.60E-06,0.95712694,2.70E-06,-0.003345158,300,0.62559574,300,0.73373073,300,0.86668969,300,0.89256968,300,0.9144882,300,0.92455947,300,0.94573469,300,0.96148316,300,0.29459377,300,0.52495837,300,0.76937947,300,0.79143852,300,0.80783313,300,0.821091,300,0.83235254,300,0.84223242,300,0.85110072,300,0.85919802,300,0.8736944,300,0.88030027,300,0.88657455,300,0.89832769,300,0.90388235,300,0.90926143,300,0.91958201,300,0.92943471,300,0.93421995,300,0.94156355,300,0.94980501,300,0.95378212,300,0.95712694,300
-0.003344927,3.19E-18,0.62556237,1.00E-08,0.73346439,1.00E-07,0.86542754,1.00E-06,0.89127598,1.40E-06,0.91335583,1.80E-06,0.92357555,2.00E-06,0.94561787,2.40E-06,0.96148609,2.80E-06,0.35013904,1.00E-10,0.52495476,1.00E-09,0.76890908,2.00E-07,0.79079798,3.00E-07,0.80704833,4.00E-07,0.8201837,5.00E-07,0.83134189,6.00E-07,0.84113577,7.00E-07,0.84993413,8.00E-07,0.85797653,9.00E-07,0.8724052,1.10E-06,0.87899695,1.20E-06,0.8852699,1.30E-06,0.89705693,1.50E-06,0.90264628,1.60E-06,0.90807155,1.70E-06,0.91851834,1.90E-06,0.92854147,2.10E-06,0.93342824,2.20E-06,0.94142184,2.30E-06,0.94971513,2.50E-06,0.95372119,2.60E-06,0.95700369,2.70E-06,-0.003344927,300,0.62556237,300,0.73346439,300,0.86542754,300,0.89127598,300,0.91335583,300,0.92357555,300,0.94561787,300,0.96148609,300,0.35013904,300,0.52495476,300,0.76890908,300,0.79079798,300,0.80704833,300,0.8201837,300,0.83134189,300,0.84113577,300,0.84993413,300,0.85797653,300,0.8724052,300,0.87899695,300,0.8852699,300,0.89705693,300,0.90264628,300,0.90807155,300,0.91851834,300,0.92854147,300,0.93342824,300,0.94142184,300,0.94971513,300,0.95372119,300,0.95700369,300
-0.00334465,1.47E-17,0.62552233,1.00E-08,0.73314487,1.00E-07,0.86391306,1.00E-06,0.88972336,1.40E-06,0.91199825,1.80E-06,0.92239799,2.00E-06,0.94547723,2.40E-06,0.96148923,2.80E-06,0.39375452,1.00E-10,0.5249504,1.00E-09,0.76834484,2.00E-07,0.79002965,3.00E-07,0.80610697,4.00E-07,0.81909536,5.00E-07,0.83012952,6.00E-07,0.83982016,7.00E-07,0.84853451,8.00E-07,0.85651093,9.00E-07,0.87085789,1.10E-06,0.87743277,1.20E-06,0.88370408,1.30E-06,0.89553199,1.50E-06,0.90116321,1.60E-06,0.90664433,1.70E-06,0.91724402,1.90E-06,0.92747409,2.10E-06,0.93248438,2.20E-06,0.94125132,2.30E-06,0.94960681,2.50E-06,0.95364763,2.60E-06,0.95687668,2.70E-06,-0.00334465,300,0.62552233,300,0.73314487,300,0.86391306,300,0.88972336,300,0.91199825,300,0.92239799,300,0.94547723,300,0.96148923,300,0.39375452,300,0.5249504,300,0.76834484,300,0.79002965,300,0.80610697,300,0.81909536,300,0.83012952,300,0.83982016,300,0.84853451,300,0.85651093,300,0.87085789,300,0.87743277,300,0.88370408,300,0.89553199,300,0.90116321,300,0.90664433,300,0.91724402,300,0.92747409,300,0.93248438,300,0.94125132,300,0.94960681,300,0.95364763,300,0.95687668,300
-0.003344318,-1.65E-17,0.62547428,1.00E-08,0.73276157,1.00E-07,0.86209569,1.00E-06,0.88786088,1.40E-06,0.91037327,1.80E-06,0.92099288,2.00E-06,0.94530823,2.40E-06,0.961493,2.80E-06,0.4162115,1.00E-10,0.52494518,1.00E-09,0.76766806,2.00E-07,0.78910814,3.00E-07,0.80497793,4.00E-07,0.81779001,5.00E-07,0.82867534,6.00E-07,0.83824207,7.00E-07,0.84685556,8.00E-07,0.85475237,9.00E-07,0.86900135,1.10E-06,0.87555601,1.20E-06,0.8818255,1.30E-06,0.89370318,1.50E-06,0.89938536,1.60E-06,0.90493448,1.70E-06,0.91572065,1.90E-06,0.92620383,2.10E-06,0.93136555,2.20E-06,0.94104646,2.30E-06,0.94947664,2.50E-06,0.95355922,2.60E-06,0.95676496,2.70E-06,-0.003344318,300,0.62547428,300,0.73276157,300,0.86209569,300,0.88786088,300,0.91037327,300,0.92099288,300,0.94530823,300,0.961493,300,0.4162115,300,0.52494518,300,0.76766806,300,0.78910814,300,0.80497793,300,0.81779001,300,0.82867534,300,0.83824207,300,0.84685556,300,0.85475237,300,0.86900135,300,0.87555601,300,0.8818255,300,0.89370318,300,0.89938536,300,0.90493448,300,0.91572065,300,0.92620383,300,0.93136555,300,0.94104646,300,0.94947664,300,0.95355922,300,0.95676496,300
-0.003343919,5.66E-18,0.62541663,1.00E-08,0.73230179,1.00E-07,0.85991577,1.00E-06,0.88562858,1.40E-06,0.90843346,1.80E-06,0.91932442,2.00E-06,0.94510522,2.40E-06,0.96149768,2.80E-06,0.42447805,1.00E-10,0.52493891,1.00E-09,0.76685637,2.00E-07,0.78800301,3.00E-07,0.80362397,4.00E-07,0.81622462,5.00E-07,0.82693144,6.00E-07,0.83634954,7.00E-07,0.84484143,8.00E-07,0.85264301,9.00E-07,0.86677457,1.10E-06,0.87330526,1.20E-06,0.87957307,1.30E-06,0.89151244,1.50E-06,0.89725734,1.60E-06,0.90289015,1.70E-06,0.91390613,1.90E-06,0.92470222,2.10E-06,0.93005167,2.20E-06,0.94080036,2.30E-06,0.94932029,2.50E-06,0.95345306,2.60E-06,0.95670838,2.70E-06,-0.003343919,300,0.62541663,300,0.73230179,300,0.85991577,300,0.88562858,300,0.90843346,300,0.91932442,300,0.94510522,300,0.96149768,300,0.42447805,300,0.52493891,300,0.76685637,300,0.78800301,300,0.80362397,300,0.81622462,300,0.82693144,300,0.83634954,300,0.84484143,300,0.85264301,300,0.86677457,300,0.87330526,300,0.87957307,300,0.89151244,300,0.89725734,300,0.90289015,300,0.91390613,300,0.92470222,300,0.93005167,300,0.94080036,300,0.94932029,300,0.95345306,300,0.95670838,300
-0.003343441,2.54E-17,0.62534745,1.00E-08,0.73175032,1.00E-07,0.85730217,1.00E-06,0.88295672,1.40E-06,0.90612785,1.80E-06,0.91735873,2.00E-06,0.94486139,2.40E-06,0.96150372,2.80E-06,0.42691861,1.00E-10,0.52493139,1.00E-09,0.765883,2.00E-07,0.7866779,3.00E-07,0.80200058,4.00E-07,0.81434778,5.00E-07,0.82484065,6.00E-07,0.83407968,7.00E-07,0.84242625,8.00E-07,0.85011374,9.00E-07,0.86410529,1.10E-06,0.87060811,1.20E-06,0.87687521,1.30E-06,0.88889296,1.50E-06,0.89471641,1.60E-06,0.90045385,1.70E-06,0.91175735,1.90E-06,0.92294612,2.10E-06,0.92853191,2.20E-06,0.94050475,2.30E-06,0.94913256,2.50E-06,0.95332571,2.60E-06,0.95678486,2.70E-06,-0.003343441,300,0.62534745,300,0.73175032,300,0.85730217,300,0.88295672,300,0.90612785,300,0.91735873,300,0.94486139,300,0.96150372,300,0.42691861,300,0.52493139,300,0.765883,300,0.7866779,300,0.80200058,300,0.81434778,300,0.82484065,300,0.83407968,300,0.84242625,300,0.85011374,300,0.86410529,300,0.87060811,300,0.87687521,300,0.88889296,300,0.89471641,300,0.90045385,300,0.91175735,300,0.92294612,300,0.92853191,300,0.94050475,300,0.94913256,300,0.95332571,300,0.95678486,300
-0.003342867,-4.79E-19,0.62526445,1.00E-08,0.73108893,1.00E-07,0.85417086,1.00E-06,0.87976592,1.40E-06,0.90340627,1.80E-06,0.91507161,2.00E-06,0.94456873,2.40E-06,0.96151195,2.80E-06,0.42752722,1.00E-10,0.52492237,1.00E-09,0.76471592,2.00E-07,0.78508932,3.00E-07,0.80005462,4.00E-07,0.81209825,5.00E-07,0.82233358,6.00E-07,0.83135877,7.00E-07,0.8395314,8.00E-07,0.84708263,9.00E-07,0.86090864,1.10E-06,0.86738012,1.20E-06,0.87364929,1.30E-06,0.88577012,1.50E-06,0.89169434,1.60E-06,0.89756546,1.70E-06,0.90923605,1.90E-06,0.92092759,2.10E-06,0.92681698,2.20E-06,0.94014979,2.30E-06,0.94890741,2.50E-06,0.95317323,2.60E-06,0.95713967,2.70E-06,-0.003342867,300,0.62526445,300,0.73108893,300,0.85417086,300,0.87976592,300,0.90340627,300,0.91507161,300,0.94456873,300,0.96151195,300,0.42752722,300,0.52492237,300,0.76471592,300,0.78508932,300,0.80005462,300,0.81209825,300,0.82233358,300,0.83135877,300,0.8395314,300,0.84708263,300,0.86090864,300,0.86738012,300,0.87364929,300,0.88577012,300,0.89169434,300,0.89756546,300,0.90923605,300,0.92092759,300,0.92681698,300,0.94014979,300,0.94890741,300,0.95317323,300,0.95713967,300
-0.003342179,-6.22E-18,0.62516486,1.00E-08,0.73029581,1.00E-07,0.85042352,1.00E-06,0.87596871,1.40E-06,0.90022801,1.80E-06,0.91246269,2.00E-06,0.94421781,2.40E-06,0.96152397,2.80E-06,0.4276566,1.00E-10,0.52491154,1.00E-09,0.76331684,2.00E-07,0.78318537,3.00E-07,0.79772284,4.00E-07,0.80940148,5.00E-07,0.81932939,6.00E-07,0.82809883,7.00E-07,0.83606386,8.00E-07,0.84345321,9.00E-07,0.85708616,1.10E-06,0.86352453,1.20E-06,0.86980217,1.30E-06,0.88206437,1.50E-06,0.88812188,1.60E-06,0.89416861,1.70E-06,0.90632012,1.90E-06,0.91867141,2.10E-06,0.92496046,2.20E-06,0.93972386,2.30E-06,0.94863785,2.50E-06,0.95299131,2.60E-06,0.95803365,2.70E-06,-0.003342179,300,0.62516486,300,0.73029581,300,0.85042352,300,0.87596871,300,0.90022801,300,0.91246269,300,0.94421781,300,0.96152397,300,0.4276566,300,0.52491154,300,0.76331684,300,0.78318537,300,0.79772284,300,0.80940148,300,0.81932939,300,0.82809883,300,0.83606386,300,0.84345321,300,0.85708616,300,0.86352453,300,0.86980217,300,0.88206437,300,0.88812188,300,0.89416861,300,0.90632012,300,0.91867141,300,0.92496046,300,0.93972386,300,0.94863785,300,0.95299131,300,0.95803365,300
-0.003341353,4.95E-18,0.62504537,1.00E-08,0.72934487,1.00E-07,0.84594673,1.00E-06,0.87147412,1.40E-06,0.89657772,1.80E-06,0.90958005,2.00E-06,0.94379787,2.40E-06,0.96154282,2.80E-06,0.42767926,1.00E-10,0.52489854,1.00E-09,0.76164005,2.00E-07,0.7809043,3.00E-07,0.79492814,4.00E-07,0.80617109,5.00E-07,0.81573153,6.00E-07,0.82419589,7.00E-07,0.83191435,8.00E-07,0.83911298,9.00E-07,0.85252592,1.10E-06,0.85893348,1.20E-06,0.8652329,1.30E-06,0.87769799,1.50E-06,0.88393816,1.60E-06,0.89022314,1.70E-06,0.90302353,1.90E-06,0.91626492,2.10E-06,0.92309441,2.20E-06,0.93921338,2.30E-06,0.94831615,2.50E-06,0.95277551,2.60E-06,0.95991912,2.70E-06,-0.003341353,300,0.62504537,300,0.72934487,300,0.84594673,300,0.87147412,300,0.89657772,300,0.90958005,300,0.94379787,300,0.96154282,300,0.42767926,300,0.52489854,300,0.76164005,300,0.7809043,300,0.79492814,300,0.80617109,300,0.81573153,300,0.82419589,300,0.83191435,300,0.83911298,300,0.85252592,300,0.85893348,300,0.8652329,300,0.87769799,300,0.88393816,300,0.89022314,300,0.90302353,300,0.91626492,300,0.92309441,300,0.93921338,300,0.94831615,300,0.95277551,300,0.95991912,300
-0.003340362,-1.21E-17,0.62490201,1.00E-08,0.7282049,1.00E-07,0.84061248,1.00E-06,0.86619699,1.40E-06,0.89249246,1.80E-06,0.90656023,2.00E-06,0.94329699,2.40E-06,0.96157434,2.80E-06,0.42768146,1.00E-10,0.52488295,1.00E-09,0.75963109,2.00E-07,0.77817098,3.00E-07,0.79158141,4.00E-07,0.8023038,5.00E-07,0.81142609,6.00E-07,0.81952814,7.00E-07,0.82695591,8.00E-07,0.83393286,9.00E-07,0.84710453,1.10E-06,0.85349203,1.20E-06,0.85983915,1.30E-06,0.87260795,1.50E-06,0.87910758,1.60E-06,0.88572665,1.70E-06,0.89942947,1.90E-06,0.91390567,2.10E-06,0.92148563,2.20E-06,0.93860293,2.30E-06,0.94793428,2.50E-06,0.95252207,2.60E-06,0.96354548,2.70E-06,-0.003340362,300,0.62490201,300,0.7282049,300,0.84061248,300,0.86619699,300,0.89249246,300,0.90656023,300,0.94329699,300,0.96157434,300,0.42768146,300,0.52488295,300,0.75963109,300,0.77817098,300,0.79158141,300,0.8023038,300,0.81142609,300,0.81952814,300,0.82695591,300,0.83393286,300,0.84710453,300,0.85349203,300,0.85983915,300,0.87260795,300,0.87910758,300,0.88572665,300,0.89942947,300,0.91390567,300,0.92148563,300,0.93860293,300,0.94793428,300,0.95252207,300,0.96354548,300
-0.003339173,9.97E-18,0.62473003,1.00E-08,0.72683864,1.00E-07,0.83428118,1.00E-06,0.86007509,1.40E-06,0.89133932,1.80E-06,0.90576137,2.00E-06,0.94270292,2.40E-06,0.96162965,2.80E-06,0.42768011,1.00E-10,0.52486424,1.00E-09,0.7572252,2.00E-07,0.77489837,3.00E-07,0.78757609,4.00E-07,0.79767791,5.00E-07,0.80627979,6.00E-07,0.81395439,7.00E-07,0.82104343,8.00E-07,0.82776812,9.00E-07,0.84069269,1.10E-06,0.84708686,1.20E-06,0.85352979,1.30E-06,0.8667682,1.50E-06,0.87364822,1.60E-06,0.88443613,1.70E-06,0.89843986,1.90E-06,0.91332591,2.10E-06,0.92115448,2.20E-06,0.93787565,2.30E-06,0.94748508,2.50E-06,0.95222939,2.60E-06,0.96493803,2.70E-06,-0.003339173,300,0.62473003,300,0.72683864,300,0.83428118,300,0.86007509,300,0.89133932,300,0.90576137,300,0.94270292,300,0.96162965,300,0.42768011,300,0.52486424,300,0.7572252,300,0.77489837,300,0.78757609,300,0.79767791,300,0.80627979,300,0.81395439,300,0.82104343,300,0.82776812,300,0.84069269,300,0.84708686,300,0.85352979,300,0.8667682,300,0.87364822,300,0.88443613,300,0.89843986,300,0.91332591,300,0.92115448,300,0.93787565,300,0.94748508,300,0.95222939,300,0.96493803,300
-0.003337748,-5.82E-18,0.62452371,1.00E-08,0.72520162,1.00E-07,0.83239588,1.00E-06,0.85309719,1.40E-06,0.89000389,1.80E-06,0.904873,2.00E-06,0.94200484,2.40E-06,0.96172979,2.80E-06,0.42767793,1.00E-10,0.52484179,1.00E-09,0.75434331,2.00E-07,0.7709824,3.00E-07,0.78278656,4.00E-07,0.79215103,5.00E-07,0.80013836,6.00E-07,0.80731375,7.00E-07,0.81401512,8.00E-07,0.82046265,9.00E-07,0.83878934,1.10E-06,0.83962224,1.20E-06,0.84624643,1.30E-06,0.86022523,1.50E-06,0.86767541,1.60E-06,0.88292696,1.70E-06,0.8973109,1.90E-06,0.91271368,2.10E-06,0.92085537,2.20E-06,0.93701453,2.30E-06,0.9469646,2.50E-06,0.9519011,2.60E-06,0.96679525,2.70E-06,-0.003337748,300,0.62452371,300,0.72520162,300,0.83239588,300,0.85309719,300,0.89000389,300,0.904873,300,0.94200484,300,0.96172979,300,0.42767793,300,0.52484179,300,0.75434331,300,0.7709824,300,0.78278656,300,0.79215103,300,0.80013836,300,0.80731375,300,0.81401512,300,0.82046265,300,0.83878934,300,0.83962224,300,0.84624643,300,0.86022523,300,0.86767541,300,0.88292696,300,0.8973109,300,0.91271368,300,0.92085537,300,0.93701453,300,0.9469646,300,0.9519011,300,0.96679525,300
