Tmax(n36_TLPn36_des) X,Tmax(n36_TLPn36_des) Y,Tmax(n37_TLPn37_des) X,Tmax(n37_TLPn37_des) Y,Tmax(n38_TLPn38_des) X,Tmax(n38_TLPn38_des) Y,Tmax(n39_TLPn39_des) X,Tmax(n39_TLPn39_des) Y,Tmax(n40_TLPn40_des) X,Tmax(n40_TLPn40_des) Y,Tmax(n41_TLPn41_des) X,Tmax(n41_TLPn41_des) Y,Tmax(n42_TLPn42_des) X,Tmax(n42_TLPn42_des) Y,Tmax(n43_TLPn43_des) X,Tmax(n43_TLPn43_des) Y,Tmax(n44_TLPn44_des) X,Tmax(n44_TLPn44_des) Y,Tmax(n45_TLPn45_des) X,Tmax(n45_TLPn45_des) Y,Tmax(n46_TLPn46_des) X,Tmax(n46_TLPn46_des) Y,Tmax(n295_TLPn295_des) X,Tmax(n295_TLPn295_des) Y,Tmax(n308_TLPn308_des) X,Tmax(n308_TLPn308_des) Y,Tmax(n321_TLPn321_des) X,Tmax(n321_TLPn321_des) Y,Tmax(n334_TLPn334_des) X,Tmax(n334_TLPn334_des) Y,Tmax(n347_TLPn347_des) X,Tmax(n347_TLPn347_des) Y,Tmax(n360_TLPn360_des) X,Tmax(n360_TLPn360_des) Y,Tmax(n373_TLPn373_des) X,Tmax(n373_TLPn373_des) Y,Tmax(n386_TLPn386_des) X,Tmax(n386_TLPn386_des) Y,Tmax(n399_TLPn399_des) X,Tmax(n399_TLPn399_des) Y,Tmax(n412_TLPn412_des) X,Tmax(n412_TLPn412_des) Y,Tmax(n425_TLPn425_des) X,Tmax(n425_TLPn425_des) Y,Tmax(n438_TLPn438_des) X,Tmax(n438_TLPn438_des) Y,Tmax(n451_TLPn451_des) X,Tmax(n451_TLPn451_des) Y,Tmax(n464_TLPn464_des) X,Tmax(n464_TLPn464_des) Y,Tmax(n477_TLPn477_des) X,Tmax(n477_TLPn477_des) Y,Tmax(n490_TLPn490_des) X,Tmax(n490_TLPn490_des) Y,Tmax(n503_TLPn503_des) X,Tmax(n503_TLPn503_des) Y,Tmax(n516_TLPn516_des) X,Tmax(n516_TLPn516_des) Y,Tmax(n529_TLPn529_des) X,Tmax(n529_TLPn529_des) Y,Tmax(n542_TLPn542_des) X,Tmax(n542_TLPn542_des) Y,Tmax(n555_TLPn555_des) X,Tmax(n555_TLPn555_des) Y,Tmax(n568_TLPn568_des) X,Tmax(n568_TLPn568_des) Y,Tmax(n581_TLPn581_des) X,Tmax(n581_TLPn581_des) Y,Tmax(n594_TLPn594_des) X,Tmax(n594_TLPn594_des) Y
-0.004324245,300,0.46986427,300.073,0.60524219,300.95675,0.75449541,311.7577,0.77891908,316.94877,0.79808185,322.28344,0.8155419,303.89107,0.83137254,304.74622,0.84528645,305.61511,0.85168889,306.05423,0.86360801,306.9411,0.12169813,300.00001,0.34113997,300.00403,0.64809221,302.04276,0.67381139,303.1781,0.69241954,304.34625,0.70709655,305.53933,0.71927152,306.75268,0.72971217,307.98318,0.73887947,309.22858,0.74707223,310.48721,0.76129577,313.0389,0.76758205,314.32984,0.77343712,315.62964,0.78409018,318.26812,0.78898706,319.59523,0.7936437,320.92962,0.80233653,323.6346,0.81971669,304.10347,0.82373818,304.31682,0.82761961,304.53108,0.83500717,304.96222,0.8385325,305.17905,0.84195654,305.39669,0.84852864,305.8343
-0.004240471,300,0.46983616,300.09062,0.60498178,301.18056,0.75268505,314.48263,0.77663389,320.88417,0.79541472,327.45577,0.81649332,303.9755,0.83236221,304.84923,0.84631351,305.73702,0.85273444,306.1857,0.86469026,307.0919,0.14514137,300.00002,0.34115484,300.00532,0.64760445,302.51932,0.67311667,303.91856,0.6915334,305.35796,0.70603187,306.82782,0.71803942,308.32236,0.72832257,309.83768,0.73734141,311.37091,0.74539408,312.91986,0.75935397,316.06808,0.76551981,317.65888,0.77126052,319.26082,0.78170188,322.50987,0.78650088,324.1453,0.79106466,325.78992,0.79958596,329.12077,0.82067777,304.19251,0.82470885,304.41049,0.82859981,304.62941,0.83600625,305.06992,0.83954095,305.29147,0.84297431,305.51384,0.84956496,305.96098
-0.004142274,300,0.46980244,300.11177,0.6046694,301.44901,0.75050643,317.75417,0.77388686,325.5957,0.79220243,333.64695,0.81581147,305.43902,0.8316213,306.63508,0.84553212,307.85083,0.85193929,308.46544,0.86387979,309.70711,0.16789927,300.00005,0.34115443,300.00687,0.64701946,303.09075,0.67228357,304.80618,0.69047087,306.57039,0.70475537,308.37143,0.71656241,310.20207,0.72665715,312.05732,0.73549876,313.93328,0.74337661,315.83859,0.75702232,319.69543,0.7630427,321.64497,0.76864509,323.60835,0.77882966,327.58786,0.78350957,329.59211,0.78796008,331.60782,0.79627135,335.68739,0.81997931,305.73605,0.82399503,306.03444,0.82787185,306.33413,0.83525354,306.93726,0.83877758,307.24064,0.84220139,307.54517,0.84877617,308.1576
-0.004027704,300,0.46976198,300.13715,0.60429473,301.77098,0.74789123,321.67036,0.77058418,331.23338,0.78833235,341.0531,0.81497877,307.19333,0.83071786,308.77585,0.84457962,310.3849,0.85096982,311.19852,0.86289065,312.84264,0.18717054,300.0001,0.34115108,300.00872,0.64631796,303.77583,0.67128473,305.86992,0.68919721,308.02275,0.70322569,310.21946,0.71479332,312.4507,0.72465611,314.72003,0.73328213,317.00969,0.74095558,319.33291,0.75422248,324.03709,0.76006707,326.4155,0.76550201,328.81095,0.77537482,333.66355,0.77990966,336.10862,0.78422186,338.56786,0.79227566,343.54224,0.81912678,307.5863,0.82312414,307.98108,0.82698399,308.37761,0.83433589,309.17574,0.83784702,309.57724,0.84125923,309.9803,0.84781457,310.79098
-0.003894765,300,0.46971342,300.1676,0.60384536,302.15709,0.74475215,326.35573,0.76661314,337.97476,0.78366894,349.90575,0.81397789,309.29641,0.82963102,311.34166,0.84343256,313.42113,0.84980166,314.47252,0.86169724,316.5967,0.20095672,300.0002,0.34114667,300.01095,0.6454769,304.59698,0.67008756,307.14424,0.68767135,309.76133,0.70139465,312.4291,0.71266714,315.14922,0.72225626,317.90743,0.73062309,320.69157,0.7380505,323.51424,0.7508605,329.23072,0.75649257,332.12136,0.76172467,335.03281,0.77121874,340.9279,0.77557675,343.89925,0.77971996,346.88797,0.78745797,352.9305,0.81810187,309.80428,0.8220769,310.31449,0.82591613,310.82698,0.83323167,311.85848,0.83672699,312.37737,0.84012493,312.89827,0.84665623,313.9459
-0.003741526,300,0.46965517,300.20414,0.60330649,302.62006,0.7409847,331.95761,0.76183874,346.02915,0.77804988,360.47704,0.81277453,311.81734,0.82832291,314.41667,0.84205016,317.05906,0.84839274,318.3948,0.86025045,321.10759,0.2092509,300.00034,0.34114135,300.01362,0.64446875,305.58092,0.66865341,308.66986,0.68584563,311.83959,0.6991935,315.08184,0.71011814,318.3787,0.71937864,321.72091,0.72743389,325.09557,0.73456513,328.51452,0.74682396,335.43905,0.75219901,338.94078,0.75718539,342.46766,0.76621927,349.60586,0.77036176,353.20463,0.77429858,356.82451,0.78164966,364.14017,0.8168693,312.46282,0.82081718,313.11126,0.82463125,313.76258,0.83190224,315.07345,0.8353781,315.73282,0.83875839,316.39471,0.84525972,317.72577
-0.003566266,300,0.46958527,300.24798,0.60266038,303.17508,0.73646418,338.64969,0.75609991,355.64223,0.77128238,373.08508,0.81132779,314.83737,0.82674884,318.09834,0.84037828,321.42874,0.84668618,323.10828,0.85849752,326.51676,0.21350702,300.00053,0.34113495,300.01683,0.6432608,306.75941,0.6669373,310.4941,0.68365106,314.33492,0.69655572,318.2558,0.70706313,322.24126,0.71592904,326.2805,0.72360977,330.35959,0.73038457,334.48954,0.74197864,342.85375,0.74704295,347.08338,0.75173176,351.34315,0.76020698,359.96115,0.76408718,364.30656,0.7677724,368.67741,0.77465081,377.50754,0.81538713,315.64731,0.81930201,316.46089,0.82308546,317.27794,0.83029761,318.93281,0.83374897,319.76156,0.83710686,320.59356,0.84356951,322.26701
-0.003367681,300,0.46950141,300.30057,0.60188585,303.84031,0.73104222,346.63591,0.7492059,367.10063,0.76314037,388.09908,0.80958406,318.46208,0.82484624,322.52214,0.83835814,326.66654,0.84462159,328.75844,0.85637074,333.00173,0.21539906,300.00076,0.34112727,300.02068,0.64181446,308.16982,0.66487593,312.68345,0.68102212,317.32016,0.69339574,322.05104,0.70340292,326.85778,0.71179527,331.72782,0.71902603,336.64603,0.72537208,341.62247,0.73616496,351.69946,0.74085403,356.79451,0.74518302,361.92527,0.75298155,372.30104,0.75654359,377.53297,0.75992342,382.79525,0.76622785,393.42257,0.81359956,319.47031,0.81747341,320.48318,0.82121854,321.50051,0.82836192,323.55869,0.83178269,324.59051,0.83511245,325.6265,0.84152599,327.71055
-0.003145144,300,0.4694008,300.36367,0.60095763,304.63738,0.72454331,356.15433,0.74093319,380.73634,0.75336394,405.94397,0.80748429,322.80531,0.82255064,327.82289,0.8359148,332.94314,0.84212103,335.52946,0.85378676,340.77408,0.21613378,300.00105,0.34111806,300.0253,0.64008548,309.85488,0.66240722,315.30273,0.67787409,320.88921,0.68961188,326.58569,0.69901967,332.37062,0.70684413,338.22934,0.71353477,344.14536,0.71936565,350.12764,0.72919447,362.23789,0.73343144,368.35938,0.73732666,374.52268,0.74430916,386.9808,0.74748762,393.26233,0.75049955,399.57971,0.756114,412.33342,0.81144603,324.05113,0.81526938,325.30279,0.81896718,326.56011,0.82602505,329.10172,0.82940749,330.37696,0.83270178,331.65748,0.83905271,334.23383
-0.002899019,300,0.4692801,300.43937,0.59984571,305.59196,0.71676144,367.48094,0.73102414,396.93036,0.741663,427.10372,0.80495453,328.00771,0.81977881,334.17215,0.83295673,340.46157,0.83908914,343.64047,0.85064319,350.08561,0.21638306,300.0014,0.34110701,300.03084,0.63800745,311.87878,0.65945198,318.43439,0.67410643,325.15287,0.68508353,331.99878,0.6937739,338.94672,0.70091819,345.97968,0.70696151,353.07959,0.71217461,360.25419,0.72084677,374.77158,0.72454133,382.1069,0.7279164,389.49041,0.73392202,404.40725,0.73664264,411.92723,0.73921667,419.48907,0.74401474,434.74983,0.80885017,329.53806,0.81261122,331.07573,0.81625039,332.6205,0.82320163,335.74123,0.8265359,337.3081,0.82978533,338.8816,0.83605618,342.0479
-0.002630998,300,0.4691353,300.53019,0.59851483,306.7342,0.70745774,380.9328,0.71918896,416.11498,0.72772802,452.12273,0.80190526,334.23644,0.81642962,341.77364,0.82937232,349.46298,0.8354095,353.35161,0.84681486,361.23514,0.21645629,300.00182,0.34109375,300.03748,0.63552001,314.29949,0.65591627,322.1758,0.66960009,330.24145,0.67966832,338.45305,0.68750128,346.7808,0.69383253,355.20494,0.69910201,363.70567,0.70357672,372.28937,0.71086777,389.64696,0.71391598,398.41242,0.71667255,407.23242,0.72152217,425.04079,0.72370457,434.01605,0.72576682,443.0397,0.74038196,441.44947,0.80571945,336.10733,0.80940344,337.98733,0.81296984,339.87618,0.8197878,343.6902,0.82306141,345.60624,0.82625401,347.53056,0.83242235,351.40338
-0.002344427,300,0.46896161,300.63912,0.59692524,308.09803,0.69635996,396.87009,0.70511334,438.77381,0.71125122,481.60499,0.79822819,341.68973,0.81238042,350.86873,0.82502604,360.23277,0.83094072,364.9707,0.84215004,374.57613,0.21647423,300.00233,0.34107783,300.04546,0.63254406,317.19287,0.651689,326.64147,0.66421478,336.30739,0.67319896,346.13794,0.6800096,356.0983,0.68537191,366.16561,0.68971995,376.31819,0.69331661,386.56097,0.69897072,407.25589,0.70125668,417.69883,0.70328718,428.20216,0.70679196,449.39507,0.70835567,460.07239,0.7098355,470.80523,0.73929258,443.45649,0.80194184,343.96788,0.80553041,346.25728,0.80900632,348.55766,0.81565757,353.20091,0.81885474,355.53464,0.82197535,357.87866,0.82801272,362.59684
-0.002044551,300,0.46875327,300.76978,0.59501406,309.73711,0.68316577,415.69613,0.68847476,465.43896,0.69196124,516.21023,0.79379266,350.60195,0.80748318,361.74229,0.81975463,373.10746,0.82551287,378.86052,0.83646773,390.52491,0.21647705,300.00294,0.34105874,300.05503,0.62898602,320.64836,0.64663929,331.96554,0.657786,343.52798,0.66548046,355.27231,0.67107624,367.15794,0.67528898,379.15868,0.6785463,391.25091,0.68110685,403.43813,0.68484214,428.0348,0.68624269,440.43499,0.69927519,434.46387,0.6894147,478.03351,0.69028964,490.69122,0.69113151,503.41266,0.73798627,445.86204,0.79738217,353.36659,0.80085251,356.14508,0.80421595,358.93708,0.81065887,364.57105,0.81375994,367.40386,0.81678968,370.2494,0.82266061,375.97789
-0.001738573,300,0.4685034,300.92649,0.59272729,311.69737,0.66755187,437.85461,0.66897057,496.6842,0.66967138,556.6477,0.78844179,361.24898,0.80156068,374.72906,0.81336404,388.48187,0.81892508,395.44649,0.82955724,409.56943,0.21647614,300.00366,0.34103583,300.06652,0.62473548,324.77102,0.64061375,338.30415,0.65012236,352.10784,0.65628782,366.10648,0.66044692,380.25318,0.66330475,394.51824,0.6652821,408.87629,0.66663362,423.32976,0.66815492,452.4609,0.668549,467.13066,0.69448117,441.93577,0.66910802,511.56222,0.66925043,526.51169,0.66943083,541.53538,0.73642073,448.74355,0.79187817,364.59397,0.79520232,367.95589,0.79842631,371.33437,0.80460992,378.15025,0.8075909,381.57851,0.81050679,385.02246,0.8161684,391.95661
-0.001435436,300,0.46820374,301.11442,0.58999276,314.04013,0.64919179,463.82297,0.64635946,533.11406,0.6631172,568.68227,0.78198872,373.95394,0.79440361,390.22011,0.80562845,406.81649,0.81094601,415.22456,0.82118279,432.27844,0.2164742,300.00453,0.34100834,300.0803,0.61966275,329.68367,0.63343386,345.83777,0.64100341,362.28077,0.64536514,378.92344,0.64783705,395.712,0.64911279,412.61374,0.64960651,429.60212,0.64956931,446.67941,0.64859208,481.04372,0.64787606,498.32691,0.68876006,450.84125,0.66308802,521.54571,0.66302876,537.17539,0.66303106,552.88254,0.73454531,452.19362,0.78523691,377.99001,0.78838111,382.04665,0.7914332,386.12347,0.79729666,394.34677,0.80012922,398.48414,0.80290435,402.64078,0.80830728,411.01113
-0.001149936,300,0.46785171,301.33519,0.58679109,316.78129,0.62820677,493.50364,0.63981774,543.73041,0.65538437,582.98607,0.77421377,389.09283,0.78576999,408.66913,0.7962937,428.64472,0.80131996,438.76907,0.81109651,459.31122,0.21647179,300.00556,0.34097602,300.0965,0.61373795,335.41161,0.62506501,354.59411,0.63039532,374.07049,0.63268568,393.73675,0.6332336,413.53299,0.63272146,433.42422,0.63155718,453.38444,0.62998924,473.4173,0.62632804,513.65782,0.64186335,507.42388,0.68194428,461.4403,0.65595249,533.41846,0.65566521,549.85406,0.65546854,566.37126,0.73230018,456.32165,0.77723232,393.94999,0.78015693,398.83202,0.78299938,403.73852,0.78847305,413.634,0.7911254,418.61398,0.79373014,423.61761,0.79882188,433.69524
-0.000921225,300,0.46749994,301.5558,0.58360262,319.50924,0.60789621,522.35032,0.63208413,556.3399,0.6462967,599.9556,0.76486374,407.09968,0.77538903,430.59826,0.78508802,454.5798,0.78978213,466.74062,0.79906454,491.42829,0.21646936,300.00659,0.34094371,300.1127,0.60785228,341.09161,0.61676966,363.24928,0.61990427,385.68915,0.62017785,408.29438,0.61886973,431.00065,0.61665293,453.77276,0.61393049,476.58716,0.61094905,499.4509,0.60488934,545.30528,0.63473193,518.23676,0.67384282,474.03338,0.64752182,547.51271,0.64698085,564.90103,0.64656575,582.37627,0.72960962,461.26618,0.76760542,412.9298,0.77026593,418.78983,0.77285701,424.67942,0.77786631,436.55648,0.78030587,442.53521,0.78271089,448.543,0.78744326,460.64566
-0.000738004,300,0.46714843,301.77624,0.58042742,322.22398,0.58831296,550.38369,0.62297444,571.28651,0.63566251,620.04361,0.75365555,428.47083,0.76297249,456.60283,0.77174444,485.32146,0.78632325,475.10642,0.78491051,529.505,0.21646692,300.00761,0.34091141,300.12889,0.6020065,346.72361,0.60855069,371.80314,0.60953714,397.1368,0.60785453,422.59706,0.60476624,448.11709,0.60093698,473.66392,0.59676552,499.21858,0.59249609,524.7939,0.58432818,576.01506,0.62629857,531.06465,0.66424202,488.96477,0.63760097,564.20853,0.63678301,582.72024,0.63613197,601.32574,0.72639092,467.17905,0.75606966,435.4502,0.75841946,442.46546,0.76071689,449.51637,0.76519092,463.73501,0.76738942,470.89446,0.76957159,478.08988,0.77391438,492.58953
-0.000591225,300,0.46679718,301.99651,0.57726555,324.9255,0.56948384,577.62733,0.61229044,588.96098,0.62326143,643.76081,0.74028698,453.7675,0.75924915,464.37592,0.75603839,521.66323,0.78218905,485.10814,0.76857748,574.55046,0.21646449,300.00864,0.34087911,300.14509,0.59620137,352.30758,0.60041081,380.25573,0.59930013,408.41385,0.59572711,436.64604,0.59094036,464.88564,0.58559696,493.10415,0.58009075,521.28965,0.57466127,549.46297,0.56465138,605.8181,0.61636258,546.24839,0.65290924,506.62494,0.62598406,583.93642,0.62486843,603.76878,0.62396153,623.70364,0.7225439,474.24487,0.74232429,462.0996,0.74432045,470.47483,0.74628785,478.89326,0.75017475,495.871,0.75211723,504.42298,0.75406922,513.02016,0.75803183,530.35302
-0.00048251,300,0.46647861,302.19628,0.57440694,327.36641,0.55302431,601.72038,0.59982136,609.80183,0.60877642,671.67039,0.72445809,483.61659,0.75479832,473.66263,0.73784209,564.50163,0.77725704,497.05649,0.75017921,627.73432,0.21646228,300.00957,0.34084979,300.15978,0.59096658,357.33578,0.59308989,387.84361,0.5901204,418.50838,0.58488943,449.1888,0.578633,479.82061,0.57200101,510.38151,0.56538107,540.86804,0.55900384,571.3101,0.5474863,632.14082,0.60471014,564.172,0.63960057,527.45124,0.6124581,607.17782,0.61101841,628.55681,0.60980873,650.04808,0.71795149,482.68123,0.72607955,493.53506,0.72769251,503.50585,0.72931011,513.52972,0.73260101,533.75079,0.73429895,543.94227,0.73604314,554.19203,0.73970362,574.87283
-,-,-,-,-,-,-,-,0.58533332,634.2928,0.59151168,704.35558,0.70590637,518.70924,0.74948643,484.74757,0.71717513,614.84903,0.77138892,511.31737,0.74489471,643.61547,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.59112074,585.26205,0.62407398,551.92605,0.59679133,634.46164,0.59495101,657.64066,0.59326198,680.93638,0.71247811,492.74357,0.70709654,530.48167,0.70832435,542.31884,0.70960388,554.22289,0.71236354,578.25069,0.71386932,590.37163,0.71547057,602.57009,0.71898925,627.2115
-,-,-,-,-,-,-,-,0.56850214,662.95119,0.56931619,742.27513,0.68445595,559.7978,0.74316102,497.96443,0.71118954,629.86144,0.76443278,528.32003,0.74332899,648.37324,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.57537031,609.98381,0.60610638,580.57162,0.57864312,666.34895,0.57608735,691.59114,0.573218,716.91684,0.70596873,504.73041,0.68523927,573.7307,0.68612269,587.74648,0.68711978,601.84923,0.70644812,591.51672,0.70791672,604.21355,0.70949509,616.99399,0.71300383,642.8193
-,-,-,-,-,-,-,-,0.54861889,696.28428,0.53498614,785.16664,0.67815301,572.03373,0.73565174,513.70261,0.70415926,647.74582,0.75622853,548.56631,0.74146291,654.07307,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5572064,638.83035,0.58550021,613.93916,0.55713503,703.371,0.55257888,730.85548,0.54589803,758.21132,0.69824915,518.9887,0.67883636,586.60945,0.67963897,601.2738,0.68057284,616.03148,0.69948312,607.31657,0.70091674,620.70038,0.70247463,634.17553,0.70596839,661.41495
-,-,-,-,-,-,-,-,0.53051176,724.54436,0.47597566,826.79918,0.67071682,586.58773,0.72677399,532.41414,0.6959051,669.02197,0.74661758,572.64055,0.73924061,660.89926,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.54178541,663.42231,0.56400555,649.26965,0.53175089,742.18407,0.52131703,771.50658,0.50394592,799.95971,0.68912841,535.91905,0.67129309,601.92743,0.67200981,617.36305,0.67287511,632.89998,0.69131509,626.10781,0.69271394,640.3103,0.69424637,654.61369,0.69767302,683.53866
-,-,-,-,-,-,-,-,-,-,0.44736604,839.88049,0.66197831,603.8697,0.71633647,554.62055,0.68613733,694.28655,0.735456,601.22078,0.73659536,669.07122,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.54315642,683.45019,0.52185297,754.97439,0.50774981,784.79215,0.48413216,813.39895,0.67840419,555.98047,0.66244061,620.11589,0.66306282,636.46714,0.66384326,652.92942,0.68176781,648.41961,0.68311489,663.5958,0.68458246,678.88375,0.68772366,709.80566
-,-,-,-,-,-,-,-,-,-,-,-,0.65175312,624.34996,0.70415314,580.9197,0.67419599,724.19877,0.72261781,635.09015,0.73344547,678.84964,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5366084,693.93345,-,-,-,-,-,-,0.66587156,579.69426,0.6520871,641.66934,0.65258603,659.10459,0.6532224,676.66131,0.67059567,674.85661,0.6718006,691.18466,0.67303576,707.63273,0.67512025,740.8754
-,-,-,-,-,-,-,-,-,-,-,-,0.63982583,648.56223,0.69005462,611.99189,0.65814286,759.3896,0.70790924,675.14245,0.7296859,690.54342,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.65133121,607.64607,0.63997872,667.14697,0.6402458,685.85747,0.64052841,704.69504,0.6572907,706.0881,0.65799017,723.75479,0.65837708,741.52954,0.65684365,777.29562
-,-,-,-,-,-,-,-,-,-,-,-,0.62587231,677.09925,0.67386481,648.60233,0.63179046,800.06474,0.69046035,722.33311,0.72516892,704.51696,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.63457254,640.48356,0.62563846,697.16034,0.62527846,717.34356,0.62449111,737.63129,0.64033474,742.77122,0.63920151,761.89496,0.63662838,781.02427,0.62363705,818.87915
-,-,-,-,-,-,-,-,-,-,-,-,0.60913796,710.57911,0.65515359,691.57968,0.5775824,844.62018,0.66539076,777.26154,0.71965654,721.19645,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.61520899,678.89564,0.60775106,732.30437,0.60538323,754.08238,0.60117852,775.82508,0.61450009,785.1881,0.60714814,805.49982,0.59532347,825.39858,0.55276814,862.86726
-,-,-,-,-,-,-,-,-,-,-,-,0.5872041,749.48538,0.63178551,741.6387,0.4670935,887.16719,0.61020898,837.80986,0.71269819,741.07081,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.59178474,723.49482,0.58197574,772.85141,0.57315858,795.9445,0.55882286,818.46936,0.56343112,831.8535,0.5393727,851.80196,0.5070533,870.33224,0.42167413,902.18373
-,-,-,-,-,-,-,-,-,-,-,-,0.55186505,793.49304,0.59305902,798.29573,0.3137629,920.19022,0.58129433,855.06729,0.71047865,747.01908,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.55776205,774.18457,0.53486878,817.59703,0.50899854,840.41099,0.47303666,861.40142,0.45716198,876.66198,0.41046641,893.16409,0.36116259,907.58873,0.27190568,931.31456
-,-,-,-,-,-,-,-,-,-,-,-,0.48144863,839.37304,0.58893904,802.51551,0.19798891,944.04967,0.53711368,874.09108,0.70770644,754.13541,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.50246012,820.61958,0.44037431,861.33152,0.39042197,880.5679,0.3369477,897.09609,0.30520662,911.29793,0.2613711,923.47061,0.22573005,934.28564,0.17661416,952.98434
-,-,-,-,-,-,-,-,-,-,-,-,0.37386141,874.99233,0.5836838,807.53423,0.14332687,960.95078,0.47208542,893.92385,0.70418636,762.64104,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.41354716,858.41539,0.31778206,892.62756,0.26631852,907.55289,0.22441314,920.42459,0.20002882,933.47972,0.17593703,943.40556,0.15758158,952.51048,0.13200796,968.83813
-,-,-,-,-,-,-,-,-,-,-,-,0.3410361,882.89474,0.57689441,813.4862,0.12057101,970.94915,0.38652079,913.03019,0.69961007,772.79282,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.39984326,862.57686,0.28538295,899.45125,0.23857426,913.41857,0.202652,925.53753,0.1572978,945.73937,0.14208742,954.726,0.13015363,963.09665,0.11271646,978.35558
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.56798997,820.51638,-,-,0.29519325,930.07272,0.69346163,784.88227,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.55611577,828.77096,-,-,0.22058614,944.89902,0.68483021,799.22553,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.54001291,838.37742,-,-,0.1695782,958.16675,0.67203876,816.13013,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.51786833,849.40653,-,-,0.13542609,970.49548,0.6519464,835.80756,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.48725019,861.80753,-,-,0.11141738,982.28002,0.61887114,858.17034,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.44545755,875.31788,-,-,0.10160168,988.24218,0.56397968,882.44944,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.39096693,889.39159,-,-,-,-,0.47897983,906.79651,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.32647628,903.27371,-,-,-,-,0.36965677,928.7277,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.26120379,916.33852,-,-,-,-,0.2664209,947.03293,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.20600079,928.4316,-,-,-,-,0.19480731,962.52045,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
