N1_contact TotalCurrent(n297_TLPn297_des) X,N1_contact TotalCurrent(n297_TLPn297_des) Y,N1_contact TotalCurrent(n310_TLPn310_des) X,N1_contact TotalCurrent(n310_TLPn310_des) Y,N1_contact TotalCurrent(n323_TLPn323_des) X,N1_contact TotalCurrent(n323_TLPn323_des) Y,N1_contact TotalCurrent(n336_TLPn336_des) X,N1_contact TotalCurrent(n336_TLPn336_des) Y,N1_contact TotalCurrent(n349_TLPn349_des) X,N1_contact TotalCurrent(n349_TLPn349_des) Y,N1_contact TotalCurrent(n362_TLPn362_des) X,N1_contact TotalCurrent(n362_TLPn362_des) Y,N1_contact TotalCurrent(n375_TLPn375_des) X,N1_contact TotalCurrent(n375_TLPn375_des) Y,N1_contact TotalCurrent(n388_TLPn388_des) X,N1_contact TotalCurrent(n388_TLPn388_des) Y,N1_contact TotalCurrent(n401_TLPn401_des) X,N1_contact TotalCurrent(n401_TLPn401_des) Y,N1_contact TotalCurrent(n414_TLPn414_des) X,N1_contact TotalCurrent(n414_TLPn414_des) Y,N1_contact TotalCurrent(n427_TLPn427_des) X,N1_contact TotalCurrent(n427_TLPn427_des) Y,N1_contact TotalCurrent(n440_TLPn440_des) X,N1_contact TotalCurrent(n440_TLPn440_des) Y,N1_contact TotalCurrent(n453_TLPn453_des) X,N1_contact TotalCurrent(n453_TLPn453_des) Y,N1_contact TotalCurrent(n466_TLPn466_des) X,N1_contact TotalCurrent(n466_TLPn466_des) Y,N1_contact TotalCurrent(n479_TLPn479_des) X,N1_contact TotalCurrent(n479_TLPn479_des) Y,N1_contact TotalCurrent(n492_TLPn492_des) X,N1_contact TotalCurrent(n492_TLPn492_des) Y,N1_contact Temperature(n297_TLPn297_des) X,N1_contact Temperature(n297_TLPn297_des) Y,N1_contact Temperature(n310_TLPn310_des) X,N1_contact Temperature(n310_TLPn310_des) Y,N1_contact Temperature(n323_TLPn323_des) X,N1_contact Temperature(n323_TLPn323_des) Y,N1_contact Temperature(n336_TLPn336_des) X,N1_contact Temperature(n336_TLPn336_des) Y,N1_contact Temperature(n349_TLPn349_des) X,N1_contact Temperature(n349_TLPn349_des) Y,N1_contact Temperature(n362_TLPn362_des) X,N1_contact Temperature(n362_TLPn362_des) Y,N1_contact Temperature(n375_TLPn375_des) X,N1_contact Temperature(n375_TLPn375_des) Y,N1_contact Temperature(n388_TLPn388_des) X,N1_contact Temperature(n388_TLPn388_des) Y,N1_contact Temperature(n401_TLPn401_des) X,N1_contact Temperature(n401_TLPn401_des) Y,N1_contact Temperature(n414_TLPn414_des) X,N1_contact Temperature(n414_TLPn414_des) Y,N1_contact Temperature(n427_TLPn427_des) X,N1_contact Temperature(n427_TLPn427_des) Y,N1_contact Temperature(n440_TLPn440_des) X,N1_contact Temperature(n440_TLPn440_des) Y,N1_contact Temperature(n453_TLPn453_des) X,N1_contact Temperature(n453_TLPn453_des) Y,N1_contact Temperature(n466_TLPn466_des) X,N1_contact Temperature(n466_TLPn466_des) Y,N1_contact Temperature(n479_TLPn479_des) X,N1_contact Temperature(n479_TLPn479_des) Y,N1_contact Temperature(n492_TLPn492_des) X,N1_contact Temperature(n492_TLPn492_des) Y
0.46548865,1.00E-10,0.5581738,1.00E-09,0.78951457,2.00E-07,0.81105925,3.00E-07,0.82733235,4.00E-07,0.84072398,5.00E-07,0.85231247,6.00E-07,0.86267885,7.00E-07,0.87217221,8.00E-07,0.88102097,9.00E-07,0.89736347,1.10E-06,0.91051778,1.20E-06,0.91747224,1.30E-06,0.92693741,1.50E-06,0.93397244,1.60E-06,0.94092738,1.70E-06,0.46548865,300,0.5581738,300,0.78951457,300,0.81105925,300,0.82733235,300,0.84072398,300,0.85231247,300,0.86267885,300,0.87217221,300,0.88102097,300,0.89736347,300,0.91051778,300,0.91747224,300,0.92693741,300,0.93397244,300,0.94092738,300
0.4667398,1.00E-10,0.55816691,1.00E-09,0.7886989,2.00E-07,0.80997587,3.00E-07,0.82603941,4.00E-07,0.83927158,5.00E-07,0.8507458,6.00E-07,0.86103875,7.00E-07,0.87049893,8.00E-07,0.87935244,9.00E-07,0.89581388,1.10E-06,0.91014256,1.20E-06,0.91712949,1.30E-06,0.92604797,1.50E-06,0.93333487,1.60E-06,0.94057658,1.70E-06,0.4667398,300,0.55816691,300,0.7886989,300,0.80997587,300,0.82603941,300,0.83927158,300,0.8507458,300,0.86103875,300,0.87049893,300,0.87935244,300,0.89581388,300,0.91014256,300,0.91712949,300,0.92604797,300,0.93333487,300,0.94057658,300
0.46700385,1.00E-10,0.55815864,1.00E-09,0.78772095,2.00E-07,0.80867736,3.00E-07,0.82449035,4.00E-07,0.83753238,5.00E-07,0.84886947,6.00E-07,0.85907681,7.00E-07,0.86849941,8.00E-07,0.87736154,9.00E-07,0.89397436,1.10E-06,0.90969339,1.20E-06,0.91671958,1.30E-06,0.92503488,1.50E-06,0.93263754,1.60E-06,0.94023937,1.70E-06,0.46700385,300,0.55815864,300,0.78772095,300,0.80867736,300,0.82449035,300,0.83753238,300,0.84886947,300,0.85907681,300,0.86849941,300,0.87736154,300,0.89397436,300,0.90969339,300,0.91671958,300,0.92503488,300,0.93263754,300,0.94023937,300
0.4670508,1.00E-10,0.55814872,1.00E-09,0.78654864,2.00E-07,0.80712149,3.00E-07,0.82263533,4.00E-07,0.83544908,5.00E-07,0.84662471,6.00E-07,0.85673201,7.00E-07,0.86611306,8.00E-07,0.87499023,9.00E-07,0.89179865,1.10E-06,0.909156,1.20E-06,0.91622975,1.30E-06,0.92390635,1.50E-06,0.93190979,1.60E-06,0.93996973,1.70E-06,0.4670508,300,0.55814872,300,0.78654864,300,0.80712149,300,0.82263533,300,0.83544908,300,0.84662471,300,0.85673201,300,0.86611306,300,0.87499023,300,0.89179865,300,0.909156,300,0.91622975,300,0.92390635,300,0.93190979,300,0.93996973,300
0.467057,1.00E-10,0.55813681,1.00E-09,0.78514374,2.00E-07,0.8052581,3.00E-07,0.82041301,4.00E-07,0.83295646,5.00E-07,0.84394151,6.00E-07,0.85393303,7.00E-07,0.86326997,8.00E-07,0.87217283,9.00E-07,0.88923866,1.10E-06,0.90851357,1.20E-06,0.91564502,1.30E-06,0.92269335,1.50E-06,0.93121335,1.60E-06,0.93992018,1.70E-06,0.467057,300,0.55813681,300,0.78514374,300,0.8052581,300,0.82041301,300,0.83295646,300,0.84394151,300,0.85393303,300,0.86326997,300,0.87217283,300,0.88923866,300,0.90851357,300,0.91564502,300,0.92269335,300,0.93121335,300,0.93992018,300
0.46705652,1.00E-10,0.55812253,1.00E-09,0.78346066,2.00E-07,0.80302787,3.00E-07,0.8177537,4.00E-07,0.82997649,5.00E-07,0.84073795,6.00E-07,0.85059746,7.00E-07,0.85989087,8.00E-07,0.86883702,9.00E-07,0.88624893,1.10E-06,0.90774612,1.20E-06,0.91494779,1.30E-06,0.92146768,1.50E-06,0.93066561,1.60E-06,0.93988096,1.70E-06,0.46705652,300,0.55812253,300,0.78346066,300,0.80302787,300,0.8177537,300,0.82997649,300,0.84073795,300,0.85059746,300,0.85989087,300,0.86883702,300,0.88624893,300,0.90774612,300,0.91494779,300,0.92146768,300,0.93066561,300,0.93988096,300
0.46705487,1.00E-10,0.55810538,1.00E-09,0.78144538,2.00E-07,0.80035578,3.00E-07,0.8145738,4.00E-07,0.82641775,5.00E-07,0.8369191,6.00E-07,0.84663157,7.00E-07,0.85588812,8.00E-07,0.86490674,9.00E-07,0.88279497,1.10E-06,0.90683058,1.20E-06,0.914118,1.30E-06,0.9203712,1.50E-06,0.9304768,1.60E-06,0.93986416,1.70E-06,0.46705487,300,0.55810538,300,0.78144538,300,0.80035578,300,0.8145738,300,0.82641775,300,0.8369191,300,0.84663157,300,0.85588812,300,0.86490674,300,0.88279497,300,0.90683058,300,0.914118,300,0.9203712,300,0.9304768,300,0.93986416,300
0.46705277,1.00E-10,0.55808482,1.00E-09,0.77903091,2.00E-07,0.79715966,3.00E-07,0.8107751,4.00E-07,0.82217398,5.00E-07,0.8323766,6.00E-07,0.84193121,7.00E-07,0.85116886,8.00E-07,0.8603081,9.00E-07,0.8788677,1.10E-06,0.90574017,1.20E-06,0.91313279,1.30E-06,0.91966182,1.50E-06,0.93100767,1.60E-06,0.93988947,1.70E-06,0.46705277,300,0.55808482,300,0.77903091,300,0.79715966,300,0.8107751,300,0.82217398,300,0.8323766,300,0.84193121,300,0.85116886,300,0.8603081,300,0.8788677,300,0.90574017,300,0.91313279,300,0.91966182,300,0.93100767,300,0.93988947,300
0.46705024,1.00E-10,0.55806013,1.00E-09,0.77614161,2.00E-07,0.79333994,3.00E-07,0.80624302,4.00E-07,0.8171232,5.00E-07,0.82698927,6.00E-07,0.83638498,7.00E-07,0.84564143,8.00E-07,0.8549804,9.00E-07,0.87450717,1.10E-06,0.90444442,1.20E-06,0.91196689,1.30E-06,0.91978016,1.50E-06,0.93284744,1.60E-06,0.93998853,1.70E-06,0.46705024,300,0.55806013,300,0.77614161,300,0.79333994,300,0.80624302,300,0.8171232,300,0.82698927,300,0.83638498,300,0.84564143,300,0.8549804,300,0.87450717,300,0.90444442,300,0.91196689,300,0.91978016,300,0.93284744,300,0.93998853,300
0.46704726,1.00E-10,0.55803112,1.00E-09,0.77275613,2.00E-07,0.78887182,3.00E-07,0.8009539,4.00E-07,0.8112484,5.00E-07,0.82075341,6.00E-07,0.83001053,7.00E-07,0.83935432,8.00E-07,0.84901399,9.00E-07,0.8699271,1.10E-06,0.9029094,1.20E-06,0.91059343,1.30E-06,0.92135272,1.50E-06,0.93670811,1.60E-06,0.94021164,1.70E-06,0.46704726,300,0.55803112,300,0.77275613,300,0.78887182,300,0.8009539,300,0.8112484,300,0.82075341,300,0.83001053,300,0.83935432,300,0.84901399,300,0.8699271,300,0.9029094,300,0.91059343,300,0.92135272,300,0.93670811,300,0.94021164,300
0.46704429,1.00E-10,0.55800211,1.00E-09,0.76938255,2.00E-07,0.78442813,3.00E-07,0.79570842,4.00E-07,0.80544609,5.00E-07,0.81463173,6.00E-07,0.82380838,7.00E-07,0.83331769,8.00E-07,0.84340003,9.00E-07,0.8659881,1.10E-06,0.90109886,1.20E-06,0.90898597,1.30E-06,0.92418206,1.50E-06,0.94145221,1.60E-06,0.94063828,1.70E-06,0.46704429,300,0.55800211,300,0.76938255,300,0.78442813,300,0.79570842,300,0.80544609,300,0.81463173,300,0.82380838,300,0.83331769,300,0.84340003,300,0.8659881,300,0.90109886,300,0.90898597,300,0.92418206,300,0.94145221,300,0.94063828,300
0.46704131,1.00E-10,0.5579731,1.00E-09,0.76602123,2.00E-07,0.78001014,3.00E-07,0.79050971,4.00E-07,0.79972229,5.00E-07,0.80863439,6.00E-07,0.81779384,7.00E-07,0.82755276,8.00E-07,0.83816557,9.00E-07,0.86271128,1.10E-06,0.89897657,1.20E-06,0.90712232,1.30E-06,0.92615709,1.50E-06,0.94145355,1.60E-06,0.9413932,1.70E-06,0.46704131,300,0.5579731,300,0.76602123,300,0.78001014,300,0.79050971,300,0.79972229,300,0.80863439,300,0.81779384,300,0.82755276,300,0.83816557,300,0.86271128,300,0.89897657,300,0.90712232,300,0.92615709,300,0.94145355,300,0.9413932,300
0.46703834,1.00E-10,0.55794409,1.00E-09,0.76267252,2.00E-07,0.77561911,3.00E-07,0.78536073,4.00E-07,0.7940826,5.00E-07,0.80277038,6.00E-07,0.81197981,7.00E-07,0.82207599,8.00E-07,0.83332725,9.00E-07,0.86003224,1.10E-06,0.89651114,1.20E-06,0.90499167,1.30E-06,0.91861372,1.50E-06,0.916084,1.60E-06,0.94267079,1.70E-06,0.46703834,300,0.55794409,300,0.76267252,300,0.77561911,300,0.78536073,300,0.7940826,300,0.80277038,300,0.81197981,300,0.82207599,300,0.83332725,300,0.86003224,300,0.89651114,300,0.90499167,300,0.91861372,300,0.916084,300,0.94267079,300
0.46703564,1.00E-10,0.55791777,1.00E-09,0.75964414,2.00E-07,0.77165761,3.00E-07,0.78073215,4.00E-07,0.78904021,5.00E-07,0.79756932,6.00E-07,0.80688456,7.00E-07,0.81736296,8.00E-07,0.82927726,9.00E-07,0.85786591,1.10E-06,0.89368474,1.20E-06,0.90260687,1.30E-06,0.8836387,1.50E-06,0.83564603,1.60E-06,0.94476862,1.70E-06,0.46703564,300,0.55791777,300,0.75964414,300,0.77165761,300,0.78073215,300,0.78904021,300,0.79756932,300,0.80688456,300,0.81736296,300,0.82927726,300,0.85786591,300,0.89368474,300,0.90260687,300,0.8836387,300,0.83564603,300,0.94476862,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.89050808,1.20E-06,0.90002504,1.30E-06,-,-,-,-,0.94811379,1.70E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.89050808,300,0.90002504,300,-,-,-,-,0.94811379,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.88704501,1.20E-06,0.89738038,1.30E-06,-,-,-,-,0.95312625,1.70E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.88704501,300,0.89738038,300,-,-,-,-,0.95312625,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.88345064,1.20E-06,0.89493356,1.30E-06,-,-,-,-,0.95868488,1.70E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.88345064,300,0.89493356,300,-,-,-,-,0.95868488,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.88028682,1.20E-06,0.8932384,1.30E-06,-,-,-,-,0.9527069,1.70E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.88028682,300,0.8932384,300,-,-,-,-,0.9527069,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.87795692,1.20E-06,0.89254564,1.30E-06,-,-,-,-,0.89646471,1.70E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.87795692,300,0.89254564,300,-,-,-,-,0.89646471,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.87636098,1.20E-06,0.89243701,1.30E-06,-,-,-,-,0.74594186,1.70E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.87636098,300,0.89243701,300,-,-,-,-,0.74594186,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.87496521,1.20E-06,0.89113352,1.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.87496521,300,0.89113352,300,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.87383127,1.20E-06,0.88842614,1.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.87383127,300,0.88842614,300,-,-,-,-,-,-
4.67E-01,1.00E-10,5.58E-01,1.00E-09,7.93E-01,2.00E-07,8.16E-01,3.00E-07,8.33E-01,4.00E-07,8.47E-01,5.00E-07,8.59E-01,6.00E-07,8.70E-01,7.00E-07,8.80E-01,8.00E-07,8.89E-01,9.00E-07,9.05E-01,1.10E-06,9.12E-01,1.20E-06,9.19E-01,1.30E-06,9.31E-01,1.50E-06,9.41E-01,1.60E-06,9.59E-01,1.70E-06,4.67E-01,3.00E+02,5.58E-01,3.00E+02,7.93E-01,3.00E+02,8.16E-01,3.00E+02,8.33E-01,3.00E+02,8.47E-01,3.00E+02,8.59E-01,3.00E+02,8.70E-01,3.00E+02,8.80E-01,3.00E+02,8.89E-01,3.00E+02,9.05E-01,3.00E+02,9.12E-01,3.00E+02,9.19E-01,3.00E+02,9.31E-01,3.00E+02,9.41E-01,3.00E+02,9.59E-01,3.00E+02
