N1_contact TotalCurrent(n49_TLPn49_des) X,N1_contact TotalCurrent(n49_TLPn49_des) Y,N1_contact TotalCurrent(n50_TLPn50_des) X,N1_contact TotalCurrent(n50_TLPn50_des) Y,N1_contact TotalCurrent(n51_TLPn51_des) X,N1_contact TotalCurrent(n51_TLPn51_des) Y,N1_contact TotalCurrent(n52_TLPn52_des) X,N1_contact TotalCurrent(n52_TLPn52_des) Y,N1_contact TotalCurrent(n53_TLPn53_des) X,N1_contact TotalCurrent(n53_TLPn53_des) Y,N1_contact TotalCurrent(n54_TLPn54_des) X,N1_contact TotalCurrent(n54_TLPn54_des) Y,N1_contact TotalCurrent(n296_TLPn296_des) X,N1_contact TotalCurrent(n296_TLPn296_des) Y,N1_contact TotalCurrent(n309_TLPn309_des) X,N1_contact TotalCurrent(n309_TLPn309_des) Y,N1_contact TotalCurrent(n322_TLPn322_des) X,N1_contact TotalCurrent(n322_TLPn322_des) Y,N1_contact TotalCurrent(n335_TLPn335_des) X,N1_contact TotalCurrent(n335_TLPn335_des) Y,N1_contact TotalCurrent(n348_TLPn348_des) X,N1_contact TotalCurrent(n348_TLPn348_des) Y,N1_contact TotalCurrent(n361_TLPn361_des) X,N1_contact TotalCurrent(n361_TLPn361_des) Y,N1_contact TotalCurrent(n374_TLPn374_des) X,N1_contact TotalCurrent(n374_TLPn374_des) Y,N1_contact TotalCurrent(n387_TLPn387_des) X,N1_contact TotalCurrent(n387_TLPn387_des) Y,N1_contact TotalCurrent(n400_TLPn400_des) X,N1_contact TotalCurrent(n400_TLPn400_des) Y,N1_contact TotalCurrent(n413_TLPn413_des) X,N1_contact TotalCurrent(n413_TLPn413_des) Y,N1_contact TotalCurrent(n426_TLPn426_des) X,N1_contact TotalCurrent(n426_TLPn426_des) Y,N1_contact TotalCurrent(n439_TLPn439_des) X,N1_contact TotalCurrent(n439_TLPn439_des) Y,N1_contact TotalCurrent(n452_TLPn452_des) X,N1_contact TotalCurrent(n452_TLPn452_des) Y,N1_contact TotalCurrent(n465_TLPn465_des) X,N1_contact TotalCurrent(n465_TLPn465_des) Y,N1_contact TotalCurrent(n478_TLPn478_des) X,N1_contact TotalCurrent(n478_TLPn478_des) Y,N1_contact TotalCurrent(n491_TLPn491_des) X,N1_contact TotalCurrent(n491_TLPn491_des) Y,N1_contact TotalCurrent(n606_TLPn606_des) X,N1_contact TotalCurrent(n606_TLPn606_des) Y,N1_contact TotalCurrent(n608_TLPn608_des) X,N1_contact TotalCurrent(n608_TLPn608_des) Y,N1_contact TotalCurrent(n610_TLPn610_des) X,N1_contact TotalCurrent(n610_TLPn610_des) Y,N1_contact TotalCurrent(n612_TLPn612_des) X,N1_contact TotalCurrent(n612_TLPn612_des) Y,N1_contact TotalCurrent(n614_TLPn614_des) X,N1_contact TotalCurrent(n614_TLPn614_des) Y,N1_contact TotalCurrent(n616_TLPn616_des) X,N1_contact TotalCurrent(n616_TLPn616_des) Y,N1_contact TotalCurrent(n618_TLPn618_des) X,N1_contact TotalCurrent(n618_TLPn618_des) Y,N1_contact Temperature(n49_TLPn49_des) X,N1_contact Temperature(n49_TLPn49_des) Y,N1_contact Temperature(n50_TLPn50_des) X,N1_contact Temperature(n50_TLPn50_des) Y,N1_contact Temperature(n51_TLPn51_des) X,N1_contact Temperature(n51_TLPn51_des) Y,N1_contact Temperature(n52_TLPn52_des) X,N1_contact Temperature(n52_TLPn52_des) Y,N1_contact Temperature(n53_TLPn53_des) X,N1_contact Temperature(n53_TLPn53_des) Y,N1_contact Temperature(n54_TLPn54_des) X,N1_contact Temperature(n54_TLPn54_des) Y,N1_contact Temperature(n296_TLPn296_des) X,N1_contact Temperature(n296_TLPn296_des) Y,N1_contact Temperature(n309_TLPn309_des) X,N1_contact Temperature(n309_TLPn309_des) Y,N1_contact Temperature(n322_TLPn322_des) X,N1_contact Temperature(n322_TLPn322_des) Y,N1_contact Temperature(n335_TLPn335_des) X,N1_contact Temperature(n335_TLPn335_des) Y,N1_contact Temperature(n348_TLPn348_des) X,N1_contact Temperature(n348_TLPn348_des) Y,N1_contact Temperature(n361_TLPn361_des) X,N1_contact Temperature(n361_TLPn361_des) Y,N1_contact Temperature(n374_TLPn374_des) X,N1_contact Temperature(n374_TLPn374_des) Y,N1_contact Temperature(n387_TLPn387_des) X,N1_contact Temperature(n387_TLPn387_des) Y,N1_contact Temperature(n400_TLPn400_des) X,N1_contact Temperature(n400_TLPn400_des) Y,N1_contact Temperature(n413_TLPn413_des) X,N1_contact Temperature(n413_TLPn413_des) Y,N1_contact Temperature(n426_TLPn426_des) X,N1_contact Temperature(n426_TLPn426_des) Y,N1_contact Temperature(n439_TLPn439_des) X,N1_contact Temperature(n439_TLPn439_des) Y,N1_contact Temperature(n452_TLPn452_des) X,N1_contact Temperature(n452_TLPn452_des) Y,N1_contact Temperature(n465_TLPn465_des) X,N1_contact Temperature(n465_TLPn465_des) Y,N1_contact Temperature(n478_TLPn478_des) X,N1_contact Temperature(n478_TLPn478_des) Y,N1_contact Temperature(n491_TLPn491_des) X,N1_contact Temperature(n491_TLPn491_des) Y,N1_contact Temperature(n606_TLPn606_des) X,N1_contact Temperature(n606_TLPn606_des) Y,N1_contact Temperature(n608_TLPn608_des) X,N1_contact Temperature(n608_TLPn608_des) Y,N1_contact Temperature(n610_TLPn610_des) X,N1_contact Temperature(n610_TLPn610_des) Y,N1_contact Temperature(n612_TLPn612_des) X,N1_contact Temperature(n612_TLPn612_des) Y,N1_contact Temperature(n614_TLPn614_des) X,N1_contact Temperature(n614_TLPn614_des) Y,N1_contact Temperature(n616_TLPn616_des) X,N1_contact Temperature(n616_TLPn616_des) Y,N1_contact Temperature(n618_TLPn618_des) X,N1_contact Temperature(n618_TLPn618_des) Y
-0.000513768,-1.96E-17,0.58330457,1.00E-08,0.69929351,1.00E-07,0.82801742,1.00E-06,0.85062384,1.40E-06,0.86944498,1.80E-06,0.3511432,1.00E-10,0.47291389,1.00E-09,0.73590535,2.00E-07,0.75787338,3.00E-07,0.77380029,4.00E-07,0.78641408,5.00E-07,0.79693917,6.00E-07,0.80603227,7.00E-07,0.81408641,8.00E-07,0.82135697,9.00E-07,0.83419296,1.10E-06,0.83997496,1.20E-06,0.84543394,1.30E-06,0.85558822,1.50E-06,0.86036156,1.60E-06,0.86497265,1.70E-06,0.87379828,1.90E-06,0.89400813,2.00E-06,0.89819194,2.10E-06,0.90224602,2.20E-06,0.90618196,2.30E-06,0.91000992,2.40E-06,0.91373881,2.50E-06,-0.000513768,300,0.58330457,300,0.69929351,300,0.82801742,300,0.85062384,300,0.86944498,300,0.3511432,300,0.47291389,300,0.73590535,300,0.75787338,300,0.77380029,300,0.78641408,300,0.79693917,300,0.80603227,300,0.81408641,300,0.82135697,300,0.83419296,300,0.83997496,300,0.84543394,300,0.85558822,300,0.86036156,300,0.86497265,300,0.87379828,300,0.89400813,300,0.89819194,300,0.90224602,300,0.90618196,300,0.91000992,300,0.91373881,300
-0.000513206,1.61E-17,0.58323894,1.00E-08,0.69874423,1.00E-07,0.82480817,1.00E-06,0.84683627,1.40E-06,0.86533945,1.80E-06,0.36085214,1.00E-10,0.47290706,1.00E-09,0.73491176,2.00E-07,0.75649197,3.00E-07,0.77207311,4.00E-07,0.78437554,5.00E-07,0.79461886,6.00E-07,0.80345567,7.00E-07,0.81127764,8.00E-07,0.81833782,9.00E-07,0.8308127,1.10E-06,0.83644181,1.20E-06,0.84176525,1.30E-06,0.85169793,1.50E-06,0.85638426,1.60E-06,0.86092369,1.70E-06,0.86965103,1.90E-06,0.89317512,2.00E-06,0.89736016,2.10E-06,0.90141844,2.20E-06,0.9053615,2.30E-06,0.90919942,2.40E-06,0.91294109,2.50E-06,-0.000513206,300,0.58323894,300,0.69874423,300,0.82480817,300,0.84683627,300,0.86533945,300,0.36085214,300,0.47290706,300,0.73491176,300,0.75649197,300,0.77207311,300,0.78437554,300,0.79461886,300,0.80345567,300,0.81127764,300,0.81833782,300,0.8308127,300,0.83644181,300,0.84176525,300,0.85169793,300,0.85638426,300,0.86092369,300,0.86965103,300,0.89317512,300,0.89736016,300,0.90141844,300,0.9053615,300,0.90919942,300,0.91294109,300
-0.000512534,-1.28E-17,0.58316018,1.00E-08,0.69808548,1.00E-07,0.82095348,1.00E-06,0.84228041,1.40E-06,0.86039743,1.80E-06,0.36435215,1.00E-10,0.47289886,1.00E-09,0.7337204,2.00E-07,0.7548357,3.00E-07,0.7700022,4.00E-07,0.78193105,5.00E-07,0.79183501,6.00E-07,0.80036408,7.00E-07,0.80790641,8.00E-07,0.8147128,9.00E-07,0.82675108,1.10E-06,0.83219491,1.20E-06,0.83735383,1.30E-06,0.84701715,1.50E-06,0.85159768,1.60E-06,0.85605011,1.70E-06,0.864659,1.90E-06,0.89217203,2.00E-06,0.89635809,2.10E-06,0.90042093,2.20E-06,0.90437202,2.30E-06,0.90822132,2.40E-06,0.91197775,2.50E-06,-0.000512534,300,0.58316018,300,0.69808548,300,0.82095348,300,0.84228041,300,0.86039743,300,0.36435215,300,0.47289886,300,0.7337204,300,0.7548357,300,0.7700022,300,0.78193105,300,0.79183501,300,0.80036408,300,0.80790641,300,0.8147128,300,0.82675108,300,0.83219491,300,0.83735383,300,0.84701715,300,0.85159768,300,0.85605011,300,0.864659,300,0.89217203,300,0.89635809,300,0.90042093,300,0.90437202,300,0.90822132,300,0.91197775,300
-0.000511728,1.63E-17,0.58306569,1.00E-08,0.69729554,1.00E-07,0.81632525,1.00E-06,0.83680577,1.40E-06,0.85446318,1.80E-06,0.36541991,1.00E-10,0.47288903,1.00E-09,0.73229216,2.00E-07,0.75285033,3.00E-07,0.76751982,4.00E-07,0.7789994,5.00E-07,0.78849641,6.00E-07,0.79665543,7.00E-07,0.80386112,8.00E-07,0.81036165,9.00E-07,0.82187302,1.10E-06,0.82709307,1.20E-06,0.83205335,1.30E-06,0.84139232,1.50E-06,0.84584629,1.60E-06,0.8501956,1.70E-06,0.85866841,1.90E-06,0.89096341,2.00E-06,0.89515007,2.10E-06,0.89921771,2.20E-06,0.90317773,2.30E-06,0.90704002,2.40E-06,0.91081343,2.50E-06,-0.000511728,300,0.58306569,300,0.69729554,300,0.81632525,300,0.83680577,300,0.85446318,300,0.36541991,300,0.47288903,300,0.73229216,300,0.75285033,300,0.76751982,300,0.7789994,300,0.78849641,300,0.79665543,300,0.80386112,300,0.81036165,300,0.82187302,300,0.82709307,300,0.83205335,300,0.84139232,300,0.84584629,300,0.8501956,300,0.85866841,300,0.89096341,300,0.89515007,300,0.89921771,300,0.90317773,300,0.90704002,300,0.91081343,300
-0.000510763,6.69E-18,0.58295232,1.00E-08,0.69634842,1.00E-07,0.81077213,1.00E-06,0.83023884,1.40E-06,0.84736722,1.80E-06,0.3656996,1.00E-10,0.47287722,1.00E-09,0.73058033,2.00E-07,0.75047117,3.00E-07,0.76454393,4.00E-07,0.77548535,5.00E-07,0.78449385,6.00E-07,0.79220828,7.00E-07,0.79900921,8.00E-07,0.80514183,9.00E-07,0.81601957,1.10E-06,0.82097106,1.20E-06,0.82569371,1.30E-06,0.83464815,1.50E-06,0.83895481,1.60E-06,0.84318679,1.70E-06,0.85151585,1.90E-06,0.88950639,2.00E-06,0.8936929,2.10E-06,0.89776542,2.20E-06,0.90173523,2.30E-06,0.90561215,2.40E-06,0.90940494,2.50E-06,-0.000510763,300,0.58295232,300,0.69634842,300,0.81077213,300,0.83023884,300,0.84736722,300,0.3656996,300,0.47287722,300,0.73058033,300,0.75047117,300,0.76454393,300,0.77548535,300,0.78449385,300,0.79220828,300,0.79900921,300,0.80514183,300,0.81601957,300,0.82097106,300,0.82569371,300,0.83464815,300,0.83895481,300,0.84318679,300,0.85151585,300,0.88950639,300,0.8936929,300,0.89776542,300,0.90173523,300,0.90561215,300,0.90940494,300
-0.000509607,2.49E-18,0.58281631,1.00E-08,0.69521305,1.00E-07,0.80411719,1.00E-06,0.82238509,1.40E-06,0.83893768,1.80E-06,0.36576189,1.00E-10,0.47286306,1.00E-09,0.72852921,2.00E-07,0.74762008,3.00E-07,0.76097858,4.00E-07,0.77127497,5.00E-07,0.77969764,6.00E-07,0.78687874,7.00E-07,0.79319416,8.00E-07,0.79888576,9.00E-07,0.80900629,1.10E-06,0.81363887,1.20E-06,0.81808145,1.30E-06,0.82659152,1.50E-06,0.83073421,1.60E-06,0.83484166,1.70E-06,0.84304288,1.90E-06,0.8877489,2.00E-06,0.89193413,2.10E-06,0.89601134,2.20E-06,0.89999171,2.30E-06,0.90388497,2.40E-06,0.90769977,2.50E-06,-0.000509607,300,0.58281631,300,0.69521305,300,0.80411719,300,0.82238509,300,0.83893768,300,0.36576189,300,0.47286306,300,0.72852921,300,0.74762008,300,0.76097858,300,0.77127497,300,0.77969764,300,0.78687874,300,0.79319416,300,0.79888576,300,0.80900629,300,0.81363887,300,0.81808145,300,0.82659152,300,0.83073421,300,0.83484166,300,0.84304288,300,0.8877489,300,0.89193413,300,0.89601134,300,0.89999171,300,0.90388497,300,0.90769977,300
-0.000508224,-1.25E-17,0.58265313,1.00E-08,0.69385232,1.00E-07,0.79615702,1.00E-06,0.81303571,1.40E-06,0.82902158,1.80E-06,0.36577269,1.00E-10,0.47284607,1.00E-09,0.72607249,2.00E-07,0.74420556,3.00E-07,0.7567091,4.00E-07,0.76623325,5.00E-07,0.77395462,6.00E-07,0.78049761,7.00E-07,0.78623294,8.00E-07,0.79139895,9.00E-07,0.80062359,1.10E-06,0.80488382,1.20E-06,0.80900406,1.30E-06,0.81702118,1.50E-06,0.8209949,1.60E-06,0.8249866,1.70E-06,0.83312205,1.90E-06,0.88562794,2.00E-06,0.88981021,2.10E-06,0.89389161,2.20E-06,0.8978832,2.30E-06,0.90179458,2.40E-06,0.90563434,2.50E-06,-0.000508224,300,0.58265313,300,0.69385232,300,0.79615702,300,0.81303571,300,0.82902158,300,0.36577269,300,0.47284607,300,0.72607249,300,0.74420556,300,0.7567091,300,0.76623325,300,0.77395462,300,0.78049761,300,0.78623294,300,0.79139895,300,0.80062359,300,0.80488382,300,0.80900406,300,0.81702118,300,0.8209949,300,0.8249866,300,0.83312205,300,0.88562794,300,0.88981021,300,0.89389161,300,0.8978832,300,0.90179458,300,0.90563434,300
-0.000506569,6.26E-18,0.58245738,1.00E-08,0.69222195,1.00E-07,0.78666339,1.00E-06,0.8102443,1.40E-06,0.82609268,1.80E-06,0.36577285,1.00E-10,0.47282568,1.00E-09,0.7231299,2.00E-07,0.74011838,3.00E-07,0.75159976,4.00E-07,0.7602011,5.00E-07,0.76708525,6.00E-07,0.77286799,7.00E-07,0.77791452,8.00E-07,0.78245983,9.00E-07,0.79064086,1.10E-06,0.79447792,1.20E-06,0.79824027,1.30E-06,0.81416938,1.50E-06,0.81809973,1.60E-06,0.82206554,1.70E-06,0.83020396,1.90E-06,0.88306745,2.00E-06,0.88724451,2.10E-06,0.89132928,2.20E-06,0.89533268,2.30E-06,0.89926422,2.40E-06,0.9031324,2.50E-06,-0.000506569,300,0.58245738,300,0.69222195,300,0.78666339,300,0.8102443,300,0.82609268,300,0.36577285,300,0.47282568,300,0.7231299,300,0.74011838,300,0.75159976,300,0.7602011,300,0.76708525,300,0.77286799,300,0.77791452,300,0.78245983,300,0.79064086,300,0.79447792,300,0.79824027,300,0.81416938,300,0.81809973,300,0.82206554,300,0.83020396,300,0.88306745,300,0.88724451,300,0.89132928,300,0.89533268,300,0.89926422,300,0.9031324,300
-0.000504592,-1.52E-17,0.58222256,1.00E-08,0.69026919,1.00E-07,0.77538957,1.00E-06,0.80691079,1.40E-06,0.8226164,1.80E-06,0.36577085,1.00E-10,0.47280121,1.00E-09,0.7196081,2.00E-07,0.73522935,3.00E-07,0.74549084,4.00E-07,0.75299242,5.00E-07,0.75888137,6.00E-07,0.76376417,7.00E-07,0.76800075,8.00E-07,0.77978129,9.00E-07,0.77881642,1.10E-06,0.78219044,1.20E-06,0.78557932,1.30E-06,0.81076771,1.50E-06,0.81465108,1.60E-06,0.81859179,1.70E-06,0.82674852,1.90E-06,0.87997628,2.00E-06,0.88414534,2.10E-06,0.88823249,2.20E-06,0.89224854,2.30E-06,0.89620292,2.40E-06,0.90010405,2.50E-06,-0.000504592,300,0.58222256,300,0.69026919,300,0.77538957,300,0.80691079,300,0.8226164,300,0.36577085,300,0.47280121,300,0.7196081,300,0.73522935,300,0.74549084,300,0.75299242,300,0.75888137,300,0.76376417,300,0.76800075,300,0.77978129,300,0.77881642,300,0.78219044,300,0.78557932,300,0.81076771,300,0.81465108,300,0.81859179,300,0.82674852,300,0.87997628,300,0.88414534,300,0.88823249,300,0.89224854,300,0.89620292,300,0.90010405,300
-0.00050223,2.06E-18,0.58194091,1.00E-08,0.68793138,1.00E-07,0.76208358,1.00E-06,0.80293629,1.40E-06,0.81850437,1.80E-06,0.36576813,1.00E-10,0.47277186,1.00E-09,0.71539571,2.00E-07,0.72938634,3.00E-07,0.73819566,4.00E-07,0.74439201,5.00E-07,0.74910552,6.00E-07,0.75293329,7.00E-07,0.75623057,8.00E-07,0.77657568,9.00E-07,0.76491619,1.10E-06,0.76781514,1.20E-06,0.77085154,1.30E-06,0.806718,1.50E-06,0.8105528,1.60E-06,0.81447242,1.70E-06,0.82267322,1.90E-06,0.87624631,2.00E-06,0.88040442,2.10E-06,0.88449336,2.20E-06,0.88852388,2.30E-06,0.89250535,2.40E-06,0.89644618,2.50E-06,-0.00050223,300,0.58194091,300,0.68793138,300,0.76208358,300,0.80293629,300,0.81850437,300,0.36576813,300,0.47277186,300,0.71539571,300,0.72938634,300,0.73819566,300,0.74439201,300,0.74910552,300,0.75293329,300,0.75623057,300,0.77657568,300,0.76491619,300,0.76781514,300,0.77085154,300,0.806718,300,0.8105528,300,0.81447242,300,0.82267322,300,0.87624631,300,0.88040442,300,0.88449336,300,0.88852388,300,0.89250535,300,0.89644618,300
-0.000499469,-2.83E-18,0.58160995,1.00E-08,0.68518913,1.00E-07,0.74681945,1.00E-06,0.79820777,1.40E-06,0.81366199,1.80E-06,0.3657649,1.00E-10,0.47273735,1.00E-09,0.71046284,2.00E-07,0.7225518,3.00E-07,0.72967317,4.00E-07,0.73436028,5.00E-07,0.73772554,6.00E-07,0.74035755,7.00E-07,0.74260841,8.00E-07,0.77274248,9.00E-07,0.74906207,1.10E-06,0.75152981,1.20E-06,0.7542964,1.30E-06,0.80190941,1.50E-06,0.80569778,1.60E-06,0.80960575,1.70E-06,0.81789215,1.90E-06,0.8717517,2.00E-06,0.87589674,2.10E-06,0.87998855,2.20E-06,0.88403789,2.30E-06,0.88805421,2.40E-06,0.89204602,2.50E-06,-0.000499469,300,0.58160995,300,0.68518913,300,0.74681945,300,0.79820777,300,0.81366199,300,0.3657649,300,0.47273735,300,0.71046284,300,0.7225518,300,0.72967317,300,0.73436028,300,0.73772554,300,0.74035755,300,0.74260841,300,0.77274248,300,0.74906207,300,0.75152981,300,0.7542964,300,0.80190941,300,0.80569778,300,0.80960575,300,0.81789215,300,0.8717517,300,0.87589674,300,0.87998855,300,0.88403789,300,0.88805421,300,0.89204602,300
-0.000496722,-2.75E-17,0.58127915,1.00E-08,0.68245397,1.00E-07,0.73201334,1.00E-06,0.79259855,1.40E-06,0.80799279,1.80E-06,0.36576166,1.00E-10,0.47270284,1.00E-09,0.70554971,2.00E-07,0.71575366,3.00E-07,0.72120949,4.00E-07,0.72441822,5.00E-07,0.72647741,6.00E-07,0.72796975,7.00E-07,0.7292464,8.00E-07,0.76816398,9.00E-07,0.73379102,1.10E-06,0.73596391,1.20E-06,0.73859266,1.30E-06,0.79621969,1.50E-06,0.79997033,1.60E-06,0.80388472,1.70E-06,0.81232116,1.90E-06,0.86635022,2.00E-06,0.87048302,2.10E-06,0.87458303,2.20E-06,0.87866123,2.30E-06,0.8827273,2.40E-06,0.88679005,2.50E-06,-0.000496722,300,0.58127915,300,0.68245397,300,0.73201334,300,0.79259855,300,0.80799279,300,0.36576166,300,0.47270284,300,0.70554971,300,0.71575366,300,0.72120949,300,0.72441822,300,0.72647741,300,0.72796975,300,0.7292464,300,0.76816398,300,0.73379102,300,0.73596391,300,0.73859266,300,0.79621969,300,0.79997033,300,0.80388472,300,0.81232116,300,0.86635022,300,0.87048302,300,0.87458303,300,0.87866123,300,0.8827273,300,0.88679005,300
-0.000493991,7.63E-18,0.58094853,1.00E-08,0.67972598,1.00E-07,0.71771173,1.00E-06,0.78597051,1.40E-06,0.8014047,1.80E-06,0.36575842,1.00E-10,0.47266834,1.00E-09,0.70065705,2.00E-07,0.70899452,3.00E-07,0.7128108,4.00E-07,0.71457747,5.00E-07,0.71538004,6.00E-07,0.71579717,7.00E-07,0.7161806,8.00E-07,0.76270348,9.00E-07,0.719138,1.10E-06,0.72110177,1.20E-06,0.72357205,1.30E-06,0.78951871,1.50E-06,0.79325089,1.60E-06,0.79720267,1.70E-06,0.80588309,1.90E-06,0.85988871,2.00E-06,0.86401716,2.10E-06,0.86813982,2.20E-06,0.87226815,2.30E-06,0.8764124,2.40E-06,0.88058201,2.50E-06,-0.000493991,300,0.58094853,300,0.67972598,300,0.71771173,300,0.78597051,300,0.8014047,300,0.36575842,300,0.47266834,300,0.70065705,300,0.70899452,300,0.7128108,300,0.71457747,300,0.71538004,300,0.71579717,300,0.7161806,300,0.76270348,300,0.719138,300,0.72110177,300,0.72357205,300,0.78951871,300,0.79325089,300,0.79720267,300,0.80588309,300,0.85988871,300,0.86401716,300,0.86813982,300,0.87226815,300,0.8764124,300,0.88058201,300
-0.000491274,-1.03E-18,0.58061808,1.00E-08,0.67700524,1.00E-07,0.70392558,1.00E-06,0.77817903,1.40E-06,0.79381321,1.80E-06,0.36575519,1.00E-10,0.47263385,1.00E-09,0.69578559,2.00E-07,0.70227687,3.00E-07,0.70448285,4.00E-07,0.70484852,5.00E-07,0.70444954,6.00E-07,0.70386213,7.00E-07,0.7034382,8.00E-07,0.75620425,9.00E-07,0.70504948,1.10E-06,0.70668892,1.20E-06,0.70842399,1.30E-06,0.7816748,1.50E-06,0.78542331,1.60E-06,0.78946012,1.70E-06,0.79850103,1.90E-06,0.85221543,2.00E-06,0.85636173,2.10E-06,0.86053888,2.20E-06,0.8647593,2.30E-06,0.86903431,2.40E-06,0.87337449,2.50E-06,-0.000491274,300,0.58061808,300,0.67700524,300,0.70392558,300,0.77817903,300,0.79381321,300,0.36575519,300,0.47263385,300,0.69578559,300,0.70227687,300,0.70448285,300,0.70484852,300,0.70444954,300,0.70386213,300,0.7034382,300,0.75620425,300,0.70504948,300,0.70668892,300,0.70842399,300,0.7816748,300,0.78542331,300,0.78946012,300,0.79850103,300,0.85221543,300,0.85636173,300,0.86053888,300,0.8647593,300,0.86903431,300,0.87337449,300
-0.000488822,5.49E-18,0.58031832,1.00E-08,0.67454303,1.00E-07,0.69180636,1.00E-06,0.76908118,1.40E-06,0.78511184,1.80E-06,0.36575225,1.00E-10,0.47260254,1.00E-09,0.69138222,2.00E-07,0.69621595,3.00E-07,0.69698712,4.00E-07,0.69611901,5.00E-07,0.69467992,6.00E-07,0.69324416,7.00E-07,0.69216112,8.00E-07,0.74848957,9.00E-07,0.69253162,1.10E-06,0.69328073,1.20E-06,0.69252691,1.30E-06,0.77256316,1.50E-06,0.77638024,1.60E-06,0.78056011,1.70E-06,0.79001447,1.90E-06,0.84320295,2.00E-06,0.84741544,2.10E-06,0.85170961,2.20E-06,0.85609958,2.30E-06,0.86059839,2.40E-06,0.86521844,2.50E-06,-0.000488822,300,0.58031832,300,0.67454303,300,0.69180636,300,0.76908118,300,0.78511184,300,0.36575225,300,0.47260254,300,0.69138222,300,0.69621595,300,0.69698712,300,0.69611901,300,0.69467992,300,0.69324416,300,0.69216112,300,0.74848957,300,0.69253162,300,0.69328073,300,0.69252691,300,0.77256316,300,0.77638024,300,0.78056011,300,0.79001447,300,0.84320295,300,0.84741544,300,0.85170961,300,0.85609958,300,0.86059839,300,0.86521844,300
-,-,-,-,-,-,-,-,0.75854377,1.40E-06,0.77495423,1.80E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.73936501,9.00E-07,-,-,-,-,-,-,0.76206509,1.50E-06,0.76599734,1.60E-06,0.77032227,1.70E-06,0.7796891,1.90E-06,0.83278519,2.00E-06,0.83715604,2.10E-06,0.84167973,2.20E-06,0.84637262,2.30E-06,0.85124991,2.40E-06,0.85632574,2.50E-06,-,-,-,-,-,-,-,-,0.75854377,300,0.77495423,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.73936501,300,-,-,-,-,-,-,0.76206509,300,0.76599734,300,0.77032227,300,0.7796891,300,0.83278519,300,0.83715604,300,0.84167973,300,0.84637262,300,0.85124991,300,0.85632574,300
-,-,-,-,-,-,-,-,0.74642638,1.40E-06,0.76153756,1.80E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.72862379,9.00E-07,-,-,-,-,-,-,0.74999133,1.50E-06,0.7539123,1.60E-06,0.75793979,1.70E-06,0.76368143,1.90E-06,0.82100749,2.00E-06,0.82569269,2.10E-06,0.83880493,2.20E-06,0.83582034,2.30E-06,0.84862708,2.40E-06,0.85386453,2.50E-06,-,-,-,-,-,-,-,-,0.74642638,300,0.76153756,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.72862379,300,-,-,-,-,-,-,0.74999133,300,0.7539123,300,0.75793979,300,0.76368143,300,0.82100749,300,0.82569269,300,0.83880493,300,0.83582034,300,0.84862708,300,0.85386453,300
-,-,-,-,-,-,-,-,0.7323894,1.40E-06,0.73554467,1.80E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.71605632,9.00E-07,-,-,-,-,-,-,0.73554878,1.50E-06,0.73821264,1.60E-06,0.73902945,1.70E-06,0.72391912,1.90E-06,0.80803737,2.00E-06,0.8132215,2.10E-06,0.83544774,2.20E-06,0.82447762,2.30E-06,0.8455964,2.40E-06,0.85103755,2.50E-06,-,-,-,-,-,-,-,-,0.7323894,300,0.73554467,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.71605632,300,-,-,-,-,-,-,0.73554878,300,0.73821264,300,0.73902945,300,0.72391912,300,0.80803737,300,0.8132215,300,0.83544774,300,0.82447762,300,0.8455964,300,0.85103755,300
-,-,-,-,-,-,-,-,0.71636475,1.40E-06,0.66913047,1.80E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.70272396,9.00E-07,-,-,-,-,-,-,0.71656164,1.50E-06,0.71218622,1.60E-06,0.69843038,1.70E-06,0.61957554,1.90E-06,0.79355606,2.00E-06,0.79873817,2.10E-06,0.8315548,2.20E-06,0.80736983,2.30E-06,0.84212076,2.40E-06,0.84780952,2.50E-06,-,-,-,-,-,-,-,-,0.71636475,300,0.66913047,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.70272396,300,-,-,-,-,-,-,0.71656164,300,0.71218622,300,0.69843038,300,0.61957554,300,0.79355606,300,0.79873817,300,0.8315548,300,0.80736983,300,0.84212076,300,0.84780952,300
