N1_contact TotalCurrent(n252_TLPn252_des) X,N1_contact TotalCurrent(n252_TLPn252_des) Y,N1_contact TotalCurrent(n253_TLPn253_des) X,N1_contact TotalCurrent(n253_TLPn253_des) Y,N1_contact TotalCurrent(n254_TLPn254_des) X,N1_contact TotalCurrent(n254_TLPn254_des) Y,N1_contact TotalCurrent(n255_TLPn255_des) X,N1_contact TotalCurrent(n255_TLPn255_des) Y,N1_contact TotalCurrent(n256_TLPn256_des) X,N1_contact TotalCurrent(n256_TLPn256_des) Y,N1_contact TotalCurrent(n257_TLPn257_des) X,N1_contact TotalCurrent(n257_TLPn257_des) Y,N1_contact TotalCurrent(n258_TLPn258_des) X,N1_contact TotalCurrent(n258_TLPn258_des) Y,N1_contact Temperature(n252_TLPn252_des) X,N1_contact Temperature(n252_TLPn252_des) Y,N1_contact Temperature(n253_TLPn253_des) X,N1_contact Temperature(n253_TLPn253_des) Y,N1_contact Temperature(n254_TLPn254_des) X,N1_contact Temperature(n254_TLPn254_des) Y,N1_contact Temperature(n255_TLPn255_des) X,N1_contact Temperature(n255_TLPn255_des) Y,N1_contact Temperature(n256_TLPn256_des) X,N1_contact Temperature(n256_TLPn256_des) Y,N1_contact Temperature(n257_TLPn257_des) X,N1_contact Temperature(n257_TLPn257_des) Y,N1_contact Temperature(n258_TLPn258_des) X,N1_contact Temperature(n258_TLPn258_des) Y
-,-,-,-,-,-,-,-,-,-,-,-,0.69758222,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.69758222,300
-,-,-,-,-,-,-,-,-,-,-,-,0.69697778,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.69697778,300
-,-,-,-,-,-,-,-,-,-,-,-,0.69625277,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.69625277,300
-,-,-,-,-,-,-,-,-,-,-,-,0.69538326,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.69538326,300
-,-,-,-,-,-,-,-,-,-,-,-,0.69434055,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.69434055,300
-,-,-,-,-,-,-,-,-,-,-,-,0.69402779,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.69402779,300
-,-,-,-,-,-,-,-,-,-,-,-,0.69365249,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.69365249,300
-,-,-,-,-,-,-,-,-,-,-,-,0.6932022,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.6932022,300
-,-,-,-,-,-,-,-,-,-,-,-,0.69266202,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.69266202,300
-,-,-,-,-,-,-,-,-,-,-,-,0.69201407,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.69201407,300
-,-,-,-,-,-,-,-,-,-,-,-,0.69123693,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.69123693,300
-,-,-,-,-,-,-,-,-,-,-,-,0.69030495,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.69030495,300
-,-,-,-,-,-,-,-,-,-,-,-,0.68918741,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.68918741,300
-,-,-,-,-,-,-,-,-,-,-,-,0.68885221,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.68885221,300
-,-,-,-,-,-,-,-,-,-,-,-,0.68844998,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.68844998,300
-,-,-,-,-,-,-,-,-,-,-,-,0.6879674,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.6879674,300
-,-,-,-,-,-,-,-,-,-,-,-,0.68738852,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.68738852,300
-,-,-,-,-,-,-,-,-,-,-,-,0.68669417,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.68669417,300
-,-,-,-,-,-,-,-,-,-,-,-,0.68586142,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.68586142,300
-,-,-,-,-,-,-,-,-,-,-,-,0.68486283,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.68486283,300
-,-,-,-,-,-,-,-,-,-,-,-,0.68366551,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.68366551,300
-,-,-,-,-,-,-,-,-,-,-,-,0.68330639,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.68330639,300
-,-,-,-,-,-,-,-,-,-,-,-,0.68287547,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.68287547,300
-,-,-,-,-,-,-,-,-,-,-,-,0.68235848,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.68235848,300
-,-,-,-,-,-,-,-,-,-,-,-,0.68173833,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.68173833,300
-,-,-,-,-,-,-,-,-,-,-,-,0.68099454,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.68099454,300
-,-,-,-,-,-,-,-,-,-,-,-,0.68010257,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.68010257,300
-,-,-,-,-,-,-,-,-,-,-,-,0.67903302,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.67903302,300
-,-,-,-,-,-,-,-,-,-,-,-,0.67871223,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.67871223,300
-,-,-,-,-,-,-,-,-,-,-,-,0.67832729,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.67832729,300
-,-,-,-,-,-,-,-,-,-,-,-,0.67786547,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.67786547,300
-,-,-,-,-,-,-,-,-,-,-,-,0.67731148,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.67731148,300
-,-,-,-,-,-,-,-,-,-,-,-,0.676647,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.676647,300
-,-,-,-,-,-,-,-,-,-,-,-,0.6758501,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.6758501,300
-,-,-,-,-,-,-,-,-,-,-,-,0.67489449,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.67489449,300
-,-,-,-,-,-,-,-,-,-,-,-,0.67460787,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.67460787,300
-,-,-,-,-,-,-,-,-,-,-,-,0.67426395,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.67426395,300
-,-,-,-,-,-,-,-,-,-,-,-,0.67385132,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.67385132,300
-,-,-,-,-,-,-,-,-,-,-,-,0.67335633,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.67335633,300
-,-,-,-,-,-,-,-,-,-,-,-,0.67276259,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.67276259,300
-,-,-,-,-,-,-,-,-,-,-,-,0.67205048,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.67205048,300
-,-,-,-,-,-,-,-,-,-,-,-,0.67119651,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.67119651,300
-,-,-,-,-,-,-,-,-,-,-,-,0.67017255,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.67017255,300
-,-,-,-,-,-,-,-,-,-,-,-,0.66894497,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.66894497,300
-,-,-,-,-,-,-,-,-,-,-,-,0.66747357,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.66747357,300
-,-,-,-,-,-,-,-,-,-,-,-,0.66703226,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.66703226,300
-,-,-,-,-,-,-,-,-,-,-,-,0.66650275,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.66650275,300
-,-,-,-,-,-,-,-,-,-,-,-,0.66586757,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.66586757,300
-,-,-,-,-,-,-,-,-,-,-,-,0.66510578,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.66510578,300
-,-,-,-,-,-,-,-,-,-,-,-,0.66419229,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.66419229,300
-,-,-,-,-,-,-,-,-,-,-,-,0.66309708,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.66309708,300
-,-,-,-,-,-,-,-,-,-,-,-,0.6627686,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.6627686,300
-,-,-,-,-,-,-,-,-,-,-,-,0.66237446,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.66237446,300
-,-,-,-,-,-,-,-,-,-,-,-,0.66190161,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.66190161,300
-,-,-,-,-,-,-,-,-,-,-,-,0.66133443,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.66133443,300
-,-,-,-,-,-,-,-,-,-,-,-,0.66065418,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.66065418,300
-,-,-,-,-,-,-,-,-,-,-,-,0.65983843,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.65983843,300
-,-,-,-,-,-,-,-,-,-,-,-,0.65959377,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.65959377,300
-,-,-,-,-,-,-,-,-,-,-,-,0.65930019,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.65930019,300
-,-,-,-,-,-,-,-,-,-,-,-,0.65894797,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.65894797,300
-,-,-,-,-,-,-,-,-,-,-,-,0.65852542,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.65852542,300
-,-,-,-,-,-,-,-,-,-,-,-,0.65801857,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.65801857,300
-,-,-,-,-,-,-,-,-,-,-,-,0.65741066,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.65741066,300
-,-,-,-,-,-,-,-,-,-,-,-,0.65668161,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.65668161,300
-,-,-,-,-,-,-,-,-,-,-,-,0.65580741,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.65580741,300
-,-,-,-,-,-,-,-,-,-,-,-,0.6547593,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.6547593,300
-,-,-,-,-,-,-,-,-,-,-,-,0.65350294,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.65350294,300
-,-,-,-,-,-,-,-,-,-,-,-,0.65199728,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.65199728,300
-,-,-,-,-,-,-,-,-,-,-,-,0.65154572,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.65154572,300
-,-,-,-,-,-,-,-,-,-,-,-,0.65100394,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.65100394,300
-,-,-,-,-,-,-,-,-,-,-,-,0.65035409,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.65035409,300
-,-,-,-,-,-,-,-,-,-,-,-,0.64957478,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.64957478,300
-,-,-,-,-,-,-,-,-,-,-,-,0.64864038,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.64864038,300
-,-,-,-,-,-,-,-,-,-,-,-,0.64752022,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.64752022,300
-,-,-,-,-,-,-,-,-,-,-,-,0.64718428,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.64718428,300
-,-,-,-,-,-,-,-,-,-,-,-,0.6467812,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.6467812,300
-,-,-,-,-,-,-,-,-,-,-,-,0.64629765,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.64629765,300
-,-,-,-,-,-,-,-,-,-,-,-,0.64571768,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.64571768,300
-,-,-,-,-,-,-,-,-,-,-,-,0.64502215,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.64502215,300
-,-,-,-,-,-,-,-,-,-,-,-,0.64418814,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.64418814,300
-,-,-,-,-,-,-,-,-,-,-,-,0.64318826,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.64318826,300
-,-,-,-,-,-,-,-,-,-,-,-,0.64198975,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.64198975,300
-,-,-,-,-,-,-,-,-,-,-,-,0.64163032,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.64163032,300
-,-,-,-,-,-,-,-,-,-,-,-,0.64119906,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.64119906,300
-,-,-,-,-,-,-,-,-,-,-,-,0.64068175,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.64068175,300
-,-,-,-,-,-,-,-,-,-,-,-,0.64006131,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.64006131,300
-,-,-,-,-,-,-,-,-,-,-,-,0.63931729,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.63931729,300
-,-,-,-,-,-,-,-,-,-,-,-,0.63842523,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.63842523,300
-,-,-,-,-,-,-,-,-,-,-,-,0.6381577,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.6381577,300
-,-,-,-,-,-,-,-,-,-,-,-,0.6378367,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.6378367,300
-,-,-,-,-,-,-,-,-,-,-,-,0.6374516,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.6374516,300
-,-,-,-,-,-,-,-,-,-,-,-,0.63698966,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.63698966,300
-,-,-,-,-,-,-,-,-,-,-,-,0.63643562,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.63643562,300
-,-,-,-,-,-,-,-,-,-,-,-,0.63626945,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.63626945,300
-,-,-,-,-,-,-,-,-,-,-,-,0.63607006,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.63607006,300
-,-,-,-,-,-,-,-,-,-,-,-,0.63583083,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.63583083,300
-,-,-,-,-,-,-,-,-,-,-,-,0.63554382,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.63554382,300
-,-,-,-,-,-,-,-,-,-,-,-,0.63519952,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.63519952,300
-,-,-,-,-,-,-,-,-,-,-,-,0.63478651,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.63478651,300
-,-,-,-,-,-,-,-,-,-,-,-,0.63429115,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.63429115,300
-,-,-,-,-,-,-,-,-,-,-,-,0.63369706,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.63369706,300
-,-,-,-,-,-,-,-,-,-,-,-,0.63298466,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.63298466,300
-,-,-,-,-,-,-,-,-,-,-,-,0.632771,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.632771,300
-,-,-,-,-,-,-,-,-,-,-,-,0.63251464,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.63251464,300
-,-,-,-,-,-,-,-,-,-,-,-,0.63220707,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.63220707,300
-,-,-,-,-,-,-,-,-,-,-,-,0.63183811,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.63183811,300
-,-,-,-,-,-,-,-,-,-,-,-,0.63139554,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.63139554,300
-,-,-,-,-,-,-,-,-,-,-,-,0.63086474,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.63086474,300
-,-,-,-,-,-,-,-,-,-,-,-,0.63022819,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.63022819,300
-,-,-,-,-,-,-,-,-,-,-,-,0.63003727,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.63003727,300
-,-,-,-,-,-,-,-,-,-,-,-,0.6298082,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.6298082,300
-,-,-,-,-,-,-,-,-,-,-,-,0.62953337,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.62953337,300
-,-,-,-,-,-,-,-,-,-,-,-,0.62920366,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.62920366,300
-,-,-,-,-,-,-,-,-,-,-,-,0.62880817,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.62880817,300
-,-,-,-,-,-,-,-,-,-,-,-,0.6283338,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.6283338,300
-,-,-,-,-,-,-,-,-,-,-,-,0.62776489,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.62776489,300
-,-,-,-,-,-,-,-,-,-,-,-,0.62708268,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.62708268,300
-,-,-,-,-,-,-,-,-,-,-,-,0.62626473,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.62626473,300
-,-,-,-,-,-,-,-,-,-,-,-,0.62601942,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.62601942,300
-,-,-,-,-,-,-,-,-,-,-,-,0.6257251,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.6257251,300
-,-,-,-,-,-,-,-,-,-,-,-,0.625372,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.625372,300
-,-,-,-,-,-,-,-,-,-,-,-,0.62494846,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.62494846,300
-,-,-,-,-,-,-,-,-,-,-,-,0.62444047,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.62444047,300
-,-,-,-,-,-,-,-,-,-,-,-,0.62383126,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.62383126,300
-,-,-,-,-,-,-,-,-,-,-,-,0.62310078,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.62310078,300
-,-,-,-,-,-,-,-,-,-,-,-,0.62222503,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.62222503,300
-,-,-,-,-,-,-,-,-,-,-,-,0.62117532,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.62117532,300
-,-,-,-,-,-,-,-,-,-,-,-,0.62086052,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.62086052,300
-,-,-,-,-,-,-,-,-,-,-,-,0.62048285,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.62048285,300
-,-,-,-,-,-,-,-,-,-,-,-,0.62002981,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.62002981,300
-,-,-,-,-,-,-,-,-,-,-,-,0.61948646,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.61948646,300
-,-,-,-,-,-,-,-,-,-,-,-,0.6188349,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.6188349,300
-,-,-,-,-,-,-,-,-,-,-,-,0.61863948,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.61863948,300
-,-,-,-,-,-,-,-,-,-,-,-,0.61840502,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.61840502,300
-,-,-,-,-,-,-,-,-,-,-,-,0.61812373,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.61812373,300
-,-,-,-,-,-,-,-,-,-,-,-,0.61778629,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.61778629,300
-,-,-,-,-,-,-,-,-,-,-,-,0.61738153,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.61738153,300
-,-,-,-,-,-,-,-,-,-,-,-,0.61689608,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.61689608,300
-,-,-,-,-,-,-,-,-,-,-,-,0.61631391,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.61631391,300
-,-,-,-,-,-,-,-,-,-,-,-,0.61613931,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.61613931,300
-,-,-,-,-,-,-,-,-,-,-,-,0.61592981,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.61592981,300
-,-,-,-,-,-,-,-,-,-,-,-,0.61567847,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.61567847,300
-,-,-,-,-,-,-,-,-,-,-,-,0.61537695,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.61537695,300
-,-,-,-,-,-,-,-,-,-,-,-,0.61501526,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.61501526,300
-,-,-,-,-,-,-,-,-,-,-,-,0.61458144,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.61458144,300
-,-,-,-,-,-,-,-,-,-,-,-,0.61406116,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.61406116,300
-,-,-,-,-,-,-,-,-,-,-,-,0.61343727,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.61343727,300
-,-,-,-,-,-,-,-,-,-,-,-,0.61268924,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.61268924,300
-,-,-,-,-,-,-,-,-,-,-,-,0.61246491,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.61246491,300
-,-,-,-,-,-,-,-,-,-,-,-,0.61219576,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.61219576,300
-,-,-,-,-,-,-,-,-,-,-,-,0.61187286,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.61187286,300
-,-,-,-,-,-,-,-,-,-,-,-,0.61148554,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.61148554,300
-,-,-,-,-,-,-,-,-,-,-,-,0.611021,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.611021,300
-,-,-,-,-,-,-,-,-,-,-,-,0.61088167,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.61088167,300
-,-,-,-,-,-,-,-,-,-,-,-,0.6107145,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.6107145,300
-,-,-,-,-,-,-,-,-,-,-,-,0.61051392,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.61051392,300
-,-,-,-,-,-,-,-,-,-,-,-,0.61027328,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.61027328,300
-,-,-,-,-,-,-,-,-,-,-,-,0.60998461,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.60998461,300
-,-,-,-,-,-,-,-,-,-,-,-,0.60963834,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.60963834,300
-,-,-,-,-,-,-,-,-,-,-,-,0.60922301,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.60922301,300
-,-,-,-,-,-,-,-,-,-,-,-,0.60872491,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.60872491,300
-,-,-,-,-,-,-,-,-,-,-,-,0.6081276,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.6081276,300
-,-,-,-,-,-,-,-,-,-,-,-,0.60741145,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.60741145,300
-,-,-,-,-,-,-,-,-,-,-,-,0.60655294,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.60655294,300
-,-,-,-,-,-,-,-,-,-,-,-,0.60629549,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.60629549,300
-,-,-,-,-,-,-,-,-,-,-,-,0.60598661,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.60598661,300
-,-,-,-,-,-,-,-,-,-,-,-,0.60561609,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.60561609,300
-,-,-,-,-,-,-,-,-,-,-,-,0.60517168,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.60517168,300
-,-,-,-,-,-,-,-,-,-,-,-,0.60463871,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.60463871,300
-,-,-,-,-,-,-,-,-,-,-,-,0.60447887,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.60447887,300
-,-,-,-,-,-,-,-,-,-,-,-,0.60428708,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.60428708,300
-,-,-,-,-,-,-,-,-,-,-,-,0.60405699,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.60405699,300
-,-,-,-,-,-,-,-,-,-,-,-,0.60378095,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.60378095,300
-,-,-,-,-,-,-,-,-,-,-,-,0.60344984,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.60344984,300
-,-,-,-,-,-,-,-,-,-,-,-,0.60305269,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.60305269,300
-,-,-,-,-,-,-,-,-,-,-,-,0.60257638,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.60257638,300
-,-,-,-,-,-,-,-,-,-,-,-,0.60200521,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.60200521,300
-,-,-,-,-,-,-,-,-,-,-,-,0.60132039,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.60132039,300
-,-,-,-,-,-,-,-,-,-,-,-,0.60111502,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.60111502,300
-,-,-,-,-,-,-,-,-,-,-,-,0.60086861,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.60086861,300
-,-,-,-,-,-,-,-,-,-,-,-,0.60057301,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.60057301,300
-,-,-,-,-,-,-,-,-,-,-,-,0.60021843,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.60021843,300
-,-,-,-,-,-,-,-,-,-,-,-,0.59979315,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.59979315,300
-,-,-,-,-,-,-,-,-,-,-,-,0.59928313,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.59928313,300
-,-,-,-,-,-,-,-,-,-,-,-,0.59913017,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.59913017,300
-,-,-,-,-,-,-,-,-,-,-,-,0.59894665,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.59894665,300
-,-,-,-,-,-,-,-,-,-,-,-,0.59872646,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.59872646,300
-,-,-,-,-,-,-,-,-,-,-,-,0.59846231,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.59846231,300
-,-,-,-,-,-,-,-,-,-,-,-,0.59814546,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.59814546,300
-,-,-,-,-,-,-,-,-,-,-,-,0.59776541,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.59776541,300
-,-,-,-,-,-,-,-,-,-,-,-,0.59730961,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.59730961,300
-,-,-,-,-,-,-,-,-,-,-,-,0.59676303,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.59676303,300
