N1_contact TotalCurrent(n252_TLPn252_des) X,N1_contact TotalCurrent(n252_TLPn252_des) Y,N1_contact TotalCurrent(n253_TLPn253_des) X,N1_contact TotalCurrent(n253_TLPn253_des) Y,N1_contact TotalCurrent(n254_TLPn254_des) X,N1_contact TotalCurrent(n254_TLPn254_des) Y,N1_contact TotalCurrent(n255_TLPn255_des) X,N1_contact TotalCurrent(n255_TLPn255_des) Y,N1_contact TotalCurrent(n256_TLPn256_des) X,N1_contact TotalCurrent(n256_TLPn256_des) Y,N1_contact TotalCurrent(n257_TLPn257_des) X,N1_contact TotalCurrent(n257_TLPn257_des) Y,N1_contact TotalCurrent(n258_TLPn258_des) X,N1_contact TotalCurrent(n258_TLPn258_des) Y,N1_contact Temperature(n252_TLPn252_des) X,N1_contact Temperature(n252_TLPn252_des) Y,N1_contact Temperature(n253_TLPn253_des) X,N1_contact Temperature(n253_TLPn253_des) Y,N1_contact Temperature(n254_TLPn254_des) X,N1_contact Temperature(n254_TLPn254_des) Y,N1_contact Temperature(n255_TLPn255_des) X,N1_contact Temperature(n255_TLPn255_des) Y,N1_contact Temperature(n256_TLPn256_des) X,N1_contact Temperature(n256_TLPn256_des) Y,N1_contact Temperature(n257_TLPn257_des) X,N1_contact Temperature(n257_TLPn257_des) Y,N1_contact Temperature(n258_TLPn258_des) X,N1_contact Temperature(n258_TLPn258_des) Y
-,-,-,-,-,-,-,-,-,-,-,-,0.59610768,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.59610768,300
-,-,-,-,-,-,-,-,-,-,-,-,0.5953221,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.5953221,300
-,-,-,-,-,-,-,-,-,-,-,-,0.59438048,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.59438048,300
-,-,-,-,-,-,-,-,-,-,-,-,0.59409813,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.59409813,300
-,-,-,-,-,-,-,-,-,-,-,-,0.5937594,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.5937594,300
-,-,-,-,-,-,-,-,-,-,-,-,0.59335311,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.59335311,300
-,-,-,-,-,-,-,-,-,-,-,-,0.59286584,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.59286584,300
-,-,-,-,-,-,-,-,-,-,-,-,0.59228155,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.59228155,300
-,-,-,-,-,-,-,-,-,-,-,-,0.59158105,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.59158105,300
-,-,-,-,-,-,-,-,-,-,-,-,0.59137098,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.59137098,300
-,-,-,-,-,-,-,-,-,-,-,-,0.59111895,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.59111895,300
-,-,-,-,-,-,-,-,-,-,-,-,0.59081661,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.59081661,300
-,-,-,-,-,-,-,-,-,-,-,-,0.59045396,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.59045396,300
-,-,-,-,-,-,-,-,-,-,-,-,0.59001903,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.59001903,300
-,-,-,-,-,-,-,-,-,-,-,-,0.58949746,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.58949746,300
-,-,-,-,-,-,-,-,-,-,-,-,0.58934104,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.58934104,300
-,-,-,-,-,-,-,-,-,-,-,-,0.58915337,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.58915337,300
-,-,-,-,-,-,-,-,-,-,-,-,0.58892821,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.58892821,300
-,-,-,-,-,-,-,-,-,-,-,-,0.58865811,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.58865811,300
-,-,-,-,-,-,-,-,-,-,-,-,0.58833413,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.58833413,300
-,-,-,-,-,-,-,-,-,-,-,-,0.58794555,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.58794555,300
-,-,-,-,-,-,-,-,-,-,-,-,0.587829,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.587829,300
-,-,-,-,-,-,-,-,-,-,-,-,0.58768917,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.58768917,300
-,-,-,-,-,-,-,-,-,-,-,-,0.58752139,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.58752139,300
-,-,-,-,-,-,-,-,-,-,-,-,0.58732011,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.58732011,300
-,-,-,-,-,-,-,-,-,-,-,-,0.58707865,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.58707865,300
-,-,-,-,-,-,-,-,-,-,-,-,0.586789,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.586789,300
-,-,-,-,-,-,-,-,-,-,-,-,0.58644159,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.58644159,300
-,-,-,-,-,-,-,-,-,-,-,-,0.58602493,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.58602493,300
-,-,-,-,-,-,-,-,-,-,-,-,0.58552529,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.58552529,300
-,-,-,-,-,-,-,-,-,-,-,-,0.58492621,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.58492621,300
-,-,-,-,-,-,-,-,-,-,-,-,0.58420803,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.58420803,300
-,-,-,-,-,-,-,-,-,-,-,-,0.58399267,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.58399267,300
-,-,-,-,-,-,-,-,-,-,-,-,0.58373429,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.58373429,300
-,-,-,-,-,-,-,-,-,-,-,-,0.58342435,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.58342435,300
-,-,-,-,-,-,-,-,-,-,-,-,0.5830526,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.5830526,300
-,-,-,-,-,-,-,-,-,-,-,-,0.5829411,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.5829411,300
-,-,-,-,-,-,-,-,-,-,-,-,0.58280732,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.58280732,300
-,-,-,-,-,-,-,-,-,-,-,-,0.58264681,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.58264681,300
-,-,-,-,-,-,-,-,-,-,-,-,0.58245424,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.58245424,300
-,-,-,-,-,-,-,-,-,-,-,-,0.58222323,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.58222323,300
-,-,-,-,-,-,-,-,-,-,-,-,0.58194612,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.58194612,300
-,-,-,-,-,-,-,-,-,-,-,-,0.58161374,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.58161374,300
-,-,-,-,-,-,-,-,-,-,-,-,0.5812151,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.5812151,300
-,-,-,-,-,-,-,-,-,-,-,-,0.58073707,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.58073707,300
-,-,-,-,-,-,-,-,-,-,-,-,0.5805937,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.5805937,300
-,-,-,-,-,-,-,-,-,-,-,-,0.58042169,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.58042169,300
-,-,-,-,-,-,-,-,-,-,-,-,0.58021533,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.58021533,300
-,-,-,-,-,-,-,-,-,-,-,-,0.57996778,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.57996778,300
-,-,-,-,-,-,-,-,-,-,-,-,0.57967083,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.57967083,300
-,-,-,-,-,-,-,-,-,-,-,-,0.57931467,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.57931467,300
-,-,-,-,-,-,-,-,-,-,-,-,0.57888754,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.57888754,300
-,-,-,-,-,-,-,-,-,-,-,-,0.57875943,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.57875943,300
-,-,-,-,-,-,-,-,-,-,-,-,0.57860573,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.57860573,300
-,-,-,-,-,-,-,-,-,-,-,-,0.57842134,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.57842134,300
-,-,-,-,-,-,-,-,-,-,-,-,0.57820012,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.57820012,300
-,-,-,-,-,-,-,-,-,-,-,-,0.57793476,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.57793476,300
-,-,-,-,-,-,-,-,-,-,-,-,0.57761646,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.57761646,300
-,-,-,-,-,-,-,-,-,-,-,-,0.57723472,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.57723472,300
-,-,-,-,-,-,-,-,-,-,-,-,0.57677693,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.57677693,300
-,-,-,-,-,-,-,-,-,-,-,-,0.57622803,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.57622803,300
-,-,-,-,-,-,-,-,-,-,-,-,0.57556999,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.57556999,300
-,-,-,-,-,-,-,-,-,-,-,-,0.57478128,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.57478128,300
-,-,-,-,-,-,-,-,-,-,-,-,0.57383613,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.57383613,300
-,-,-,-,-,-,-,-,-,-,-,-,0.57355275,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.57355275,300
-,-,-,-,-,-,-,-,-,-,-,-,0.5732128,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.5732128,300
-,-,-,-,-,-,-,-,-,-,-,-,0.57280507,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.57280507,300
-,-,-,-,-,-,-,-,-,-,-,-,0.57231614,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.57231614,300
-,-,-,-,-,-,-,-,-,-,-,-,0.57172994,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.57172994,300
-,-,-,-,-,-,-,-,-,-,-,-,0.57102724,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.57102724,300
-,-,-,-,-,-,-,-,-,-,-,-,0.57018508,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.57018508,300
-,-,-,-,-,-,-,-,-,-,-,-,0.56917606,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.56917606,300
-,-,-,-,-,-,-,-,-,-,-,-,0.56887354,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.56887354,300
-,-,-,-,-,-,-,-,-,-,-,-,0.56851064,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.56851064,300
-,-,-,-,-,-,-,-,-,-,-,-,0.56807543,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.56807543,300
-,-,-,-,-,-,-,-,-,-,-,-,0.56755357,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.56755357,300
-,-,-,-,-,-,-,-,-,-,-,-,0.56739707,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.56739707,300
-,-,-,-,-,-,-,-,-,-,-,-,0.56720931,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.56720931,300
-,-,-,-,-,-,-,-,-,-,-,-,0.56698406,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.56698406,300
-,-,-,-,-,-,-,-,-,-,-,-,0.56671386,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.56671386,300
-,-,-,-,-,-,-,-,-,-,-,-,0.56638978,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.56638978,300
-,-,-,-,-,-,-,-,-,-,-,-,0.56600112,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.56600112,300
-,-,-,-,-,-,-,-,-,-,-,-,0.56553506,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.56553506,300
-,-,-,-,-,-,-,-,-,-,-,-,0.56497629,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.56497629,300
-,-,-,-,-,-,-,-,-,-,-,-,0.56430648,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.56430648,300
-,-,-,-,-,-,-,-,-,-,-,-,0.56410563,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.56410563,300
-,-,-,-,-,-,-,-,-,-,-,-,0.56386468,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.56386468,300
-,-,-,-,-,-,-,-,-,-,-,-,0.56357564,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.56357564,300
-,-,-,-,-,-,-,-,-,-,-,-,0.56322898,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.56322898,300
-,-,-,-,-,-,-,-,-,-,-,-,0.56281326,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.56281326,300
-,-,-,-,-,-,-,-,-,-,-,-,0.56231478,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.56231478,300
-,-,-,-,-,-,-,-,-,-,-,-,0.56171719,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.56171719,300
-,-,-,-,-,-,-,-,-,-,-,-,0.561538,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.561538,300
-,-,-,-,-,-,-,-,-,-,-,-,0.56132301,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.56132301,300
-,-,-,-,-,-,-,-,-,-,-,-,0.56106512,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.56106512,300
-,-,-,-,-,-,-,-,-,-,-,-,0.56075579,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.56075579,300
-,-,-,-,-,-,-,-,-,-,-,-,0.56038482,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.56038482,300
-,-,-,-,-,-,-,-,-,-,-,-,0.55993997,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.55993997,300
-,-,-,-,-,-,-,-,-,-,-,-,0.55940662,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.55940662,300
-,-,-,-,-,-,-,-,-,-,-,-,0.55924667,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.55924667,300
-,-,-,-,-,-,-,-,-,-,-,-,0.55905479,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.55905479,300
-,-,-,-,-,-,-,-,-,-,-,-,0.5588246,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.5588246,300
-,-,-,-,-,-,-,-,-,-,-,-,0.55854849,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.55854849,300
-,-,-,-,-,-,-,-,-,-,-,-,0.55821733,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.55821733,300
-,-,-,-,-,-,-,-,-,-,-,-,0.5578202,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.5578202,300
-,-,-,-,-,-,-,-,-,-,-,-,0.55734402,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.55734402,300
-,-,-,-,-,-,-,-,-,-,-,-,0.55677315,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.55677315,300
-,-,-,-,-,-,-,-,-,-,-,-,0.55608889,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.55608889,300
-,-,-,-,-,-,-,-,-,-,-,-,0.55526893,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.55526893,300
-,-,-,-,-,-,-,-,-,-,-,-,0.55428662,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.55428662,300
-,-,-,-,-,-,-,-,-,-,-,-,0.55311023,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.55311023,300
-,-,-,-,-,-,-,-,-,-,-,-,0.55170201,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.55170201,300
-,-,-,-,-,-,-,-,-,-,-,-,0.55127992,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.55127992,300
-,-,-,-,-,-,-,-,-,-,-,-,0.55077375,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.55077375,300
-,-,-,-,-,-,-,-,-,-,-,-,0.55016692,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.55016692,300
-,-,-,-,-,-,-,-,-,-,-,-,0.54943965,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.54943965,300
-,-,-,-,-,-,-,-,-,-,-,-,0.54922158,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.54922158,300
-,-,-,-,-,-,-,-,-,-,-,-,0.54895999,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.54895999,300
-,-,-,-,-,-,-,-,-,-,-,-,0.54864624,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.54864624,300
-,-,-,-,-,-,-,-,-,-,-,-,0.54826997,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.54826997,300
-,-,-,-,-,-,-,-,-,-,-,-,0.5478188,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.5478188,300
-,-,-,-,-,-,-,-,-,-,-,-,0.54727791,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.54727791,300
-,-,-,-,-,-,-,-,-,-,-,-,0.54662961,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.54662961,300
-,-,-,-,-,-,-,-,-,-,-,-,0.54585273,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.54585273,300
-,-,-,-,-,-,-,-,-,-,-,-,0.54492207,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.54492207,300
-,-,-,-,-,-,-,-,-,-,-,-,0.54380754,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.54380754,300
-,-,-,-,-,-,-,-,-,-,-,-,0.54247341,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.54247341,300
-,-,-,-,-,-,-,-,-,-,-,-,0.54207355,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.54207355,300
-,-,-,-,-,-,-,-,-,-,-,-,0.54159404,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.54159404,300
-,-,-,-,-,-,-,-,-,-,-,-,0.54101919,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.54101919,300
-,-,-,-,-,-,-,-,-,-,-,-,0.54033024,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.54033024,300
-,-,-,-,-,-,-,-,-,-,-,-,0.54012367,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.54012367,300
-,-,-,-,-,-,-,-,-,-,-,-,0.53987588,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.53987588,300
-,-,-,-,-,-,-,-,-,-,-,-,0.53957867,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.53957867,300
-,-,-,-,-,-,-,-,-,-,-,-,0.53922225,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.53922225,300
-,-,-,-,-,-,-,-,-,-,-,-,0.53879488,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.53879488,300
-,-,-,-,-,-,-,-,-,-,-,-,0.53866672,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.53866672,300
-,-,-,-,-,-,-,-,-,-,-,-,0.53851296,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.53851296,300
-,-,-,-,-,-,-,-,-,-,-,-,0.5383285,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.5383285,300
-,-,-,-,-,-,-,-,-,-,-,-,0.53810724,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.53810724,300
-,-,-,-,-,-,-,-,-,-,-,-,0.53784186,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.53784186,300
-,-,-,-,-,-,-,-,-,-,-,-,0.5375236,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.5375236,300
-,-,-,-,-,-,-,-,-,-,-,-,0.53714195,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.53714195,300
-,-,-,-,-,-,-,-,-,-,-,-,0.53668439,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.53668439,300
-,-,-,-,-,-,-,-,-,-,-,-,0.53613589,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.53613589,300
-,-,-,-,-,-,-,-,-,-,-,-,0.53547853,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.53547853,300
-,-,-,-,-,-,-,-,-,-,-,-,0.53469092,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.53469092,300
-,-,-,-,-,-,-,-,-,-,-,-,0.53374754,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.53374754,300
-,-,-,-,-,-,-,-,-,-,-,-,0.53261802,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.53261802,300
-,-,-,-,-,-,-,-,-,-,-,-,0.53227946,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.53227946,300
-,-,-,-,-,-,-,-,-,-,-,-,0.53187346,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.53187346,300
-,-,-,-,-,-,-,-,-,-,-,-,0.53138668,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.53138668,300
-,-,-,-,-,-,-,-,-,-,-,-,0.53080322,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.53080322,300
-,-,-,-,-,-,-,-,-,-,-,-,0.53010404,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.53010404,300
-,-,-,-,-,-,-,-,-,-,-,-,0.52926645,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.52926645,300
-,-,-,-,-,-,-,-,-,-,-,-,0.5282634,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.5282634,300
-,-,-,-,-,-,-,-,-,-,-,-,0.52706271,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.52706271,300
-,-,-,-,-,-,-,-,-,-,-,-,0.52562618,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.52562618,300
-,-,-,-,-,-,-,-,-,-,-,-,0.52519572,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.52519572,300
-,-,-,-,-,-,-,-,-,-,-,-,0.52467962,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.52467962,300
-,-,-,-,-,-,-,-,-,-,-,-,0.52406105,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.52406105,300
-,-,-,-,-,-,-,-,-,-,-,-,0.52331992,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.52331992,300
-,-,-,-,-,-,-,-,-,-,-,-,0.52243222,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.52243222,300
-,-,-,-,-,-,-,-,-,-,-,-,0.52216613,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.52216613,300
-,-,-,-,-,-,-,-,-,-,-,-,0.52184699,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.52184699,300
-,-,-,-,-,-,-,-,-,-,-,-,0.52146431,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.52146431,300
-,-,-,-,-,-,-,-,-,-,-,-,0.52100553,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.52100553,300
-,-,-,-,-,-,-,-,-,-,-,-,0.52045564,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.52045564,300
-,-,-,-,-,-,-,-,-,-,-,-,0.51979672,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.51979672,300
-,-,-,-,-,-,-,-,-,-,-,-,0.51900737,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.51900737,300
-,-,-,-,-,-,-,-,-,-,-,-,0.51806211,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.51806211,300
-,-,-,-,-,-,-,-,-,-,-,-,0.51693064,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.51693064,300
-,-,-,-,-,-,-,-,-,-,-,-,0.51557697,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.51557697,300
-,-,-,-,-,-,-,-,-,-,-,-,0.51395847,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.51395847,300
-,-,-,-,-,-,-,-,-,-,-,-,0.51347362,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.51347362,300
-,-,-,-,-,-,-,-,-,-,-,-,0.51289244,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.51289244,300
-,-,-,-,-,-,-,-,-,-,-,-,0.51219608,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.51219608,300
-,-,-,-,-,-,-,-,-,-,-,-,0.51136203,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.51136203,300
-,-,-,-,-,-,-,-,-,-,-,-,0.51036347,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.51036347,300
-,-,-,-,-,-,-,-,-,-,-,-,0.50916854,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.50916854,300
-,-,-,-,-,-,-,-,-,-,-,-,0.50773944,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.50773944,300
-,-,-,-,-,-,-,-,-,-,-,-,0.50603148,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.50603148,300
-,-,-,-,-,-,-,-,-,-,-,-,0.50399197,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.50399197,300
-,-,-,-,-,-,-,-,-,-,-,-,0.50155908,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.50155908,300
-,-,-,-,-,-,-,-,-,-,-,-,0.49866061,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.49866061,300
-,-,-,-,-,-,-,-,-,-,-,-,0.49779347,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.49779347,300
-,-,-,-,-,-,-,-,-,-,-,-,0.49675537,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.49675537,300
-,-,-,-,-,-,-,-,-,-,-,-,0.49551353,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.49551353,300
-,-,-,-,-,-,-,-,-,-,-,-,0.49402902,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.49402902,300
-,-,-,-,-,-,-,-,-,-,-,-,0.49358438,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.49358438,300
-,-,-,-,-,-,-,-,-,-,-,-,0.49305146,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.49305146,300
-,-,-,-,-,-,-,-,-,-,-,-,0.49241298,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.49241298,300
