N1_contact TotalCurrent(n208_TLPn208_des) X,N1_contact TotalCurrent(n208_TLPn208_des) Y,N1_contact TotalCurrent(n209_TLPn209_des) X,N1_contact TotalCurrent(n209_TLPn209_des) Y,N1_contact TotalCurrent(n210_TLPn210_des) X,N1_contact TotalCurrent(n210_TLPn210_des) Y,N1_contact TotalCurrent(n211_TLPn211_des) X,N1_contact TotalCurrent(n211_TLPn211_des) Y,N1_contact TotalCurrent(n212_TLPn212_des) X,N1_contact TotalCurrent(n212_TLPn212_des) Y,N1_contact TotalCurrent(n213_TLPn213_des) X,N1_contact TotalCurrent(n213_TLPn213_des) Y,N1_contact TotalCurrent(n214_TLPn214_des) X,N1_contact TotalCurrent(n214_TLPn214_des) Y,N1_contact TotalCurrent(n215_TLPn215_des) X,N1_contact TotalCurrent(n215_TLPn215_des) Y,N1_contact TotalCurrent(n299_TLPn299_des) X,N1_contact TotalCurrent(n299_TLPn299_des) Y,N1_contact TotalCurrent(n312_TLPn312_des) X,N1_contact TotalCurrent(n312_TLPn312_des) Y,N1_contact TotalCurrent(n325_TLPn325_des) X,N1_contact TotalCurrent(n325_TLPn325_des) Y,N1_contact TotalCurrent(n338_TLPn338_des) X,N1_contact TotalCurrent(n338_TLPn338_des) Y,N1_contact TotalCurrent(n351_TLPn351_des) X,N1_contact TotalCurrent(n351_TLPn351_des) Y,N1_contact TotalCurrent(n364_TLPn364_des) X,N1_contact TotalCurrent(n364_TLPn364_des) Y,N1_contact TotalCurrent(n377_TLPn377_des) X,N1_contact TotalCurrent(n377_TLPn377_des) Y,N1_contact TotalCurrent(n390_TLPn390_des) X,N1_contact TotalCurrent(n390_TLPn390_des) Y,N1_contact TotalCurrent(n403_TLPn403_des) X,N1_contact TotalCurrent(n403_TLPn403_des) Y,N1_contact TotalCurrent(n416_TLPn416_des) X,N1_contact TotalCurrent(n416_TLPn416_des) Y,N1_contact TotalCurrent(n429_TLPn429_des) X,N1_contact TotalCurrent(n429_TLPn429_des) Y,N1_contact TotalCurrent(n442_TLPn442_des) X,N1_contact TotalCurrent(n442_TLPn442_des) Y,N1_contact TotalCurrent(n455_TLPn455_des) X,N1_contact TotalCurrent(n455_TLPn455_des) Y,N1_contact TotalCurrent(n468_TLPn468_des) X,N1_contact TotalCurrent(n468_TLPn468_des) Y,N1_contact TotalCurrent(n481_TLPn481_des) X,N1_contact TotalCurrent(n481_TLPn481_des) Y,N1_contact TotalCurrent(n494_TLPn494_des) X,N1_contact TotalCurrent(n494_TLPn494_des) Y,N1_contact TotalCurrent(n507_TLPn507_des) X,N1_contact TotalCurrent(n507_TLPn507_des) Y,N1_contact TotalCurrent(n520_TLPn520_des) X,N1_contact TotalCurrent(n520_TLPn520_des) Y,N1_contact TotalCurrent(n533_TLPn533_des) X,N1_contact TotalCurrent(n533_TLPn533_des) Y,N1_contact TotalCurrent(n546_TLPn546_des) X,N1_contact TotalCurrent(n546_TLPn546_des) Y,N1_contact Temperature(n208_TLPn208_des) X,N1_contact Temperature(n208_TLPn208_des) Y,N1_contact Temperature(n209_TLPn209_des) X,N1_contact Temperature(n209_TLPn209_des) Y,N1_contact Temperature(n210_TLPn210_des) X,N1_contact Temperature(n210_TLPn210_des) Y,N1_contact Temperature(n211_TLPn211_des) X,N1_contact Temperature(n211_TLPn211_des) Y,N1_contact Temperature(n212_TLPn212_des) X,N1_contact Temperature(n212_TLPn212_des) Y,N1_contact Temperature(n213_TLPn213_des) X,N1_contact Temperature(n213_TLPn213_des) Y,N1_contact Temperature(n214_TLPn214_des) X,N1_contact Temperature(n214_TLPn214_des) Y,N1_contact Temperature(n215_TLPn215_des) X,N1_contact Temperature(n215_TLPn215_des) Y,N1_contact Temperature(n299_TLPn299_des) X,N1_contact Temperature(n299_TLPn299_des) Y,N1_contact Temperature(n312_TLPn312_des) X,N1_contact Temperature(n312_TLPn312_des) Y,N1_contact Temperature(n325_TLPn325_des) X,N1_contact Temperature(n325_TLPn325_des) Y,N1_contact Temperature(n338_TLPn338_des) X,N1_contact Temperature(n338_TLPn338_des) Y,N1_contact Temperature(n351_TLPn351_des) X,N1_contact Temperature(n351_TLPn351_des) Y,N1_contact Temperature(n364_TLPn364_des) X,N1_contact Temperature(n364_TLPn364_des) Y,N1_contact Temperature(n377_TLPn377_des) X,N1_contact Temperature(n377_TLPn377_des) Y,N1_contact Temperature(n390_TLPn390_des) X,N1_contact Temperature(n390_TLPn390_des) Y,N1_contact Temperature(n403_TLPn403_des) X,N1_contact Temperature(n403_TLPn403_des) Y,N1_contact Temperature(n416_TLPn416_des) X,N1_contact Temperature(n416_TLPn416_des) Y,N1_contact Temperature(n429_TLPn429_des) X,N1_contact Temperature(n429_TLPn429_des) Y,N1_contact Temperature(n442_TLPn442_des) X,N1_contact Temperature(n442_TLPn442_des) Y,N1_contact Temperature(n455_TLPn455_des) X,N1_contact Temperature(n455_TLPn455_des) Y,N1_contact Temperature(n468_TLPn468_des) X,N1_contact Temperature(n468_TLPn468_des) Y,N1_contact Temperature(n481_TLPn481_des) X,N1_contact Temperature(n481_TLPn481_des) Y,N1_contact Temperature(n494_TLPn494_des) X,N1_contact Temperature(n494_TLPn494_des) Y,N1_contact Temperature(n507_TLPn507_des) X,N1_contact Temperature(n507_TLPn507_des) Y,N1_contact Temperature(n520_TLPn520_des) X,N1_contact Temperature(n520_TLPn520_des) Y,N1_contact Temperature(n533_TLPn533_des) X,N1_contact Temperature(n533_TLPn533_des) Y,N1_contact Temperature(n546_TLPn546_des) X,N1_contact Temperature(n546_TLPn546_des) Y
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.23275172,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21906901,2.20E-06,0.22472881,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.23275172,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21906901,300,0.22472881,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.23269888,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21903765,2.20E-06,0.22468278,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.23269888,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21903765,300,0.22468278,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.23263551,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21900005,2.20E-06,0.22462757,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.23263551,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21900005,300,0.22462757,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.23255954,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21895495,2.20E-06,0.22456139,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.23255954,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21895495,300,0.22456139,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.23246849,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21890088,2.20E-06,0.22448205,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.23246849,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21890088,300,0.22448205,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.23235938,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21883604,2.20E-06,0.22438696,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.23235938,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21883604,300,0.22438696,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.23222866,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21875832,2.20E-06,0.22427302,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.23222866,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21875832,300,0.22427302,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.23207211,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21866517,2.20E-06,0.22423887,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.23207211,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21866517,300,0.22423887,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.2318847,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21855356,2.20E-06,0.22419791,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.2318847,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21855356,300,0.22419791,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.23166044,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21841987,2.20E-06,0.22414878,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.23166044,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21841987,300,0.22414878,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.23159327,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.2183798,2.20E-06,0.22408988,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.23159327,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.2183798,300,0.22408988,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.23151274,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21833175,2.20E-06,0.22401927,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.23151274,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21833175,300,0.22401927,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.23141624,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21827413,2.20E-06,0.22393462,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.23141624,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21827413,300,0.22393462,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.2313873,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21820506,2.20E-06,0.22383319,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.2313873,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21820506,300,0.22383319,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.2313526,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21812226,2.20E-06,0.22380278,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.2313526,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21812226,300,0.22380278,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.23131097,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21802303,2.20E-06,0.2237663,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.23131097,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21802303,300,0.2237663,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.23126106,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21790416,2.20E-06,0.22372256,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.23126106,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21790416,300,0.22372256,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.2312012,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21776178,2.20E-06,0.2236701,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.2312012,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21776178,300,0.2236701,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.23112945,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21771911,2.20E-06,0.22360721,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.23112945,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21771911,300,0.22360721,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.23104343,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21766794,2.20E-06,0.22353181,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.23104343,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21766794,300,0.22353181,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.23094035,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21760659,2.20E-06,0.22344145,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.23094035,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21760659,300,0.22344145,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.23090944,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21753304,2.20E-06,0.22341435,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.23090944,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21753304,300,0.22341435,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.23087238,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21744489,2.20E-06,0.22338185,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.23087238,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21744489,300,0.22338185,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.23082793,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21733926,2.20E-06,0.22334288,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.23082793,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21733926,300,0.22334288,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.23077462,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21730759,2.20E-06,0.22329613,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.23077462,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21730759,300,0.22329613,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.2307107,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21726962,2.20E-06,0.22324008,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.2307107,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21726962,300,0.22324008,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.23063408,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21722407,2.20E-06,0.22317288,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.23063408,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21722407,300,0.22317288,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.23054224,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21716946,2.20E-06,0.22309232,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.23054224,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21716946,300,0.22309232,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.23043218,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21710398,2.20E-06,0.22299578,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.23043218,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21710398,300,0.22299578,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.23039919,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21702549,2.20E-06,0.22288011,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.23039919,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21702549,300,0.22288011,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.23035962,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21693142,2.20E-06,0.22284543,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.23035962,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21693142,300,0.22284543,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.23031217,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21681871,2.20E-06,0.22280385,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.23031217,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21681871,300,0.22280385,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.23025526,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21678493,2.20E-06,0.22275398,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.23025526,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21678493,300,0.22275398,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.23018704,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21674441,2.20E-06,0.22269418,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.23018704,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21674441,300,0.22269418,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.23010526,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21669581,2.20E-06,0.22262249,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.23010526,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21669581,300,0.22262249,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.23000724,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21663755,2.20E-06,0.22253657,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.23000724,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21663755,300,0.22253657,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.22997786,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.2165677,2.20E-06,0.2224336,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.22997786,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.2165677,300,0.2224336,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.22994261,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21648398,2.20E-06,0.22240273,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.22994261,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21648398,300,0.22240273,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.22990034,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21638365,2.20E-06,0.2223657,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.22990034,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21638365,300,0.2223657,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.22984965,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21626345,2.20E-06,0.2223213,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.22984965,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21626345,300,0.2223213,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.22978886,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21622742,2.20E-06,0.22226805,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.22978886,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21622742,300,0.22226805,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.22971599,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21618421,2.20E-06,0.22220421,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.22971599,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21618421,300,0.22220421,300
