N1_contact TotalCurrent(n252_TLPn252_des) X,N1_contact TotalCurrent(n252_TLPn252_des) Y,N1_contact TotalCurrent(n253_TLPn253_des) X,N1_contact TotalCurrent(n253_TLPn253_des) Y,N1_contact TotalCurrent(n254_TLPn254_des) X,N1_contact TotalCurrent(n254_TLPn254_des) Y,N1_contact TotalCurrent(n255_TLPn255_des) X,N1_contact TotalCurrent(n255_TLPn255_des) Y,N1_contact TotalCurrent(n256_TLPn256_des) X,N1_contact TotalCurrent(n256_TLPn256_des) Y,N1_contact TotalCurrent(n257_TLPn257_des) X,N1_contact TotalCurrent(n257_TLPn257_des) Y,N1_contact TotalCurrent(n258_TLPn258_des) X,N1_contact TotalCurrent(n258_TLPn258_des) Y,N1_contact TotalCurrent(n300_TLPn300_des) X,N1_contact TotalCurrent(n300_TLPn300_des) Y,N1_contact TotalCurrent(n313_TLPn313_des) X,N1_contact TotalCurrent(n313_TLPn313_des) Y,N1_contact TotalCurrent(n326_TLPn326_des) X,N1_contact TotalCurrent(n326_TLPn326_des) Y,N1_contact TotalCurrent(n339_TLPn339_des) X,N1_contact TotalCurrent(n339_TLPn339_des) Y,N1_contact TotalCurrent(n352_TLPn352_des) X,N1_contact TotalCurrent(n352_TLPn352_des) Y,N1_contact TotalCurrent(n365_TLPn365_des) X,N1_contact TotalCurrent(n365_TLPn365_des) Y,N1_contact TotalCurrent(n378_TLPn378_des) X,N1_contact TotalCurrent(n378_TLPn378_des) Y,N1_contact TotalCurrent(n391_TLPn391_des) X,N1_contact TotalCurrent(n391_TLPn391_des) Y,N1_contact TotalCurrent(n404_TLPn404_des) X,N1_contact TotalCurrent(n404_TLPn404_des) Y,N1_contact TotalCurrent(n417_TLPn417_des) X,N1_contact TotalCurrent(n417_TLPn417_des) Y,N1_contact TotalCurrent(n430_TLPn430_des) X,N1_contact TotalCurrent(n430_TLPn430_des) Y,N1_contact TotalCurrent(n443_TLPn443_des) X,N1_contact TotalCurrent(n443_TLPn443_des) Y,N1_contact TotalCurrent(n456_TLPn456_des) X,N1_contact TotalCurrent(n456_TLPn456_des) Y,N1_contact TotalCurrent(n469_TLPn469_des) X,N1_contact TotalCurrent(n469_TLPn469_des) Y,N1_contact TotalCurrent(n482_TLPn482_des) X,N1_contact TotalCurrent(n482_TLPn482_des) Y,N1_contact TotalCurrent(n495_TLPn495_des) X,N1_contact TotalCurrent(n495_TLPn495_des) Y,N1_contact TotalCurrent(n508_TLPn508_des) X,N1_contact TotalCurrent(n508_TLPn508_des) Y,N1_contact TotalCurrent(n521_TLPn521_des) X,N1_contact TotalCurrent(n521_TLPn521_des) Y,N1_contact TotalCurrent(n534_TLPn534_des) X,N1_contact TotalCurrent(n534_TLPn534_des) Y,Tmax(n252_TLPn252_des) X,Tmax(n252_TLPn252_des) Y,Tmax(n253_TLPn253_des) X,Tmax(n253_TLPn253_des) Y,Tmax(n254_TLPn254_des) X,Tmax(n254_TLPn254_des) Y,Tmax(n255_TLPn255_des) X,Tmax(n255_TLPn255_des) Y,Tmax(n256_TLPn256_des) X,Tmax(n256_TLPn256_des) Y,Tmax(n257_TLPn257_des) X,Tmax(n257_TLPn257_des) Y,Tmax(n258_TLPn258_des) X,Tmax(n258_TLPn258_des) Y,Tmax(n300_TLPn300_des) X,Tmax(n300_TLPn300_des) Y,Tmax(n313_TLPn313_des) X,Tmax(n313_TLPn313_des) Y,Tmax(n326_TLPn326_des) X,Tmax(n326_TLPn326_des) Y,Tmax(n339_TLPn339_des) X,Tmax(n339_TLPn339_des) Y,Tmax(n352_TLPn352_des) X,Tmax(n352_TLPn352_des) Y,Tmax(n365_TLPn365_des) X,Tmax(n365_TLPn365_des) Y,Tmax(n378_TLPn378_des) X,Tmax(n378_TLPn378_des) Y,Tmax(n391_TLPn391_des) X,Tmax(n391_TLPn391_des) Y,Tmax(n404_TLPn404_des) X,Tmax(n404_TLPn404_des) Y,Tmax(n417_TLPn417_des) X,Tmax(n417_TLPn417_des) Y,Tmax(n430_TLPn430_des) X,Tmax(n430_TLPn430_des) Y,Tmax(n443_TLPn443_des) X,Tmax(n443_TLPn443_des) Y,Tmax(n456_TLPn456_des) X,Tmax(n456_TLPn456_des) Y,Tmax(n469_TLPn469_des) X,Tmax(n469_TLPn469_des) Y,Tmax(n482_TLPn482_des) X,Tmax(n482_TLPn482_des) Y,Tmax(n495_TLPn495_des) X,Tmax(n495_TLPn495_des) Y,Tmax(n508_TLPn508_des) X,Tmax(n508_TLPn508_des) Y,Tmax(n521_TLPn521_des) X,Tmax(n521_TLPn521_des) Y,Tmax(n534_TLPn534_des) X,Tmax(n534_TLPn534_des) Y
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30465614,2.10E-06,0.3168442,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30465614,976.05665,0.3168442,978.97321
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30455096,2.10E-06,0.31672167,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30455096,976.0635,0.31672167,978.9806
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30442488,2.10E-06,0.31657483,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30442488,976.07172,0.31657483,978.98946
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3042738,2.10E-06,0.31639888,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3042738,976.08157,0.31639888,979.00009
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3040928,2.10E-06,0.31618814,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3040928,976.09339,0.31618814,979.01283
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30403855,2.10E-06,0.31612498,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30403855,976.09693,0.31612498,979.01666
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30397348,2.10E-06,0.31604923,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30397348,976.10118,0.31604923,979.02124
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30389546,2.10E-06,0.31595841,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30389546,976.10628,0.31595841,979.02674
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30380192,2.10E-06,0.31584953,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30380192,976.1124,0.31584953,979.03334
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30368979,2.10E-06,0.31571902,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30368979,976.11974,0.31571902,979.04126
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3035554,2.10E-06,0.31556263,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3035554,976.12854,0.31556263,979.05075
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30339437,2.10E-06,0.31537527,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30339437,976.1391,0.31537527,979.06213
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30320148,2.10E-06,0.31515088,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30320148,976.15176,0.31515088,979.07578
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3029705,2.10E-06,0.31488225,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3029705,976.16694,0.31488225,979.09214
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30290128,2.10E-06,0.3145608,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30290128,976.17149,0.3145608,979.11176
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30281829,2.10E-06,0.3144645,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30281829,976.17695,0.3144645,979.11764
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30271879,2.10E-06,0.31434907,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30271879,976.1835,0.31434907,979.12469
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30259953,2.10E-06,0.31421072,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30259953,976.19136,0.31421072,979.13315
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3024566,2.10E-06,0.31404495,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3024566,976.20078,0.31404495,979.1433
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30228536,2.10E-06,0.31384638,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30228536,976.21208,0.31384638,979.15547
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30223403,2.10E-06,0.31378686,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30223403,976.21547,0.31378686,979.15912
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30217246,2.10E-06,0.31371548,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30217246,976.21954,0.31371548,979.1635
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30209864,2.10E-06,0.31362989,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30209864,976.22442,0.31362989,979.16875
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30201013,2.10E-06,0.31352729,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30201013,976.23027,0.31352729,979.17505
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30190403,2.10E-06,0.31340429,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30190403,976.23729,0.31340429,979.18261
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30177685,2.10E-06,0.31325689,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30177685,976.24571,0.31325689,979.19168
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30162445,2.10E-06,0.31308029,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30162445,976.25581,0.31308029,979.20255
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30157877,2.10E-06,0.31286876,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30157877,976.25883,0.31286876,979.21558
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30152397,2.10E-06,0.3126155,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30152397,976.26247,0.3126155,979.23121
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30145826,2.10E-06,0.31253961,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30145826,976.26683,0.31253961,979.23589
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30137946,2.10E-06,0.31244862,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30137946,976.27206,0.31244862,979.24152
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30128499,2.10E-06,0.31233953,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30128499,976.27833,0.31233953,979.24826
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30117175,2.10E-06,0.31220879,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30117175,976.28586,0.31220879,979.25635
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30103603,2.10E-06,0.31205212,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30103603,976.29488,0.31205212,979.26605
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30087341,2.10E-06,0.31186443,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30087341,976.30571,0.31186443,979.27768
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30067863,2.10E-06,0.31180816,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30067863,976.31868,0.31180816,979.28117
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3004454,2.10E-06,0.31174069,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3004454,976.33424,0.31174069,979.28536
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30037551,2.10E-06,0.31165979,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30037551,976.33891,0.31165979,979.29038
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30035455,2.10E-06,0.31156279,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30035455,976.34031,0.31156279,979.29641
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3003294,2.10E-06,0.31144651,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3003294,976.34199,0.31144651,979.30363
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30029924,2.10E-06,0.31130715,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30029924,976.34401,0.31130715,979.3123
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30026305,2.10E-06,0.31114018,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30026305,976.34643,0.31114018,979.32269
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30021964,2.10E-06,0.31094016,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30021964,976.34933,0.31094016,979.33515
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30016758,2.10E-06,0.31070066,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30016758,976.35281,0.31070066,979.3501
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30010515,2.10E-06,0.31062889,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30010515,976.35698,0.31062889,979.35458
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30003028,2.10E-06,0.31054283,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30003028,976.36199,0.31054283,979.35996
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.29994051,2.10E-06,0.31043966,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.29994051,976.368,0.31043966,979.3664
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.2998329,2.10E-06,0.31031599,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.2998329,976.37521,0.31031599,979.37414
