N1_contact TotalCurrent(n252_TLPn252_des) X,N1_contact TotalCurrent(n252_TLPn252_des) Y,N1_contact TotalCurrent(n253_TLPn253_des) X,N1_contact TotalCurrent(n253_TLPn253_des) Y,N1_contact TotalCurrent(n254_TLPn254_des) X,N1_contact TotalCurrent(n254_TLPn254_des) Y,N1_contact TotalCurrent(n255_TLPn255_des) X,N1_contact TotalCurrent(n255_TLPn255_des) Y,N1_contact TotalCurrent(n256_TLPn256_des) X,N1_contact TotalCurrent(n256_TLPn256_des) Y,N1_contact TotalCurrent(n257_TLPn257_des) X,N1_contact TotalCurrent(n257_TLPn257_des) Y,N1_contact TotalCurrent(n258_TLPn258_des) X,N1_contact TotalCurrent(n258_TLPn258_des) Y,N1_contact TotalCurrent(n300_TLPn300_des) X,N1_contact TotalCurrent(n300_TLPn300_des) Y,N1_contact TotalCurrent(n313_TLPn313_des) X,N1_contact TotalCurrent(n313_TLPn313_des) Y,N1_contact TotalCurrent(n326_TLPn326_des) X,N1_contact TotalCurrent(n326_TLPn326_des) Y,N1_contact TotalCurrent(n339_TLPn339_des) X,N1_contact TotalCurrent(n339_TLPn339_des) Y,N1_contact TotalCurrent(n352_TLPn352_des) X,N1_contact TotalCurrent(n352_TLPn352_des) Y,N1_contact TotalCurrent(n365_TLPn365_des) X,N1_contact TotalCurrent(n365_TLPn365_des) Y,N1_contact TotalCurrent(n378_TLPn378_des) X,N1_contact TotalCurrent(n378_TLPn378_des) Y,N1_contact TotalCurrent(n391_TLPn391_des) X,N1_contact TotalCurrent(n391_TLPn391_des) Y,N1_contact TotalCurrent(n404_TLPn404_des) X,N1_contact TotalCurrent(n404_TLPn404_des) Y,N1_contact TotalCurrent(n417_TLPn417_des) X,N1_contact TotalCurrent(n417_TLPn417_des) Y,N1_contact TotalCurrent(n430_TLPn430_des) X,N1_contact TotalCurrent(n430_TLPn430_des) Y,N1_contact TotalCurrent(n443_TLPn443_des) X,N1_contact TotalCurrent(n443_TLPn443_des) Y,N1_contact TotalCurrent(n456_TLPn456_des) X,N1_contact TotalCurrent(n456_TLPn456_des) Y,N1_contact TotalCurrent(n469_TLPn469_des) X,N1_contact TotalCurrent(n469_TLPn469_des) Y,N1_contact TotalCurrent(n482_TLPn482_des) X,N1_contact TotalCurrent(n482_TLPn482_des) Y,N1_contact TotalCurrent(n495_TLPn495_des) X,N1_contact TotalCurrent(n495_TLPn495_des) Y,N1_contact TotalCurrent(n508_TLPn508_des) X,N1_contact TotalCurrent(n508_TLPn508_des) Y,N1_contact TotalCurrent(n521_TLPn521_des) X,N1_contact TotalCurrent(n521_TLPn521_des) Y,N1_contact TotalCurrent(n534_TLPn534_des) X,N1_contact TotalCurrent(n534_TLPn534_des) Y,Tmax(n252_TLPn252_des) X,Tmax(n252_TLPn252_des) Y,Tmax(n253_TLPn253_des) X,Tmax(n253_TLPn253_des) Y,Tmax(n254_TLPn254_des) X,Tmax(n254_TLPn254_des) Y,Tmax(n255_TLPn255_des) X,Tmax(n255_TLPn255_des) Y,Tmax(n256_TLPn256_des) X,Tmax(n256_TLPn256_des) Y,Tmax(n257_TLPn257_des) X,Tmax(n257_TLPn257_des) Y,Tmax(n258_TLPn258_des) X,Tmax(n258_TLPn258_des) Y,Tmax(n300_TLPn300_des) X,Tmax(n300_TLPn300_des) Y,Tmax(n313_TLPn313_des) X,Tmax(n313_TLPn313_des) Y,Tmax(n326_TLPn326_des) X,Tmax(n326_TLPn326_des) Y,Tmax(n339_TLPn339_des) X,Tmax(n339_TLPn339_des) Y,Tmax(n352_TLPn352_des) X,Tmax(n352_TLPn352_des) Y,Tmax(n365_TLPn365_des) X,Tmax(n365_TLPn365_des) Y,Tmax(n378_TLPn378_des) X,Tmax(n378_TLPn378_des) Y,Tmax(n391_TLPn391_des) X,Tmax(n391_TLPn391_des) Y,Tmax(n404_TLPn404_des) X,Tmax(n404_TLPn404_des) Y,Tmax(n417_TLPn417_des) X,Tmax(n417_TLPn417_des) Y,Tmax(n430_TLPn430_des) X,Tmax(n430_TLPn430_des) Y,Tmax(n443_TLPn443_des) X,Tmax(n443_TLPn443_des) Y,Tmax(n456_TLPn456_des) X,Tmax(n456_TLPn456_des) Y,Tmax(n469_TLPn469_des) X,Tmax(n469_TLPn469_des) Y,Tmax(n482_TLPn482_des) X,Tmax(n482_TLPn482_des) Y,Tmax(n495_TLPn495_des) X,Tmax(n495_TLPn495_des) Y,Tmax(n508_TLPn508_des) X,Tmax(n508_TLPn508_des) Y,Tmax(n521_TLPn521_des) X,Tmax(n521_TLPn521_des) Y,Tmax(n534_TLPn534_des) X,Tmax(n534_TLPn534_des) Y
-,-,-,-,-,-,-,-,-,-,-,-,0.57172994,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5487003,1.90E-06,0.57384208,2.10E-06,0.60611992,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.57172994,960.16887,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5487003,956.80368,0.57384208,964.199,0.60611992,966.89441
-,-,-,-,-,-,-,-,-,-,-,-,0.57102724,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.54847445,1.90E-06,0.57308665,2.10E-06,0.60590876,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.57102724,960.19725,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.54847445,956.81304,0.57308665,964.22844,0.60590876,966.90252
-,-,-,-,-,-,-,-,-,-,-,-,0.57018508,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.54820351,1.90E-06,0.57286013,2.10E-06,0.60565541,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.57018508,960.23125,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.54820351,956.82426,0.57286013,964.23727,0.60565541,966.91225
-,-,-,-,-,-,-,-,-,-,-,-,0.56917606,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.54787855,1.90E-06,0.5725884,2.10E-06,0.6053515,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.56917606,960.27195,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.54787855,956.83772,0.5725884,964.24786,0.6053515,966.92392
-,-,-,-,-,-,-,-,-,-,-,-,0.56887354,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.54748883,1.90E-06,0.57226245,2.10E-06,0.60498695,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.56887354,960.28416,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.54748883,956.85385,0.57226245,964.26056,0.60498695,966.93792
-,-,-,-,-,-,-,-,-,-,-,-,0.56851064,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.54702155,1.90E-06,0.57187154,2.10E-06,0.60454973,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.56851064,960.29879,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.54702155,956.87319,0.57187154,964.27579,0.60454973,966.9547
-,-,-,-,-,-,-,-,-,-,-,-,0.56807543,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.54646135,1.90E-06,0.57140279,2.10E-06,0.6044186,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.56807543,960.31634,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.54646135,956.89637,0.57140279,964.29404,0.6044186,966.95973
-,-,-,-,-,-,-,-,-,-,-,-,0.56755357,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.54578989,1.90E-06,0.57084078,2.10E-06,0.60426127,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.56755357,960.33737,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.54578989,956.92414,0.57084078,964.31592,0.60426127,966.96577
-,-,-,-,-,-,-,-,-,-,-,-,0.56739707,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.54498527,1.90E-06,0.57016708,2.10E-06,0.6040725,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.56739707,960.34367,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.54498527,956.95741,0.57016708,964.34214,0.6040725,966.97301
-,-,-,-,-,-,-,-,-,-,-,-,0.56720931,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.54402137,1.90E-06,0.56935969,2.10E-06,0.60384605,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.56720931,960.35124,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.54402137,956.99726,0.56935969,964.37354,0.60384605,966.9817
-,-,-,-,-,-,-,-,-,-,-,-,0.56698406,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.54286707,1.90E-06,0.5691176,2.10E-06,0.60357438,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.56698406,960.36032,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.54286707,957.04495,0.5691176,964.38296,0.60357438,966.99212
-,-,-,-,-,-,-,-,-,-,-,-,0.56671386,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.54252104,1.90E-06,0.56882719,2.10E-06,0.60324853,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.56671386,960.3712,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.54252104,957.05924,0.56882719,964.39425,0.60324853,967.00461
-,-,-,-,-,-,-,-,-,-,-,-,0.56638978,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.54210604,1.90E-06,0.56847887,2.10E-06,0.60285769,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.56638978,960.38425,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.54210604,957.07638,0.56847887,964.4078,0.60285769,967.01959
-,-,-,-,-,-,-,-,-,-,-,-,0.56600112,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.54160845,1.90E-06,0.56806114,2.10E-06,0.60238898,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.56600112,960.3999,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.54160845,957.09693,0.56806114,964.42403,0.60238898,967.03755
-,-,-,-,-,-,-,-,-,-,-,-,0.56553506,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.54101194,1.90E-06,0.56756027,2.10E-06,0.60182695,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.56553506,960.41866,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.54101194,957.12155,0.56756027,964.4435,0.60182695,967.05908
-,-,-,-,-,-,-,-,-,-,-,-,0.56497629,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.54083308,1.90E-06,0.5669598,2.10E-06,0.60115313,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.56497629,960.44114,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.54083308,957.12894,0.5669598,964.46683,0.60115313,967.08488
-,-,-,-,-,-,-,-,-,-,-,-,0.56430648,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5406185,1.90E-06,0.56624008,2.10E-06,0.60034541,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.56430648,960.46809,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5406185,957.13779,0.56624008,964.49478,0.60034541,967.11578
-,-,-,-,-,-,-,-,-,-,-,-,0.56410563,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.54036111,1.90E-06,0.56537764,2.10E-06,0.59937742,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.56410563,960.47617,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.54036111,957.14842,0.56537764,964.52826,0.59937742,967.1528
-,-,-,-,-,-,-,-,-,-,-,-,0.56386468,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5400524,1.90E-06,0.56434448,2.10E-06,0.59908718,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.56386468,960.48586,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5400524,957.16115,0.56434448,964.56835,0.59908718,967.1639
-,-,-,-,-,-,-,-,-,-,-,-,0.56357564,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.53968219,1.90E-06,0.56310723,2.10E-06,0.59873899,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.56357564,960.49748,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.53968219,957.17643,0.56310723,964.61633,0.59873899,967.17721
-,-,-,-,-,-,-,-,-,-,-,-,0.56322898,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5392383,1.90E-06,0.56273635,2.10E-06,0.59832136,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.56322898,960.51142,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5392383,957.19474,0.56273635,964.63071,0.59832136,967.19317
-,-,-,-,-,-,-,-,-,-,-,-,0.56281326,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.53870614,1.90E-06,0.56229153,2.10E-06,0.59782052,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.56281326,960.52812,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.53870614,957.21668,0.56229153,964.64795,0.59782052,967.2123
-,-,-,-,-,-,-,-,-,-,-,-,0.56231478,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.53806831,1.90E-06,0.56175818,2.10E-06,0.59721999,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.56231478,960.54815,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.53806831,957.24298,0.56175818,964.66862,0.59721999,967.23523
-,-,-,-,-,-,-,-,-,-,-,-,0.56171719,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.53730398,1.90E-06,0.56111881,2.10E-06,0.59650007,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.56171719,960.57216,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.53730398,957.27449,0.56111881,964.69339,0.59650007,967.2627
-,-,-,-,-,-,-,-,-,-,-,-,0.561538,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.53638836,1.90E-06,0.56035256,2.10E-06,0.59628419,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.561538,960.57936,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.53638836,957.31222,0.56035256,964.72306,0.59628419,967.27094
-,-,-,-,-,-,-,-,-,-,-,-,0.56132301,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.53611386,1.90E-06,0.56012282,2.10E-06,0.59602519,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.56132301,960.58799,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.53611386,957.32353,0.56012282,964.73196,0.59602519,967.28082
-,-,-,-,-,-,-,-,-,-,-,-,0.56106512,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.53578461,1.90E-06,0.55984721,2.10E-06,0.5957145,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.56106512,960.59835,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.53578461,957.3371,0.55984721,964.74263,0.5957145,967.29267
-,-,-,-,-,-,-,-,-,-,-,-,0.56075579,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.53538978,1.90E-06,0.55951665,2.10E-06,0.59534184,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.56075579,960.61077,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.53538978,957.35336,0.55951665,964.75543,0.59534184,967.30688
-,-,-,-,-,-,-,-,-,-,-,-,0.56038482,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.53491638,1.90E-06,0.55912023,2.10E-06,0.59489493,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.56038482,960.62566,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.53491638,957.37286,0.55912023,964.77077,0.59489493,967.32392
-,-,-,-,-,-,-,-,-,-,-,-,0.55993997,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.53434891,1.90E-06,0.55864492,2.10E-06,0.59435902,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.55993997,960.64351,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.53434891,957.39622,0.55864492,964.78917,0.59435902,967.34434
-,-,-,-,-,-,-,-,-,-,-,-,0.55940662,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.53366882,1.90E-06,0.55807507,2.10E-06,0.59371651,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.55940662,960.66491,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.53366882,957.42422,0.55807507,964.81121,0.59371651,967.36881
-,-,-,-,-,-,-,-,-,-,-,-,0.55924667,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5334649,1.90E-06,0.55739207,2.10E-06,0.59294634,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.55924667,960.67132,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5334649,957.43262,0.55739207,964.83763,0.59294634,967.39813
-,-,-,-,-,-,-,-,-,-,-,-,0.55905479,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.53322029,1.90E-06,0.55657363,2.10E-06,0.59202335,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.55905479,960.67902,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.53322029,957.44269,0.55657363,964.86927,0.59202335,967.43326
-,-,-,-,-,-,-,-,-,-,-,-,0.5588246,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5329269,1.90E-06,0.55559321,2.10E-06,0.59091751,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.5588246,960.68825,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5329269,957.45476,0.55559321,964.90716,0.59091751,967.47531
-,-,-,-,-,-,-,-,-,-,-,-,0.55854849,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.53257506,1.90E-06,0.55529929,2.10E-06,0.59058596,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.55854849,960.69933,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.53257506,957.46924,0.55529929,964.91852,0.59058596,967.48791
-,-,-,-,-,-,-,-,-,-,-,-,0.55821733,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.53215318,1.90E-06,0.55494674,2.10E-06,0.59018825,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.55821733,960.7126,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.53215318,957.4866,0.55494674,964.93215,0.59018825,967.50303
-,-,-,-,-,-,-,-,-,-,-,-,0.5578202,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.53164742,1.90E-06,0.55452397,2.10E-06,0.58971128,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.5578202,960.72852,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.53164742,957.50741,0.55452397,964.94848,0.58971128,967.52115
-,-,-,-,-,-,-,-,-,-,-,-,0.55734402,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.53104121,1.90E-06,0.55401708,2.10E-06,0.58913936,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.55734402,960.74761,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.53104121,957.53234,0.55401708,964.96806,0.58913936,967.54287
-,-,-,-,-,-,-,-,-,-,-,-,0.55677315,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.53064846,1.90E-06,0.55340945,2.10E-06,0.58845373,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.55677315,960.77048,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.53064846,957.5485,0.55340945,964.99152,0.58845373,967.5689
-,-,-,-,-,-,-,-,-,-,-,-,0.55608889,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.55268125,2.10E-06,0.58824813,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.55608889,960.79789,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.55268125,965.01963,0.58824813,967.5767
-,-,-,-,-,-,-,-,-,-,-,-,0.55526893,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.55180877,2.10E-06,0.58800147,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.55526893,960.83072,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.55180877,965.0533,0.58800147,967.58607
-,-,-,-,-,-,-,-,-,-,-,-,0.55428662,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.55076379,2.10E-06,0.58770558,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.55428662,960.87004,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.55076379,965.09361,0.58770558,967.59729
-,-,-,-,-,-,-,-,-,-,-,-,0.55311023,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.55045053,2.10E-06,0.58735068,2.20E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.55311023,960.9171,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.55045053,965.1057,0.58735068,967.61076
