Tmax(n101_TLPn101_des) X,Tmax(n101_TLPn101_des) Y,Tmax(n102_TLPn102_des) X,Tmax(n102_TLPn102_des) Y,Tmax(n103_TLPn103_des) X,Tmax(n103_TLPn103_des) Y,Tmax(n104_TLPn104_des) X,Tmax(n104_TLPn104_des) Y,Tmax(n105_TLPn105_des) X,Tmax(n105_TLPn105_des) Y,Tmax(n106_TLPn106_des) X,Tmax(n106_TLPn106_des) Y,Tmax(n107_TLPn107_des) X,Tmax(n107_TLPn107_des) Y,Tmax(n108_TLPn108_des) X,Tmax(n108_TLPn108_des) Y,Tmax(n109_TLPn109_des) X,Tmax(n109_TLPn109_des) Y,Tmax(n298_TLPn298_des) X,Tmax(n298_TLPn298_des) Y,Tmax(n311_TLPn311_des) X,Tmax(n311_TLPn311_des) Y,Tmax(n324_TLPn324_des) X,Tmax(n324_TLPn324_des) Y,Tmax(n337_TLPn337_des) X,Tmax(n337_TLPn337_des) Y,Tmax(n350_TLPn350_des) X,Tmax(n350_TLPn350_des) Y,Tmax(n363_TLPn363_des) X,Tmax(n363_TLPn363_des) Y,Tmax(n376_TLPn376_des) X,Tmax(n376_TLPn376_des) Y,Tmax(n389_TLPn389_des) X,Tmax(n389_TLPn389_des) Y,Tmax(n402_TLPn402_des) X,Tmax(n402_TLPn402_des) Y,Tmax(n415_TLPn415_des) X,Tmax(n415_TLPn415_des) Y,Tmax(n428_TLPn428_des) X,Tmax(n428_TLPn428_des) Y,Tmax(n441_TLPn441_des) X,Tmax(n441_TLPn441_des) Y,Tmax(n454_TLPn454_des) X,Tmax(n454_TLPn454_des) Y,Tmax(n467_TLPn467_des) X,Tmax(n467_TLPn467_des) Y,Tmax(n480_TLPn480_des) X,Tmax(n480_TLPn480_des) Y,Tmax(n493_TLPn493_des) X,Tmax(n493_TLPn493_des) Y,Tmax(n506_TLPn506_des) X,Tmax(n506_TLPn506_des) Y,Tmax(n519_TLPn519_des) X,Tmax(n519_TLPn519_des) Y,Tmax(n532_TLPn532_des) X,Tmax(n532_TLPn532_des) Y,Tmax(n545_TLPn545_des) X,Tmax(n545_TLPn545_des) Y,Tmax(n558_TLPn558_des) X,Tmax(n558_TLPn558_des) Y,Tmax(n571_TLPn571_des) X,Tmax(n571_TLPn571_des) Y,Tmax(n584_TLPn584_des) X,Tmax(n584_TLPn584_des) Y
-2.36E-05,300,0.43768469,299.99992,0.7281284,300.0151,0.84501045,300.19473,0.80184374,300.03529,0.8841128,300.36463,0.8918577,300.40803,0.82009452,300.04428,0.83464524,300.06272,0.004442076,300,0.044589726,299.99999,0.75970611,300.03382,0.77923758,300.05308,0.79373375,300.07268,0.80542348,300.09256,0.81531171,300.11265,0.82394023,300.13293,0.83163558,300.15339,0.83861023,300.17399,0.78931571,300.02679,0.79378264,300.02961,0.79794392,300.03244,0.87128994,300.30017,0.87574946,300.32156,0.88001684,300.34305,0.8880548,300.38629,0.81810417,300.04567,0.81523943,300.04016,0.82323045,300.05052,0.82801157,300.05539,0.83028919,300.05783,0.82679943,300.05049
-2.36E-05,300,0.59116935,300.00011,0.73745474,300.02341,0.85812794,300.28898,0.81042014,300.04751,0.89964442,300.54101,0.90794213,300.60551,0.83113762,300.06305,0.84527888,300.0862,0.006712207,300,0.067231007,299.99999,0.76962837,300.05105,0.78966845,300.07947,0.80462053,300.10843,0.81673086,300.13779,0.82701397,300.1675,0.83601755,300.1975,0.84407207,300.22776,0.85139276,300.25826,0.79757507,300.0363,0.80215,300.04002,0.8064169,300.04376,0.88596016,300.44531,0.89071158,300.47706,0.89526596,300.50897,0.90386476,300.57319,0.82810979,300.06305,0.82609597,300.05731,0.83342083,300.06964,0.83838223,300.07624,0.84074845,300.07956,0.83811449,300.07171
-2.36E-05,300,0.64221685,300.00116,0.74669234,300.03551,0.87165086,300.42684,0.81942166,300.06421,0.91591091,300.79968,0.92483905,300.89527,0.84252177,300.08922,0.856427,300.11871,0.010049592,300,0.10046338,299.99998,0.77954672,300.07615,0.80015994,300.11797,0.81562508,300.16059,0.828209,300.20384,0.8389372,300.24761,0.84836403,300.29184,0.85682433,300.33648,0.86453643,300.38149,0.80621078,300.04928,0.8109105,300.05424,0.81529925,300.05921,0.90124581,300.65797,0.9063294,300.70497,0.91121058,300.75221,0.92044858,300.84737,0.83853907,300.08708,0.83726705,300.0812,0.84406169,300.09607,0.84922944,300.10509,0.85169706,300.10962,0.84980902,300.10132
-2.36E-05,300,0.65634116,300.00276,0.75590695,300.05313,0.88570771,300.62854,0.82887261,300.08723,0.93309966,301.17916,0.94275051,301.32062,0.85432396,300.1259,0.8681515,300.16399,0.014937062,300,0.14900266,299.99997,0.7895301,300.11274,0.81078797,300.17411,0.82683079,300.23671,0.83994886,300.30026,0.85117995,300.36463,0.86108576,300.4297,0.87000598,300.49542,0.87816229,300.56171,0.81524176,300.06715,0.82008485,300.07382,0.82461347,300.08051,0.91731228,300.96965,0.92277562,301.03912,0.92803074,301.10896,0.93800098,301.24972,0.84944212,300.1205,0.84882645,300.11467,0.8552065,300.13285,0.86061005,300.14526,0.86319354,300.15149,0.86196484,300.14286
-2.36E-05,300,0.66503658,300.00503,0.76515206,300.0788,0.90043336,300.92373,0.83880385,300.11919,0.95141984,301.73623,0.96190461,301.94546,0.8666253,300.17763,0.8805242,300.22746,0.022072008,300,0.2195402,299.99995,0.79963967,300.16608,0.82162284,300.256,0.83831726,300.34779,0.85203932,300.44105,0.86384031,300.53557,0.87429005,300.6312,0.88373349,300.72782,0.89239603,300.82536,0.82469232,300.09194,0.82969954,300.10098,0.83438825,300.11007,0.93434062,301.4267,0.94024066,301.52928,0.94592622,301.63246,0.95674057,301.84057,0.86087656,300.16729,0.86085129,300.16184,0.86691699,300.18437,0.87258986,300.20154,0.87530571,300.21016,0.874669,300.20145
-2.36E-05,300,0.67311533,300.00832,0.77447406,300.11619,0.91597623,301.35594,0.84925387,300.16386,0.97111688,302.55466,0.98257231,302.86416,0.87951378,300.25093,0.89362869,300.31696,0.032460563,299.99999,0.32130908,299.99992,0.80993255,300.24383,0.83273301,300.37544,0.85016426,300.50991,0.86457146,300.64666,0.87702073,300.78535,0.88809072,300.92578,0.89813216,301.06777,0.90737445,301.21119,0.83459303,300.12656,0.83978778,300.13893,0.84465943,300.15137,0.952539,302.09736,0.95894495,302.24883,0.96512988,302.40127,0.97692548,302.70896,0.87290907,300.23319,0.87342474,300.22868,0.87926475,300.25696,0.8852453,300.28087,0.8881124,300.29287,0.88801663,300.28454
-2.36E-05,300,0.67869757,300.0114,0.78105669,300.15109,0.92741158,301.76092,0.86026988,300.22667,0.98585109,303.32358,0.99808288,303.72781,0.89308695,300.35532,0.90756253,300.44387,0.042138881,299.99999,0.41407892,299.99989,0.81726378,300.31642,0.84069722,300.48703,0.85870126,300.66144,0.87364272,300.83892,0.88659887,301.01903,0.89815498,301.20148,0.90866613,301.38605,0.91836472,301.57257,0.84498167,300.17521,0.85039051,300.19228,0.8554711,300.20943,0.96607859,302.72686,0.97288726,302.92443,0.97947025,303.12335,0.99204964,303.52508,0.88561714,300.32652,0.8866386,300.32382,0.89233309,300.3598,0.89866542,300.39328,0.90170552,300.4101,0.90211384,300.40293
-2.36E-05,300,0.67896173,300.01662,0.78105944,300.2103,0.92734557,302.45069,0.87190913,300.3155,0.98601528,304.63546,0.99833731,305.20188,0.90745491,300.50464,0.92244011,300.62473,0.059224762,299.99999,0.53530652,299.99997,0.81722463,300.4397,0.84063357,300.67665,0.85862176,300.91907,0.87355369,301.16593,0.88650561,301.4166,0.89806224,301.67069,0.90857826,301.92789,0.91828582,302.18795,0.85590428,300.24395,0.86155757,300.26767,0.86687684,300.29152,0.96613123,303.80023,0.97297385,304.07665,0.97959404,304.35508,0.9922574,304.91774,0.89909115,300.45935,0.90059605,300.45985,0.90621934,300.50622,0.91295443,300.5534,0.91619269,300.57711,0.9170809,300.57236
-2.36E-05,300,0.6789628,300.02286,0.78101273,300.28107,0.9272507,303.27581,0.88424062,300.44173,0.98619764,306.20566,0.99862813,306.96652,0.92274376,300.71907,0.93839635,300.88366,0.079704786,299.99998,0.5781245,300.00041,0.81714623,300.58709,0.84053242,300.90337,0.858505,301.22712,0.87342753,301.55696,0.88637571,301.89206,0.89793385,302.23186,0.90845635,302.57595,0.91817515,302.92402,0.86741647,300.34157,0.87334905,300.37477,0.87894119,300.40816,0.9661795,305.08465,0.97306294,305.45553,0.97972784,305.82923,0.99249211,306.58478,0.9134371,300.64925,0.91541489,300.65511,0.92103786,300.71565,0.92823498,300.78252,0.93170067,300.81612,0.93305626,300.81583
-2.36E-05,300,0.67895538,300.03034,0.78095646,300.36597,0.92713682,304.26579,0.89734716,300.62193,0.98641757,308.09068,0.99897881,309.08532,0.93910033,301.02813,0.95559212,301.25596,0.10424524,299.99998,0.58651669,300.00106,0.81705203,300.76388,0.84041093,301.17532,0.85836476,301.59664,0.87327601,302.02604,0.88621969,302.46242,0.89777966,302.90507,0.90830997,303.35343,0.91804227,303.80712,0.87958499,300.4808,0.8858371,300.52756,0.89174166,300.57461,0.9662379,306.62621,0.97317049,307.11058,0.97988926,307.59877,0.99277515,308.58622,0.92878024,300.92187,0.93123176,300.93643,0.93692415,301.01643,0.94465275,301.11172,0.9483802,301.15963,0.9502019,301.16698
-2.36E-05,300,0.67894628,300.03931,0.78088895,300.46783,0.92700055,305.45394,0.91132839,300.88022,0.98668382,310.35454,0.99940291,311.6305,0.95669859,301.47509,0.97422201,301.79337,0.13363829,299.99997,0.58779843,300.00184,0.816939,300.97601,0.84026516,301.50164,0.85819651,302.04003,0.87309425,302.58889,0.88603257,303.14683,0.89759477,303.71291,0.9081345,304.28645,0.9178831,304.86693,0.89248986,300.68018,0.89910829,300.74644,0.90537135,300.81312,0.96630929,308.47706,0.97330116,309.09788,0.98008491,309.72375,0.99311757,310.99016,0.94527033,301.31469,0.94820785,301.34304,0.95404076,301.45005,0.96238311,301.58656,0.96641306,301.65523,0.96871097,301.67518
-2.36E-05,300,0.67893535,300.05008,0.78080794,300.59006,0.92683761,306.88003,0.92630488,301.25182,0.98700679,313.0739,0.99991665,314.68855,0.97574935,302.12351,0.99452656,302.57197,0.16882161,299.99996,0.58796179,300.00279,0.81680339,301.23055,0.84009028,301.89317,0.85799468,302.57205,0.87287624,303.26427,0.88580819,303.96809,0.89737314,304.68234,0.90792427,305.40616,0.91769253,306.13889,0.90622737,300.96672,0.91326702,301.0611,0.91994276,301.15614,0.96639692,310.69955,0.97346036,311.48448,0.98032258,312.27597,0.99353257,313.87813,0.96308933,301.88268,0.96653745,301.93259,0.97258623,302.07742,0.98164126,302.27395,0.98602287,302.37287,0.98881933,302.41307
-2.36E-05,300,0.67892224,300.063,0.78071074,300.73672,0.92664294,308.59176,0.94242449,301.78822,0.98739935,316.34101,1.0005401,318.36368,0.99651534,303.06706,1.0168116,303.70402,0.21089439,299.99995,0.58797818,300.00392,0.81664068,301.53595,0.83988047,302.36297,0.85775258,303.21041,0.87261478,304.07468,0.88553915,304.95359,0.89710752,305.8457,0.90767245,306.74993,0.91746448,307.6655,0.92091437,301.37985,0.92844038,301.51497,0.93559333,301.65111,0.9665049,313.36864,0.97365486,314.35101,0.98061196,315.34185,0.99403653,317.34833,0.98246351,302.70666,0.98646094,302.78991,0.99280904,302.98814,1.0026983,303.27246,1.0074922,303.41565,1.010824,303.48784
-2.36E-05,300,0.6789065,300.07851,0.78059411,300.9127,0.92641058,310.64645,0.95901588,302.51854,0.98787768,320.26705,1.0012985,322.7818,1.0193355,304.44421,1.0414804,305.35583,0.26110469,299.99993,0.58797804,300.00528,0.81644548,301.9024,0.83962879,302.92664,0.8574622,303.97636,0.87230126,305.04709,0.88521665,306.13615,0.89678925,307.24177,0.90737095,308.36264,0.91719175,309.49779,0.93592352,301.9416,0.94398575,302.13238,0.95166575,302.32471,0.9666386,316.57451,0.97389327,317.79455,0.98096529,319.02546,0.99464992,321.51931,1.0036827,303.90581,1.0082858,304.04025,1.0150302,304.31454,1.0259075,304.7278,1.0311907,304.93608,1.0351129,305.05826
-2.36E-05,300,0.67888762,300.09712,0.78045417,301.12385,0.92613354,313.11292,0.959037,303.41032,0.98846228,324.98641,1.0022234,328.09478,1.0208247,304.53926,1.0418088,305.37872,0.32062636,299.99991,0.58797602,300.00691,0.81621129,302.34206,0.83932689,303.60294,0.85711395,304.89536,0.87192535,306.21386,0.88483012,307.55517,0.89640803,308.91712,0.90701013,310.29813,0.91686582,311.69704,0.93588076,302.62712,0.94396113,302.88599,0.95166246,303.14709,0.96680499,320.42573,0.97418667,321.93225,0.98139811,323.45249,0.99539853,326.53399,1.0039639,303.92242,1.0097079,304.12654,1.0153251,304.33293,1.0262159,304.74797,1.0315058,304.95715,1.0367011,305.16665
-2.36E-05,300,0.67886496,300.11945,0.78028628,301.37719,0.92580369,316.07385,0.95904723,304.47704,0.98917919,330.66094,1.0033548,334.48635,1.0212482,306.15714,1.0424693,307.30175,0.3885507,299.99989,0.58797345,300.00886,0.81593035,302.86955,0.83896479,304.41435,0.85669635,305.99798,0.87147472,307.61381,0.88436699,309.2579,0.89595157,310.9276,0.90657857,312.62104,0.91647665,314.33682,0.93581391,303.44694,0.94391625,303.78731,0.9516433,304.13071,0.96701335,325.05345,0.97454935,326.90507,0.98193035,328.77425,0.99631518,332.56513,1.0042374,305.31673,1.0100288,305.59485,1.015696,305.87576,1.0266947,306.44139,1.0320426,306.72661,1.0372985,307.01267
-2.36E-05,300,0.67883778,300.14625,0.78008485,301.68116,0.92541168,319.62855,0.95905964,305.75708,0.99006202,337.48646,1.0047441,342.17902,1.0217424,308.0939,1.0432486,309.60468,0.45107455,299.99991,0.58797035,300.01121,0.81559335,303.5024,0.83853052,305.3878,0.85619565,307.32084,0.87093466,309.2935,0.88381226,311.30101,0.8954053,313.34024,0.90606277,315.40894,0.91601247,317.50547,0.93573362,304.43053,0.94386237,304.86873,0.95162035,305.31096,0.96727605,330.61529,0.97500009,332.8832,0.98258782,335.17361,0.99744199,339.82175,1.0045514,306.98542,1.0103995,307.35226,1.0161268,307.72252,1.0272554,308.46878,1.032673,308.84524,1.0380018,309.22315
-2.36E-05,300,0.67880515,300.1784,0.77984319,302.04583,0.92494681,323.89629,0.95907536,307.29372,0.99115457,345.69991,1.006458,351.44272,1.022338,310.41986,1.0441883,312.37151,0.48537932,300.00006,0.58796664,300.01402,0.81518914,304.26161,0.83800976,306.55561,0.85559545,308.90786,0.87028756,311.30872,0.88314806,313.75249,0.89475193,316.23544,0.90544683,318.75493,0.91545961,321.30903,0.93563766,305.61106,0.94379822,306.16677,0.95159346,306.72772,0.96760986,337.3016,0.97556372,340.07218,0.98340437,342.87162,0.99883364,348.55707,1.0049296,308.98889,1.0108463,309.46243,1.016646,309.9402,1.0279313,310.9038,1.0334329,311.39011,1.0388497,311.87861
-2.36E-05,300,0.67876601,300.21699,0.77955329,302.48334,0.92439698,329.02139,0.9590955,309.13862,0.99251469,355.5885,1.008584,362.6055,1.0230574,313.21475,1.0453237,315.69775,0.49710874,300.00032,0.58796218,300.0174,0.81470435,305.17236,0.83738537,307.95649,0.8548761,310.81167,0.86951248,313.72638,0.88235318,316.69383,0.89397102,319.70961,0.90471213,322.77066,0.91480225,325.87474,0.93552314,307.02806,0.94372204,307.72493,0.95156222,308.42853,0.9680378,345.34226,0.97627365,348.72049,0.984425,352.13588,1.0005622,359.07847,1.0053865,311.3955,1.0113859,311.99747,1.0172731,312.60467,1.0287476,313.83009,1.034351,314.44875,1.0398741,315.07058
-2.36E-05,300,0.67871903,300.26328,0.77920554,303.0082,0.92374907,335.17594,0.95912151,311.35383,0.99421997,367.501,1.011239,376.06715,1.0239276,316.57411,1.0466977,319.69812,0.50015369,300.00066,0.58795684,300.02146,0.81412298,306.26482,0.83663688,309.63682,0.85401422,313.09534,0.86858449,316.62662,0.88140252,320.22265,0.89303857,323.87827,0.90383679,327.59116,0.9140221,331.35701,0.9353866,308.72899,0.94363179,309.59547,0.95152619,310.47051,0.96859187,355.01519,0.97717541,359.12897,0.98571041,363.29083,1.0027238,371.7598,1.0059393,314.28703,1.0120386,315.0437,1.0180317,315.80685,1.0297352,317.34786,1.0354617,318.12621,1.0411136,318.90889
-2.36E-05,300,0.67866267,300.31883,0.77878841,303.6378,0.92298912,342.56739,0.95915538,314.01395,0.99637628,381.86201,1.0145816,392.31652,1.0249819,320.61328,1.0483631,324.51125,0.50081127,300.00107,0.58795042,300.02632,0.8134259,307.57513,0.83573981,311.65216,0.8529819,315.83435,0.86747402,320.10537,0.88026644,324.45582,0.89192611,328.88144,0.90279584,333.37701,0.91309895,337.93899,0.93522406,310.77085,0.94352516,311.84117,0.95148509,312.92232,0.96931735,366.65677,0.97833217,371.66239,0.98734393,376.73062,1.0054496,387.05722,1.0066092,317.76203,1.0128296,318.70515,1.0189508,319.65641,1.0309319,321.57819,1.0368076,322.54927,1.0426158,323.52621
-2.36E-05,300,0.67859504,300.38549,0.77828813,304.393,0.92210328,351.44526,0.95919988,317.20876,0.99913084,399.19015,1.0188319,411.95412,1.0262618,325.47157,1.0503858,330.30521,0.50093171,300.00157,0.58794273,300.03216,0.8125902,309.14658,0.83466498,314.06897,0.85174599,319.119,0.86614607,324.27735,0.87891019,329.53297,0.890601,334.88483,0.90156067,340.3215,0.91201047,345.84164,0.93503089,313.22213,0.94339963,314.53751,0.95143885,315.86652,0.97027919,380.675,0.97983301,386.76414,0.98944199,392.93548,1.0089211,405.5294,1.0074225,321.93951,1.0137898,323.10756,1.0200665,324.28576,1.0323845,326.66743,1.0384417,327.87142,1.0444399,329.08327
-2.36E-05,300,0.6785139,300.46547,0.77768816,305.29878,0.92107937,362.10962,0.95925888,321.04626,1.0026924,420.12196,1.0243012,435.72254,1.0278189,331.31769,1.0528485,337.28403,0.50094981,300.00218,0.58793349,300.03916,0.81158856,311.03095,0.83337761,316.96675,0.85026719,323.05716,0.8645595,329.27935,0.87729189,335.62593,0.88902548,342.08794,0.90009924,348.65651,0.91073312,355.33031,0.93480182,316.16512,0.94325253,317.7752,0.95138784,319.40239,0.9715722,397.56587,0.98180593,404.97484,0.99217044,412.49284,1.0133955,427.86453,1.0084124,326.96306,1.0149581,328.40274,1.0214239,329.85513,1.0341521,332.79286,1.0404303,334.27874,1.0466602,335.77505
