Tmax(n101_TLPn101_des) X,Tmax(n101_TLPn101_des) Y,Tmax(n102_TLPn102_des) X,Tmax(n102_TLPn102_des) Y,Tmax(n103_TLPn103_des) X,Tmax(n103_TLPn103_des) Y,Tmax(n104_TLPn104_des) X,Tmax(n104_TLPn104_des) Y,Tmax(n105_TLPn105_des) X,Tmax(n105_TLPn105_des) Y,Tmax(n106_TLPn106_des) X,Tmax(n106_TLPn106_des) Y,Tmax(n107_TLPn107_des) X,Tmax(n107_TLPn107_des) Y,Tmax(n108_TLPn108_des) X,Tmax(n108_TLPn108_des) Y,Tmax(n109_TLPn109_des) X,Tmax(n109_TLPn109_des) Y,Tmax(n298_TLPn298_des) X,Tmax(n298_TLPn298_des) Y,Tmax(n311_TLPn311_des) X,Tmax(n311_TLPn311_des) Y,Tmax(n324_TLPn324_des) X,Tmax(n324_TLPn324_des) Y,Tmax(n337_TLPn337_des) X,Tmax(n337_TLPn337_des) Y,Tmax(n350_TLPn350_des) X,Tmax(n350_TLPn350_des) Y,Tmax(n363_TLPn363_des) X,Tmax(n363_TLPn363_des) Y,Tmax(n376_TLPn376_des) X,Tmax(n376_TLPn376_des) Y,Tmax(n389_TLPn389_des) X,Tmax(n389_TLPn389_des) Y,Tmax(n402_TLPn402_des) X,Tmax(n402_TLPn402_des) Y,Tmax(n415_TLPn415_des) X,Tmax(n415_TLPn415_des) Y,Tmax(n428_TLPn428_des) X,Tmax(n428_TLPn428_des) Y,Tmax(n441_TLPn441_des) X,Tmax(n441_TLPn441_des) Y,Tmax(n454_TLPn454_des) X,Tmax(n454_TLPn454_des) Y,Tmax(n467_TLPn467_des) X,Tmax(n467_TLPn467_des) Y,Tmax(n480_TLPn480_des) X,Tmax(n480_TLPn480_des) Y,Tmax(n493_TLPn493_des) X,Tmax(n493_TLPn493_des) Y,Tmax(n506_TLPn506_des) X,Tmax(n506_TLPn506_des) Y,Tmax(n519_TLPn519_des) X,Tmax(n519_TLPn519_des) Y,Tmax(n532_TLPn532_des) X,Tmax(n532_TLPn532_des) Y,Tmax(n545_TLPn545_des) X,Tmax(n545_TLPn545_des) Y,Tmax(n558_TLPn558_des) X,Tmax(n558_TLPn558_des) Y,Tmax(n571_TLPn571_des) X,Tmax(n571_TLPn571_des) Y,Tmax(n584_TLPn584_des) X,Tmax(n584_TLPn584_des) Y
-2.36E-05,300,0.67841653,300.56143,0.77696876,306.38503,0.91990969,374.92153,0.95933784,325.65689,1.0073628,445.44403,1.0314389,464.54871,1.0297186,338.35613,1.0558554,345.696,0.5009512,300.0029,0.58792241,300.04757,0.81038832,313.29015,0.83183641,320.44036,0.84849915,327.7773,0.86266419,335.28056,0.8753647,342.93359,0.88715663,350.72973,0.89837666,358.6601,0.90924367,366.72372,0.93453092,319.69874,0.94308113,321.66332,0.95133314,323.64938,0.97333685,417.93471,0.98443811,426.95678,0.99577007,436.12528,1.0192439,454.91718,1.0096205,333.00643,1.0163834,334.77448,1.0230799,336.55856,1.0363087,340.16966,1.0428571,341.99723,1.0493704,343.83859
-2.36E-05,300,0.67829972,300.67657,0.77610627,307.68756,0.91859598,390.31573,0.95944452,331.19729,1.013587,476.13822,1.0409078,499.60555,1.032044,346.83532,1.05954,355.84405,0.5009501,300.00377,0.58790911,300.05766,0.80895061,315.99815,0.8299925,324.60278,0.84638504,333.43858,0.86040415,342.47507,0.87307414,351.69658,0.88494673,361.09623,0.89635658,370.66561,0.90752208,380.40471,0.93421164,323.94181,0.94288291,326.33359,0.95127699,328.75197,0.97578434,442.52431,0.98800783,453.52693,1.0005967,464.72928,1.0270131,487.76117,1.0110996,340.28003,1.0181282,342.44561,1.0251067,344.63155,1.038949,349.05942,1.0458289,351.30198,1.0526903,353.56275
-2.36E-05,300,0.67815956,300.8147,0.77507244,309.24914,0.91715749,408.81638,0.95959002,337.85654,1.0220317,513.44815,1.0537021,542.40612,1.0349018,357.05767,1.0640749,368.09894,0.50094845,300.00481,0.58789315,300.06976,0.80722923,319.24306,0.82778597,329.59336,0.84386119,340.22267,0.85771349,351.09787,0.87035865,362.20232,0.88234436,373.5296,0.89400399,385.07262,0.9055567,396.83333,0.93383692,329.03812,0.94265599,331.94384,0.95122355,334.8832,0.97923594,472.25387,0.99293465,485.70353,1.0071843,499.43086,1.0375225,527.76866,1.0129179,349.03909,1.0202725,351.68673,1.0275975,354.36042,1.0421947,359.78106,1.0494833,362.52875,1.0567743,365.30058
-2.36E-05,300,0.67799142,300.98043,0.77383357,311.12093,0.91564455,431.05699,0.95979039,345.8628,1.0337059,558.98154,1.0713141,594.95251,1.0384317,369.39241,1.0696863,382.91628,0.50094645,300.00606,0.587874,300.08428,0.80516954,323.12955,0.82514903,335.57164,0.84085206,348.34944,0.85451683,361.42907,0.86715034,374.79381,0.879297,388.4389,0.89129052,402.36013,0.90498966,401.76293,0.93339967,335.1594,0.94239976,338.68442,0.95117991,342.2521,0.98418469,508.27524,0.99985797,524.77501,1.0163437,541.66976,1.0520084,576.73413,1.0151642,359.59388,1.0229207,362.82724,1.0306735,366.09422,1.0462048,372.72451,1.0540002,376.08879,1.0618249,379.4852
-2.36E-05,300,0.6777897,301.17925,0.77234946,313.3639,0.91416005,457.80657,0.96006909,355.49163,1.0500898,614.87027,1.0956496,659.95458,1.042818,384.29191,1.0766765,400.85899,0.50094404,300.00755,0.58785102,300.10171,0.8027038,327.78788,0.82200083,342.73017,0.83727028,358.08036,0.85072948,373.80196,0.86337708,389.8795,0.87575599,406.313,0.88820339,423.10285,0.90432336,407.67985,0.93289329,342.51281,0.94211605,346.78463,0.95115791,351.11075,0.99138837,552.05795,1.0097505,572.40609,1.0292916,593.33065,1.0722042,637.06519,1.0179555,372.32248,1.0262105,376.26924,1.0344949,380.2598,1.05119,388.36849,1.0596186,392.48799,1.0681115,396.65057
-2.36E-05,300,0.67755262,301.41292,0.77060826,315.99639,0.91291308,489.35116,0.96046074,367.07624,1.0719548,682.5154,1.123306,739.019,1.0483098,402.31309,1.0854567,422.62742,0.50094121,300.00932,0.58782401,300.1222,0.79981568,333.25228,0.8183227,351.1245,0.83310171,369.49053,0.84634828,388.31318,0.85905457,407.58146,0.87176574,427.30292,0.88482719,447.48775,0.90354463,414.78214,0.93231283,351.34775,0.94181097,356.5209,0.9511768,361.76349,1.0017271,604.41715,1.0236436,629.58875,1.0470974,655.60585,1.0977451,710.33644,1.0214494,387.68719,1.0303274,392.50546,1.0392775,397.3814,1.0574352,407.30379,1.0666625,412.35229,1.0759999,417.45911
-2.36E-05,300,0.67731561,301.64652,0.76887052,318.62469,0.91224272,521.00832,0.96101698,381.02017,1.0883532,751.70654,1.1268907,758.8816,1.0552494,424.14596,1.0965996,449.10132,0.50093838,300.01108,0.58779699,300.14268,0.79693896,338.7041,0.81466972,359.49637,0.82898036,380.86933,0.84204801,402.78776,0.85486219,425.24815,0.86797466,448.26899,0.88174388,471.87418,0.90264092,423.30776,0.93165696,361.96458,0.94149793,368.22668,0.9512676,374.57813,1.0137711,657.77238,1.0388737,688.05482,1.0644996,719.40781,1.1056259,784.54596,1.0258614,406.25572,1.0355254,412.14267,1.0453175,418.10654,1.0653333,430.26477,1.0755795,436.46239,1.085998,442.73994
-2.36E-05,300,0.67707869,301.88005,0.7671362,321.24888,0.91217778,552.79904,0.96181573,397.81326,1.0589192,818.90547,1.1262895,782.72663,1.0641182,450.65311,1.1109222,481.4008,0.50093555,300.01284,0.58776999,300.16317,0.79407393,344.14315,0.81104281,367.84528,0.82490847,392.21605,0.83783313,417.22509,0.85080761,442.87973,0.86705908,453.50913,0.87897098,496.26795,0.90160207,433.54276,0.93093124,374.72528,0.94120252,382.30469,0.9514799,389.99997,1.01684,671.17532,1.048288,747.42726,1.0633024,783.40903,1.0220095,852.14014,1.031493,428.7296,1.0421599,435.93345,1.0530303,443.24143,1.0754383,458.17342,1.0870036,465.80282,1.0988269,473.54358
-2.36E-05,300,0.67684183,302.1135,0.76540533,323.86893,0.91272239,584.74632,0.96297582,418.05209,0.90803169,874.67133,1.1134807,810.97542,1.0756092,482.92667,1.1296195,520.97905,0.50093272,300.0146,0.58774298,300.18365,0.79122081,349.56926,0.80744287,376.17085,0.8208882,403.53018,0.83370776,431.62495,0.84689772,460.47711,0.86597812,459.79531,0.8765226,520.67655,0.90042331,445.83118,0.93015363,390.06652,0.94097045,399.24211,0.95189287,408.56939,1.0203874,687.34782,1.0243667,805.43468,0.98942958,842.26958,0.78571245,901.01662,1.0387742,455.98332,1.0507397,464.82052,1.063012,473.80121,1.0885507,492.20372,1.101854,501.63478,1.1155371,511.2241
-2.36E-05,300,0.67662694,302.32531,0.76383722,326.24357,0.91369268,613.88629,0.96468007,442.467,0.66471478,909.2341,1.0700373,843.28299,1.0907428,522.37428,1.1544827,569.77016,0.50093016,300.0162,0.58771847,300.20224,0.7886417,354.48298,0.80419936,383.7073,0.8172855,413.77129,0.83004399,444.66292,0.84347933,476.42077,0.86470687,467.33598,0.87458928,542.84779,0.89911007,460.58735,0.92936348,408.51603,0.94088035,419.62993,0.95263267,430.94473,1.0241493,706.87218,0.9285908,852.31339,0.81548373,884.49432,0.50799012,927.20061,1.0483329,489.12072,1.0620086,500.00177,1.0761368,511.08482,1.1058538,533.88041,1.1214958,545.60916,1.1376958,557.56858
-,-,-,-,-,-,-,-,0.96721171,471.95911,-,-,0.96426237,877.36013,1.1110506,570.85506,1.1881845,630.43135,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.8632193,476.38109,-,-,0.89768577,478.31116,0.92863619,430.71344,0.94106415,444.18817,0.95390001,457.93289,1.0271148,730.42911,-,-,-,-,-,-,1.0611029,529.56022,1.0770766,543.03003,1.0937134,556.79158,1.1291283,585.23697,1.1479846,599.94978,1.1676575,615.00837
-,-,-,-,-,-,-,-,0.97101126,507.65356,-,-,0.77035842,908.29816,1.1387842,630.89808,1.2334208,706.64987,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.86148979,487.23034,-,-,0.89620383,499.6075,0.92810648,457.43784,0.94173933,473.80025,0.95601349,490.53208,1.0260337,758.72997,-,-,-,-,-,-,1.0784901,579.16915,1.0976105,595.97229,1.1176937,613.20862,1.1609172,649.06682,1.1841025,667.73547,1.208307,686.92404
-,-,-,-,-,-,-,-,0.97676125,550.97943,-,-,0.51447866,931.0692,1.1757578,705.94623,1.2709825,801.53303,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.8594959,500.24336,-,-,0.89476566,525.21173,0.92800498,489.64573,0.94325872,509.56187,0.95947559,529.99454,1.0112467,792.20133,-,-,-,-,-,-,1.1024822,640.47326,1.1258008,661.64849,1.1502881,683.46762,1.2017825,729.08352,1.2275088,752.83,1.2514039,777.06072
-,-,-,-,-,-,-,-,0.98461279,599.04277,-,-,0.45024878,935.48066,1.2001329,798.47074,1.1133665,897.33078,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.85818526,509.13297,-,-,0.8936299,553.2872,0.92861199,525.06233,0.94587199,548.98657,0.96449687,573.62705,0.98653918,814.44171,-,-,-,-,-,-,1.1334357,716.79398,1.1591161,743.54054,1.1825241,770.88598,1.2068146,825.6885,1.196834,851.72685,1.1659898,875.78864
-,-,-,-,-,-,-,-,0.99388683,647.8689,-,-,0.38470992,939.88752,1.056043,884.61036,0.65860986,950.93912,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.89301351,577.69404,0.93001135,560.70075,0.94951595,588.7712,0.9707931,617.79959,-,-,-,-,-,-,-,-,1.1407141,801.20254,1.1376241,831.28879,1.1821089,794.79174,0.97629802,906.28056,0.87791652,924.35001,0.76925642,939.07108
-,-,-,-,-,-,-,-,1.0030185,697.45576,-,-,0.32416449,944.22776,0.685232,934.55991,0.5014448,960.48713,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.93220438,596.59508,0.95409349,628.96198,0.97791369,662.55914,-,-,-,-,-,-,-,-,1.0101129,873.89856,0.92087962,898.61526,1.1679921,823.0663,0.56421385,946.94211,0.4563252,956.81374,0.60967048,950.85192
-,-,-,-,-,-,-,-,1.0054624,747.41875,-,-,0.32068674,944.49578,0.5527965,944.12389,0.49831795,960.66471,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.93505748,632.775,0.95902197,669.57816,0.98377625,707.8425,-,-,-,-,-,-,-,-,0.70313921,920.21918,0.56656478,935.59163,1.1203252,855.27328,0.44081279,954.47245,0.44791803,957.30825,0.55875606,954.02368
-,-,-,-,-,-,-,-,0.99848048,772.92283,-,-,0.31965421,944.5759,0.51189111,946.73689,0.4945601,960.87576,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.93662893,651.43079,0.96111424,690.53554,0.98436571,731.16644,-,-,-,-,-,-,-,-,0.59249814,929.58812,0.45910589,942.75936,1.0065628,889.00863,0.43160178,955.02304,0.43803009,957.8854,0.50187237,957.36791
-,-,-,-,-,-,-,-,-,-,-,-,0.31934544,944.59991,0.46634926,949.54371,0.49009074,961.1262,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.4708799,938.13524,0.42808061,944.73878,0.8022107,919.38905,0.42886141,955.18697,0.42657666,958.55636,0.49756633,957.61611
-,-,-,-,-,-,-,-,-,-,-,-,0.3189758,944.62868,0.46293141,949.75238,0.48875355,961.20108,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.43524458,940.47147,0.42577205,944.88629,0.53523824,941.58991,0.42560588,955.38192,0.42318761,958.75575,0.49627467,957.69034
-,-,-,-,-,-,-,-,-,-,-,-,0.31853351,944.66315,0.45886208,950.00018,0.48715394,961.29057,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.39684973,942.98881,0.42302099,945.06196,0.45023814,946.99905,0.42174823,955.61337,0.42217522,958.8154,0.49472847,957.77907
-,-,-,-,-,-,-,-,-,-,-,-,0.31800459,944.70444,0.45764486,950.07428,0.48524242,961.39746,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.39402708,943.17606,0.41975241,945.27086,0.42585518,948.51847,0.41718976,955.88758,0.42096516,958.88673,0.49287979,957.88508
-,-,-,-,-,-,-,-,-,-,-,-,0.3173725,944.75387,0.456189,950.16287,0.48296026,961.52499,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.39067908,943.39855,0.41587764,945.51885,0.39899092,950.20821,0.41182142,956.2117,0.4195203,958.97199,0.49067131,958.0116
-,-,-,-,-,-,-,-,-,-,-,-,0.31661776,944.81304,0.45444947,950.2687,0.48023858,961.67699,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.38672228,943.6624,0.41129662,945.81261,0.39122452,950.70371,0.41022309,956.30849,0.41779692,959.0738,0.48803559,958.16245
-,-,-,-,-,-,-,-,-,-,-,-,0.31639187,944.83077,0.45237292,950.39501,0.47699705,961.85792,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.38206159,943.97462,0.40589866,946.15975,0.3822397,951.2825,0.40831813,956.42401,0.41574392,959.19527,0.48724619,958.20762
-,-,-,-,-,-,-,-,-,-,-,-,0.3161213,944.85203,0.45175109,950.43284,0.47314275,962.07294,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.37659417,944.3431,0.40429073,946.26341,0.37193603,951.95542,0.40605139,956.56174,0.41330195,959.34004,0.48630053,958.26169
-,-,-,-,-,-,-,-,-,-,-,-,0.31579731,944.87751,0.45100615,950.47815,0.46856919,962.328,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.37021245,944.77663,0.40380938,946.29447,0.36024374,952.73365,0.40335897,956.72575,0.41040271,959.51233,0.48516842,958.3264
-,-,-,-,-,-,-,-,-,-,-,-,0.31540953,944.90805,0.45011425,950.5324,0.46315596,962.62989,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.36280929,945.28488,0.40323285,946.33167,0.35682588,952.96457,0.40016781,956.92074,0.4095368,959.56389,0.48381386,958.4038
-,-,-,-,-,-,-,-,-,-,-,-,0.31494562,944.94463,0.44904694,950.59731,0.45676927,962.98625,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.36062163,945.43629,0.4025427,946.37623,0.35281026,953.23809,0.39639547,957.15216,0.4085016,959.62558,0.48219412,958.4963
-,-,-,-,-,-,-,-,-,-,-,-,0.314391,944.98844,0.44777046,950.67495,0.44926411,963.40561,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.35802927,945.61649,0.40171697,946.42957,0.35161738,953.31983,0.3919504,957.42625,0.40726518,959.69934,0.48025875,958.60677
-,-,-,-,-,-,-,-,-,-,-,-,0.31372842,945.04088,0.44624488,950.76774,0.44702967,963.53068,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3549656,945.83061,0.40072964,946.4934,0.35019693,953.41746,0.39062731,957.50816,0.40578986,959.78749,0.47794833,958.73858
-,-,-,-,-,-,-,-,-,-,-,-,0.31293756,945.10364,0.44442314,950.87855,0.4443688,963.67971,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.35135639,946.08453,0.39954992,946.56973,0.3485082,953.53397,0.38905006,957.60598,0.40403155,959.89273,0.47519326,958.89567
-,-,-,-,-,-,-,-,-,-,-,-,0.3119946,945.17868,0.44225,951.01076,0.44120634,963.85706,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.35028271,946.16044,0.39814159,946.66096,0.34800379,953.56886,0.38717261,957.72272,0.40193892,960.01826,0.47191249,959.08264
-,-,-,-,-,-,-,-,-,-,-,-,0.31171259,945.20117,0.43966094,951.16833,0.43745563,964.06775,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3490029,946.25116,0.39646214,946.76989,0.34740052,953.61065,0.38494157,957.86186,0.39945267,960.1678,0.4680123,959.3048
-,-,-,-,-,-,-,-,-,-,-,-,0.31137497,945.22812,0.43658116,951.35586,0.43301862,964.31756,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.34747955,946.35946,0.39446198,946.89984,0.34667952,953.66068,0.3822957,958.02751,0.39650491,960.34572,0.46338549,959.56829
-,-,-,-,-,-,-,-,-,-,-,-,0.31097094,945.26042,0.4329246,951.57869,0.431695,964.39224,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.34702424,946.39191,0.39208362,947.0547,0.34581853,953.72054,0.37916556,958.2244,0.39301881,960.55704,0.45791103,959.88006
-,-,-,-,-,-,-,-,-,-,-,-,0.31066901,945.28458,0.42859345,951.84295,0.43011469,964.48147,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.34647947,946.43077,0.38926099,947.23898,0.34479135,953.79212,0.37823246,958.28329,0.38890875,960.80753,0.45145483,960.24799
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.42347818,952.15566,0.42823036,964.58799,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.34582804,946.4773,0.38591894,947.45791,0.34356737,953.87767,0.37711848,958.35373,0.38408125,961.1038,0.44387206,960.68078
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.42195279,952.24907,0.42598654,964.71504,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.34504964,946.533,0.38197318,947.71753,0.34211092,953.97984,0.37579003,958.43791,0.37843698,961.45327,0.43501221,961.18797
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.42013279,952.36061,0.42331899,964.86637,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3441203,946.59963,0.37733093,948.02469,0.34038081,954.10172,0.37420785,958.53843,0.37187447,961.86421,0.43238113,961.33905
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.41796439,952.49364,0.42015394,965.04639,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3430119,946.67928,0.37189259,948.38715,0.33832979,954.24696,0.37373481,958.56855,0.36429584,962.34571,0.42925504,961.51881
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.41731572,952.53348,0.41640766,965.26015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.34169157,946.77445,0.3655549,948.81355,0.3359043,954.41981,0.37316869,958.60462,0.35561514,962.9076,0.42554986,961.73234
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.41653924,952.58119,0.41198647,965.51349,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.34012112,946.88804,0.36508318,948.84549,0.33518172,954.47153,0.37249157,958.64781,0.35306815,963.07478,0.42117015,961.9855
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.41561037,952.63828,0.4067876,965.81303,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3382565,947.0235,0.3645185,948.88374,0.33431922,954.53342,0.37168221,958.69952,0.35006398,963.27343,0.41601022,962.28494
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.41449996,952.70658,0.40070134,966.16621,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.33604739,947.18482,0.3643493,948.89521,0.33406112,954.55197,0.37071557,958.76138,0.34653295,963.50903,0.41447389,962.37439
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.41317357,952.78823,0.39889506,966.27161,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.33343688,947.37669,0.36414645,948.90896,0.333752,954.57421,0.3695622,958.83534,0.34239997,963.78787,0.41264251,962.48117
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.41159069,952.88578,0.39674707,966.3973,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.33036163,947.60448,0.36390332,948.92545,0.3333819,954.60086,0.3681876,958.92372,0.3375866,964.11704,0.41046286,962.60852
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.40970388,953.00222,0.39419786,966.54699,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.32675243,947.87441,0.36361197,948.94523,0.33293901,954.63279,0.36655162,959.02922,0.33616352,964.21531,0.4078732,962.76021
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.40745791,953.14104,0.39117946,966.72503,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.32253549,948.19351,0.36326294,948.96893,0.33240929,954.67103,0.36460781,959.15505,0.33447436,964.33255,0.40480282,962.94065
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.40478897,953.30637,0.38761548,966.93642,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.32128664,948.28882,0.36284497,948.99733,0.33177615,954.71683,0.36230291,959.30494,0.33247365,964.47228,0.40388645,962.99464
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.40162395,953.50295,0.38655404,966.99963,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.31980254,948.40259,0.36234462,949.03136,0.33101998,954.77164,0.3595765,959.48324,0.33187724,964.51411,0.4027915,963.05922
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.39788012,953.7363,0.38528773,967.0752,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.31804226,948.53824,0.36174597,949.07212,0.33011775,954.83721,0.35636094,959.695,0.33116495,964.56418,0.4014845,963.13642
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.39346531,954.01271,0.38377892,967.16547,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.31595923,948.6998,0.36103012,949.12092,0.32984781,954.85686,0.35258187,959.94599,0.33031502,964.62409,0.3999261,963.22865
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.38827897,954.33933,0.38198378,967.27321,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.31350114,948.89194,0.36017475,949.17932,0.32952457,954.88041,0.35145925,960.02101,0.32930199,964.69573,0.39807038,963.33873
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.38221453,954.72419,0.37985171,967.40166,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.31061008,949.12007,0.35915354,949.24917,0.32913764,954.90864,0.3501223,960.11064,0.3280962,964.78133,0.39586414,963.46997
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.37516366,955.17616,0.37732479,967.5546,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30722325,949.39039,0.35793559,949.33266,0.32867469,954.94246,0.34853252,960.21764,0.32666327,964.88353,0.3932462,963.62624
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3670229,955.70492,0.37433751,967.73646,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3032743,949.70999,0.35648481,949.43238,0.32812114,954.98296,0.34664559,960.34523,0.32496372,965.00544,0.39014698,963.81206
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.35770334,956.32084,0.37081683,967.9523,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30210644,949.80545,0.35475928,949.55138,0.3274597,955.03145,0.3444109,960.4972,0.3229526,965.15069,0.38648841,964.03261
