N1_contact TotalCurrent(n101_TLPn101_des) X,N1_contact TotalCurrent(n101_TLPn101_des) Y,N1_contact TotalCurrent(n102_TLPn102_des) X,N1_contact TotalCurrent(n102_TLPn102_des) Y,N1_contact TotalCurrent(n103_TLPn103_des) X,N1_contact TotalCurrent(n103_TLPn103_des) Y,N1_contact TotalCurrent(n104_TLPn104_des) X,N1_contact TotalCurrent(n104_TLPn104_des) Y,N1_contact TotalCurrent(n105_TLPn105_des) X,N1_contact TotalCurrent(n105_TLPn105_des) Y,N1_contact TotalCurrent(n106_TLPn106_des) X,N1_contact TotalCurrent(n106_TLPn106_des) Y,N1_contact TotalCurrent(n107_TLPn107_des) X,N1_contact TotalCurrent(n107_TLPn107_des) Y,N1_contact TotalCurrent(n108_TLPn108_des) X,N1_contact TotalCurrent(n108_TLPn108_des) Y,N1_contact TotalCurrent(n109_TLPn109_des) X,N1_contact TotalCurrent(n109_TLPn109_des) Y,N1_contact TotalCurrent(n298_TLPn298_des) X,N1_contact TotalCurrent(n298_TLPn298_des) Y,N1_contact TotalCurrent(n311_TLPn311_des) X,N1_contact TotalCurrent(n311_TLPn311_des) Y,N1_contact TotalCurrent(n324_TLPn324_des) X,N1_contact TotalCurrent(n324_TLPn324_des) Y,N1_contact TotalCurrent(n337_TLPn337_des) X,N1_contact TotalCurrent(n337_TLPn337_des) Y,N1_contact TotalCurrent(n350_TLPn350_des) X,N1_contact TotalCurrent(n350_TLPn350_des) Y,N1_contact TotalCurrent(n363_TLPn363_des) X,N1_contact TotalCurrent(n363_TLPn363_des) Y,N1_contact TotalCurrent(n376_TLPn376_des) X,N1_contact TotalCurrent(n376_TLPn376_des) Y,N1_contact TotalCurrent(n389_TLPn389_des) X,N1_contact TotalCurrent(n389_TLPn389_des) Y,N1_contact TotalCurrent(n402_TLPn402_des) X,N1_contact TotalCurrent(n402_TLPn402_des) Y,N1_contact TotalCurrent(n415_TLPn415_des) X,N1_contact TotalCurrent(n415_TLPn415_des) Y,N1_contact TotalCurrent(n428_TLPn428_des) X,N1_contact TotalCurrent(n428_TLPn428_des) Y,N1_contact TotalCurrent(n441_TLPn441_des) X,N1_contact TotalCurrent(n441_TLPn441_des) Y,N1_contact TotalCurrent(n454_TLPn454_des) X,N1_contact TotalCurrent(n454_TLPn454_des) Y,N1_contact TotalCurrent(n467_TLPn467_des) X,N1_contact TotalCurrent(n467_TLPn467_des) Y,N1_contact TotalCurrent(n480_TLPn480_des) X,N1_contact TotalCurrent(n480_TLPn480_des) Y,N1_contact TotalCurrent(n493_TLPn493_des) X,N1_contact TotalCurrent(n493_TLPn493_des) Y,N1_contact TotalCurrent(n506_TLPn506_des) X,N1_contact TotalCurrent(n506_TLPn506_des) Y,N1_contact TotalCurrent(n519_TLPn519_des) X,N1_contact TotalCurrent(n519_TLPn519_des) Y,N1_contact TotalCurrent(n532_TLPn532_des) X,N1_contact TotalCurrent(n532_TLPn532_des) Y,N1_contact TotalCurrent(n545_TLPn545_des) X,N1_contact TotalCurrent(n545_TLPn545_des) Y,N1_contact TotalCurrent(n558_TLPn558_des) X,N1_contact TotalCurrent(n558_TLPn558_des) Y,N1_contact TotalCurrent(n571_TLPn571_des) X,N1_contact TotalCurrent(n571_TLPn571_des) Y,N1_contact TotalCurrent(n584_TLPn584_des) X,N1_contact TotalCurrent(n584_TLPn584_des) Y,N1_contact Temperature(n101_TLPn101_des) X,N1_contact Temperature(n101_TLPn101_des) Y,N1_contact Temperature(n102_TLPn102_des) X,N1_contact Temperature(n102_TLPn102_des) Y,N1_contact Temperature(n103_TLPn103_des) X,N1_contact Temperature(n103_TLPn103_des) Y,N1_contact Temperature(n104_TLPn104_des) X,N1_contact Temperature(n104_TLPn104_des) Y,N1_contact Temperature(n105_TLPn105_des) X,N1_contact Temperature(n105_TLPn105_des) Y,N1_contact Temperature(n106_TLPn106_des) X,N1_contact Temperature(n106_TLPn106_des) Y,N1_contact Temperature(n107_TLPn107_des) X,N1_contact Temperature(n107_TLPn107_des) Y,N1_contact Temperature(n108_TLPn108_des) X,N1_contact Temperature(n108_TLPn108_des) Y,N1_contact Temperature(n109_TLPn109_des) X,N1_contact Temperature(n109_TLPn109_des) Y,N1_contact Temperature(n298_TLPn298_des) X,N1_contact Temperature(n298_TLPn298_des) Y,N1_contact Temperature(n311_TLPn311_des) X,N1_contact Temperature(n311_TLPn311_des) Y,N1_contact Temperature(n324_TLPn324_des) X,N1_contact Temperature(n324_TLPn324_des) Y,N1_contact Temperature(n337_TLPn337_des) X,N1_contact Temperature(n337_TLPn337_des) Y,N1_contact Temperature(n350_TLPn350_des) X,N1_contact Temperature(n350_TLPn350_des) Y,N1_contact Temperature(n363_TLPn363_des) X,N1_contact Temperature(n363_TLPn363_des) Y,N1_contact Temperature(n376_TLPn376_des) X,N1_contact Temperature(n376_TLPn376_des) Y,N1_contact Temperature(n389_TLPn389_des) X,N1_contact Temperature(n389_TLPn389_des) Y,N1_contact Temperature(n402_TLPn402_des) X,N1_contact Temperature(n402_TLPn402_des) Y,N1_contact Temperature(n415_TLPn415_des) X,N1_contact Temperature(n415_TLPn415_des) Y,N1_contact Temperature(n428_TLPn428_des) X,N1_contact Temperature(n428_TLPn428_des) Y,N1_contact Temperature(n441_TLPn441_des) X,N1_contact Temperature(n441_TLPn441_des) Y,N1_contact Temperature(n454_TLPn454_des) X,N1_contact Temperature(n454_TLPn454_des) Y,N1_contact Temperature(n467_TLPn467_des) X,N1_contact Temperature(n467_TLPn467_des) Y,N1_contact Temperature(n480_TLPn480_des) X,N1_contact Temperature(n480_TLPn480_des) Y,N1_contact Temperature(n493_TLPn493_des) X,N1_contact Temperature(n493_TLPn493_des) Y,N1_contact Temperature(n506_TLPn506_des) X,N1_contact Temperature(n506_TLPn506_des) Y,N1_contact Temperature(n519_TLPn519_des) X,N1_contact Temperature(n519_TLPn519_des) Y,N1_contact Temperature(n532_TLPn532_des) X,N1_contact Temperature(n532_TLPn532_des) Y,N1_contact Temperature(n545_TLPn545_des) X,N1_contact Temperature(n545_TLPn545_des) Y,N1_contact Temperature(n558_TLPn558_des) X,N1_contact Temperature(n558_TLPn558_des) Y,N1_contact Temperature(n571_TLPn571_des) X,N1_contact Temperature(n571_TLPn571_des) Y,N1_contact Temperature(n584_TLPn584_des) X,N1_contact Temperature(n584_TLPn584_des) Y
-2.36E-05,-1.40E-19,0.6777897,1.00E-08,0.77234946,1.00E-07,0.91416005,1.00E-06,0.96006909,1.40E-06,1.0500898,1.80E-06,1.0956496,2.00E-06,1.042818,2.40E-06,1.0766765,2.80E-06,0.50094404,1.00E-10,0.58785102,1.00E-09,0.8027038,2.00E-07,0.82200083,3.00E-07,0.83727028,4.00E-07,0.85072948,5.00E-07,0.86337708,6.00E-07,0.87575599,7.00E-07,0.88820339,8.00E-07,0.90432336,9.00E-07,0.93289329,1.10E-06,0.94211605,1.20E-06,0.95115791,1.30E-06,0.99138837,1.50E-06,1.0097505,1.60E-06,1.0292916,1.70E-06,1.0722042,1.90E-06,1.0179555,2.10E-06,1.0262105,2.20E-06,1.0344949,2.30E-06,1.05119,2.50E-06,1.0596186,2.60E-06,1.0681115,2.70E-06,-2.36E-05,300,0.6777897,300,0.77234946,300,0.91416005,300,0.96006909,300,1.0500898,300,1.0956496,300,1.042818,300,1.0766765,300,0.50094404,300,0.58785102,300,0.8027038,300,0.82200083,300,0.83727028,300,0.85072948,300,0.86337708,300,0.87575599,300,0.88820339,300,0.90432336,300,0.93289329,300,0.94211605,300,0.95115791,300,0.99138837,300,1.0097505,300,1.0292916,300,1.0722042,300,1.0179555,300,1.0262105,300,1.0344949,300,1.05119,300,1.0596186,300,1.0681115,300
-2.36E-05,1.33E-17,0.67755262,1.00E-08,0.77060826,1.00E-07,0.91291308,1.00E-06,0.96046074,1.40E-06,1.0719548,1.80E-06,1.123306,2.00E-06,1.0483098,2.40E-06,1.0854567,2.80E-06,0.50094121,1.00E-10,0.58782401,1.00E-09,0.79981568,2.00E-07,0.8183227,3.00E-07,0.83310171,4.00E-07,0.84634828,5.00E-07,0.85905457,6.00E-07,0.87176574,7.00E-07,0.88482719,8.00E-07,0.90354463,9.00E-07,0.93231283,1.10E-06,0.94181097,1.20E-06,0.9511768,1.30E-06,1.0017271,1.50E-06,1.0236436,1.60E-06,1.0470974,1.70E-06,1.0977451,1.90E-06,1.0214494,2.10E-06,1.0303274,2.20E-06,1.0392775,2.30E-06,1.0574352,2.50E-06,1.0666625,2.60E-06,1.0759999,2.70E-06,-2.36E-05,300,0.67755262,300,0.77060826,300,0.91291308,300,0.96046074,300,1.0719548,300,1.123306,300,1.0483098,300,1.0854567,300,0.50094121,300,0.58782401,300,0.79981568,300,0.8183227,300,0.83310171,300,0.84634828,300,0.85905457,300,0.87176574,300,0.88482719,300,0.90354463,300,0.93231283,300,0.94181097,300,0.9511768,300,1.0017271,300,1.0236436,300,1.0470974,300,1.0977451,300,1.0214494,300,1.0303274,300,1.0392775,300,1.0574352,300,1.0666625,300,1.0759999,300
-2.36E-05,-2.69E-17,0.67731561,1.00E-08,0.76887052,1.00E-07,0.91224272,1.00E-06,0.96101698,1.40E-06,1.0883532,1.80E-06,1.1268907,2.00E-06,1.0552494,2.40E-06,1.0965996,2.80E-06,0.50093838,1.00E-10,0.58779699,1.00E-09,0.79693896,2.00E-07,0.81466972,3.00E-07,0.82898036,4.00E-07,0.84204801,5.00E-07,0.85486219,6.00E-07,0.86797466,7.00E-07,0.88174388,8.00E-07,0.90264092,9.00E-07,0.93165696,1.10E-06,0.94149793,1.20E-06,0.9512676,1.30E-06,1.0137711,1.50E-06,1.0388737,1.60E-06,1.0644996,1.70E-06,1.1056259,1.90E-06,1.0258614,2.10E-06,1.0355254,2.20E-06,1.0453175,2.30E-06,1.0653333,2.50E-06,1.0755795,2.60E-06,1.085998,2.70E-06,-2.36E-05,300,0.67731561,300,0.76887052,300,0.91224272,300,0.96101698,300,1.0883532,300,1.1268907,300,1.0552494,300,1.0965996,300,0.50093838,300,0.58779699,300,0.79693896,300,0.81466972,300,0.82898036,300,0.84204801,300,0.85486219,300,0.86797466,300,0.88174388,300,0.90264092,300,0.93165696,300,0.94149793,300,0.9512676,300,1.0137711,300,1.0388737,300,1.0644996,300,1.1056259,300,1.0258614,300,1.0355254,300,1.0453175,300,1.0653333,300,1.0755795,300,1.085998,300
-2.36E-05,-9.10E-18,0.67707869,1.00E-08,0.7671362,1.00E-07,0.91217778,1.00E-06,0.96181573,1.40E-06,1.0589192,1.80E-06,1.1262895,2.00E-06,1.0641182,2.40E-06,1.1109222,2.80E-06,0.50093555,1.00E-10,0.58776999,1.00E-09,0.79407393,2.00E-07,0.81104281,3.00E-07,0.82490847,4.00E-07,0.83783313,5.00E-07,0.85080761,6.00E-07,0.86705908,7.00E-07,0.87897098,8.00E-07,0.90160207,9.00E-07,0.93093124,1.10E-06,0.94120252,1.20E-06,0.9514799,1.30E-06,1.01684,1.50E-06,1.048288,1.60E-06,1.0633024,1.70E-06,1.0220095,1.90E-06,1.031493,2.10E-06,1.0421599,2.20E-06,1.0530303,2.30E-06,1.0754383,2.50E-06,1.0870036,2.60E-06,1.0988269,2.70E-06,-2.36E-05,300,0.67707869,300,0.7671362,300,0.91217778,300,0.96181573,300,1.0589192,300,1.1262895,300,1.0641182,300,1.1109222,300,0.50093555,300,0.58776999,300,0.79407393,300,0.81104281,300,0.82490847,300,0.83783313,300,0.85080761,300,0.86705908,300,0.87897098,300,0.90160207,300,0.93093124,300,0.94120252,300,0.9514799,300,1.01684,300,1.048288,300,1.0633024,300,1.0220095,300,1.031493,300,1.0421599,300,1.0530303,300,1.0754383,300,1.0870036,300,1.0988269,300
-2.36E-05,-6.58E-18,0.67684183,1.00E-08,0.76540533,1.00E-07,0.91272239,1.00E-06,0.96297582,1.40E-06,0.90803169,1.80E-06,1.1134807,2.00E-06,1.0756092,2.40E-06,1.1296195,2.80E-06,0.50093272,1.00E-10,0.58774298,1.00E-09,0.79122081,2.00E-07,0.80744287,3.00E-07,0.8208882,4.00E-07,0.83370776,5.00E-07,0.84689772,6.00E-07,0.86597812,7.00E-07,0.8765226,8.00E-07,0.90042331,9.00E-07,0.93015363,1.10E-06,0.94097045,1.20E-06,0.95189287,1.30E-06,1.0203874,1.50E-06,1.0243667,1.60E-06,0.98942958,1.70E-06,0.78571245,1.90E-06,1.0387742,2.10E-06,1.0507397,2.20E-06,1.063012,2.30E-06,1.0885507,2.50E-06,1.101854,2.60E-06,1.1155371,2.70E-06,-2.36E-05,300,0.67684183,300,0.76540533,300,0.91272239,300,0.96297582,300,0.90803169,300,1.1134807,300,1.0756092,300,1.1296195,300,0.50093272,300,0.58774298,300,0.79122081,300,0.80744287,300,0.8208882,300,0.83370776,300,0.84689772,300,0.86597812,300,0.8765226,300,0.90042331,300,0.93015363,300,0.94097045,300,0.95189287,300,1.0203874,300,1.0243667,300,0.98942958,300,0.78571245,300,1.0387742,300,1.0507397,300,1.063012,300,1.0885507,300,1.101854,300,1.1155371,300
-2.36E-05,4.14E-17,0.67662694,1.00E-08,0.76383722,1.00E-07,0.91369268,1.00E-06,0.96468007,1.40E-06,0.66471478,1.80E-06,1.0700373,2.00E-06,1.0907428,2.40E-06,1.1544827,2.80E-06,0.50093016,1.00E-10,0.58771847,1.00E-09,0.7886417,2.00E-07,0.80419936,3.00E-07,0.8172855,4.00E-07,0.83004399,5.00E-07,0.84347933,6.00E-07,0.86470687,7.00E-07,0.87458928,8.00E-07,0.89911007,9.00E-07,0.92936348,1.10E-06,0.94088035,1.20E-06,0.95263267,1.30E-06,1.0241493,1.50E-06,0.9285908,1.60E-06,0.81548373,1.70E-06,0.50799012,1.90E-06,1.0483329,2.10E-06,1.0620086,2.20E-06,1.0761368,2.30E-06,1.1058538,2.50E-06,1.1214958,2.60E-06,1.1376958,2.70E-06,-2.36E-05,300,0.67662694,300,0.76383722,300,0.91369268,300,0.96468007,300,0.66471478,300,1.0700373,300,1.0907428,300,1.1544827,300,0.50093016,300,0.58771847,300,0.7886417,300,0.80419936,300,0.8172855,300,0.83004399,300,0.84347933,300,0.86470687,300,0.87458928,300,0.89911007,300,0.92936348,300,0.94088035,300,0.95263267,300,1.0241493,300,0.9285908,300,0.81548373,300,0.50799012,300,1.0483329,300,1.0620086,300,1.0761368,300,1.1058538,300,1.1214958,300,1.1376958,300
-,-,-,-,-,-,-,-,0.96721171,1.40E-06,-,-,0.96426237,2.00E-06,1.1110506,2.40E-06,1.1881845,2.80E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.8632193,7.00E-07,-,-,0.89768577,9.00E-07,0.92863619,1.10E-06,0.94106415,1.20E-06,0.95390001,1.30E-06,1.0271148,1.50E-06,-,-,-,-,-,-,1.0611029,2.10E-06,1.0770766,2.20E-06,1.0937134,2.30E-06,1.1291283,2.50E-06,1.1479846,2.60E-06,1.1676575,2.70E-06,-,-,-,-,-,-,-,-,0.96721171,300,-,-,0.96426237,300,1.1110506,300,1.1881845,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.8632193,300,-,-,0.89768577,300,0.92863619,300,0.94106415,300,0.95390001,300,1.0271148,300,-,-,-,-,-,-,1.0611029,300,1.0770766,300,1.0937134,300,1.1291283,300,1.1479846,300,1.1676575,300
-,-,-,-,-,-,-,-,0.97101126,1.40E-06,-,-,0.77035842,2.00E-06,1.1387842,2.40E-06,1.2334208,2.80E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.86148979,7.00E-07,-,-,0.89620383,9.00E-07,0.92810648,1.10E-06,0.94173933,1.20E-06,0.95601349,1.30E-06,1.0260337,1.50E-06,-,-,-,-,-,-,1.0784901,2.10E-06,1.0976105,2.20E-06,1.1176937,2.30E-06,1.1609172,2.50E-06,1.1841025,2.60E-06,1.208307,2.70E-06,-,-,-,-,-,-,-,-,0.97101126,300,-,-,0.77035842,300,1.1387842,300,1.2334208,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.86148979,300,-,-,0.89620383,300,0.92810648,300,0.94173933,300,0.95601349,300,1.0260337,300,-,-,-,-,-,-,1.0784901,300,1.0976105,300,1.1176937,300,1.1609172,300,1.1841025,300,1.208307,300
-,-,-,-,-,-,-,-,0.97676125,1.40E-06,-,-,0.51447866,2.00E-06,1.1757578,2.40E-06,1.2709825,2.80E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.8594959,7.00E-07,-,-,0.89476566,9.00E-07,0.92800498,1.10E-06,0.94325872,1.20E-06,0.95947559,1.30E-06,1.0112467,1.50E-06,-,-,-,-,-,-,1.1024822,2.10E-06,1.1258008,2.20E-06,1.1502881,2.30E-06,1.2017825,2.50E-06,1.2275088,2.60E-06,1.2514039,2.70E-06,-,-,-,-,-,-,-,-,0.97676125,300,-,-,0.51447866,300,1.1757578,300,1.2709825,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.8594959,300,-,-,0.89476566,300,0.92800498,300,0.94325872,300,0.95947559,300,1.0112467,300,-,-,-,-,-,-,1.1024822,300,1.1258008,300,1.1502881,300,1.2017825,300,1.2275088,300,1.2514039,300
-,-,-,-,-,-,-,-,0.98461279,1.40E-06,-,-,0.45024878,2.00E-06,1.2001329,2.40E-06,1.1133665,2.80E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.85818526,7.00E-07,-,-,0.8936299,9.00E-07,0.92861199,1.10E-06,0.94587199,1.20E-06,0.96449687,1.30E-06,0.98653918,1.50E-06,-,-,-,-,-,-,1.1334357,2.10E-06,1.1591161,2.20E-06,1.1825241,2.30E-06,1.2068146,2.50E-06,1.196834,2.60E-06,1.1659898,2.70E-06,-,-,-,-,-,-,-,-,0.98461279,300,-,-,0.45024878,300,1.2001329,300,1.1133665,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.85818526,300,-,-,0.8936299,300,0.92861199,300,0.94587199,300,0.96449687,300,0.98653918,300,-,-,-,-,-,-,1.1334357,300,1.1591161,300,1.1825241,300,1.2068146,300,1.196834,300,1.1659898,300
-,-,-,-,-,-,-,-,0.99388683,1.40E-06,-,-,0.38470992,2.00E-06,1.056043,2.40E-06,0.65860986,2.80E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.89301351,9.00E-07,0.93001135,1.10E-06,0.94951595,1.20E-06,0.9707931,1.30E-06,-,-,-,-,-,-,-,-,1.1407141,2.10E-06,1.1376241,2.20E-06,1.1821089,2.30E-06,0.97629802,2.50E-06,0.87791652,2.60E-06,0.76925642,2.70E-06,-,-,-,-,-,-,-,-,0.99388683,300,-,-,0.38470992,300,1.056043,300,0.65860986,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.89301351,300,0.93001135,300,0.94951595,300,0.9707931,300,-,-,-,-,-,-,-,-,1.1407141,300,1.1376241,300,1.1821089,300,0.97629802,300,0.87791652,300,0.76925642,300
-,-,-,-,-,-,-,-,1.0030185,1.40E-06,-,-,0.32416449,2.00E-06,0.685232,2.40E-06,0.5014448,2.80E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.93220438,1.10E-06,0.95409349,1.20E-06,0.97791369,1.30E-06,-,-,-,-,-,-,-,-,1.0101129,2.10E-06,0.92087962,2.20E-06,1.1679921,2.30E-06,0.56421385,2.50E-06,0.4563252,2.60E-06,0.60967048,2.70E-06,-,-,-,-,-,-,-,-,1.0030185,300,-,-,0.32416449,300,0.685232,300,0.5014448,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.93220438,300,0.95409349,300,0.97791369,300,-,-,-,-,-,-,-,-,1.0101129,300,0.92087962,300,1.1679921,300,0.56421385,300,0.4563252,300,0.60967048,300
-,-,-,-,-,-,-,-,1.0054624,1.40E-06,-,-,0.32068674,2.00E-06,0.5527965,2.40E-06,0.49831795,2.80E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.93505748,1.10E-06,0.95902197,1.20E-06,0.98377625,1.30E-06,-,-,-,-,-,-,-,-,0.70313921,2.10E-06,0.56656478,2.20E-06,1.1203252,2.30E-06,0.44081279,2.50E-06,0.44791803,2.60E-06,0.55875606,2.70E-06,-,-,-,-,-,-,-,-,1.0054624,300,-,-,0.32068674,300,0.5527965,300,0.49831795,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.93505748,300,0.95902197,300,0.98377625,300,-,-,-,-,-,-,-,-,0.70313921,300,0.56656478,300,1.1203252,300,0.44081279,300,0.44791803,300,0.55875606,300
-,-,-,-,-,-,-,-,0.99848048,1.40E-06,-,-,0.31965421,2.00E-06,0.51189111,2.40E-06,0.4945601,2.80E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.93662893,1.10E-06,0.96111424,1.20E-06,0.98436571,1.30E-06,-,-,-,-,-,-,-,-,0.59249814,2.10E-06,0.45910589,2.20E-06,1.0065628,2.30E-06,0.43160178,2.50E-06,0.43803009,2.60E-06,0.50187237,2.70E-06,-,-,-,-,-,-,-,-,0.99848048,300,-,-,0.31965421,300,0.51189111,300,0.4945601,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.93662893,300,0.96111424,300,0.98436571,300,-,-,-,-,-,-,-,-,0.59249814,300,0.45910589,300,1.0065628,300,0.43160178,300,0.43803009,300,0.50187237,300
-,-,-,-,-,-,-,-,-,-,-,-,0.31934544,2.00E-06,0.46634926,2.40E-06,0.49009074,2.80E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.4708799,2.10E-06,0.42808061,2.20E-06,0.8022107,2.30E-06,0.42886141,2.50E-06,0.42657666,2.60E-06,0.49756633,2.70E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.31934544,300,0.46634926,300,0.49009074,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.4708799,300,0.42808061,300,0.8022107,300,0.42886141,300,0.42657666,300,0.49756633,300
-,-,-,-,-,-,-,-,-,-,-,-,0.3189758,2.00E-06,0.46293141,2.40E-06,0.48875355,2.80E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.43524458,2.10E-06,0.42577205,2.20E-06,0.53523824,2.30E-06,0.42560588,2.50E-06,0.42318761,2.60E-06,0.49627467,2.70E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.3189758,300,0.46293141,300,0.48875355,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.43524458,300,0.42577205,300,0.53523824,300,0.42560588,300,0.42318761,300,0.49627467,300
-,-,-,-,-,-,-,-,-,-,-,-,0.31853351,2.00E-06,0.45886208,2.40E-06,0.48715394,2.80E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.39684973,2.10E-06,0.42302099,2.20E-06,0.45023814,2.30E-06,0.42174823,2.50E-06,0.42217522,2.60E-06,0.49472847,2.70E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.31853351,300,0.45886208,300,0.48715394,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.39684973,300,0.42302099,300,0.45023814,300,0.42174823,300,0.42217522,300,0.49472847,300
-,-,-,-,-,-,-,-,-,-,-,-,0.31800459,2.00E-06,0.45764486,2.40E-06,0.48524242,2.80E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.39402708,2.10E-06,0.41975241,2.20E-06,0.42585518,2.30E-06,0.41718976,2.50E-06,0.42096516,2.60E-06,0.49287979,2.70E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.31800459,300,0.45764486,300,0.48524242,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.39402708,300,0.41975241,300,0.42585518,300,0.41718976,300,0.42096516,300,0.49287979,300
-,-,-,-,-,-,-,-,-,-,-,-,0.3173725,2.00E-06,0.456189,2.40E-06,0.48296026,2.80E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.39067908,2.10E-06,0.41587764,2.20E-06,0.39899092,2.30E-06,0.41182142,2.50E-06,0.4195203,2.60E-06,0.49067131,2.70E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.3173725,300,0.456189,300,0.48296026,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.39067908,300,0.41587764,300,0.39899092,300,0.41182142,300,0.4195203,300,0.49067131,300
-,-,-,-,-,-,-,-,-,-,-,-,0.31661776,2.00E-06,0.45444947,2.40E-06,0.48023858,2.80E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.38672228,2.10E-06,0.41129662,2.20E-06,0.39122452,2.30E-06,0.41022309,2.50E-06,0.41779692,2.60E-06,0.48803559,2.70E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.31661776,300,0.45444947,300,0.48023858,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.38672228,300,0.41129662,300,0.39122452,300,0.41022309,300,0.41779692,300,0.48803559,300
-,-,-,-,-,-,-,-,-,-,-,-,0.31639187,2.00E-06,0.45237292,2.40E-06,0.47699705,2.80E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.38206159,2.10E-06,0.40589866,2.20E-06,0.3822397,2.30E-06,0.40831813,2.50E-06,0.41574392,2.60E-06,0.48724619,2.70E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.31639187,300,0.45237292,300,0.47699705,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.38206159,300,0.40589866,300,0.3822397,300,0.40831813,300,0.41574392,300,0.48724619,300
-,-,-,-,-,-,-,-,-,-,-,-,0.3161213,2.00E-06,0.45175109,2.40E-06,0.47314275,2.80E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.37659417,2.10E-06,0.40429073,2.20E-06,0.37193603,2.30E-06,0.40605139,2.50E-06,0.41330195,2.60E-06,0.48630053,2.70E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.3161213,300,0.45175109,300,0.47314275,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.37659417,300,0.40429073,300,0.37193603,300,0.40605139,300,0.41330195,300,0.48630053,300
