Ec X,Ec Y,Ev X,Ev Y,Efn X,Efn Y,Efp X,Efp Y
0,0.16760915,0,-0.95655008,0,0.2,0,0.2
0.0015202089,0.16760915,0.0015202089,-0.95655008,0.0015202089,0.2,0.0015202089,0.19926856
0.0044687502,0.16760915,0.0044687502,-0.95655008,0.0044687502,0.2,0.0044687502,0.19784988
0.0059889592,0.16760915,0.0059889592,-0.95655008,0.0059889592,0.2,0.0059889592,0.1971743
0.0089375004,0.16760915,0.0089375004,-0.95655008,0.0089375004,0.2,0.0089375004,0.19586396
0.010457709,0.16760915,0.010457709,-0.95655008,0.010457709,0.2,0.010457709,0.19523596
0.01340625,0.16760915,0.01340625,-0.95655008,0.01340625,0.2,0.01340625,0.19401792
0.014926459,0.16760915,0.014926459,-0.95655008,0.014926459,0.2,0.014926459,0.19343092
0.017875001,0.16760915,0.017875001,-0.95655008,0.017875001,0.2,0.017875001,0.19229239
0.01939521,0.16760915,0.01939521,-0.95655008,0.01939521,0.2,0.01939521,0.19174103
0.022343749,0.16760915,0.022343749,-0.95655008,0.022343749,0.2,0.022343749,0.19067163
0.023863958,0.16760915,0.023863958,-0.95655008,0.023863958,0.2,0.023863958,0.19015151
0.026812499,0.16760915,0.026812499,-0.95655008,0.026812499,0.2,0.026812499,0.1891427
0.028332708,0.16760915,0.028332708,-0.95655008,0.028332708,0.2,0.028332708,0.18865016
0.031281251,0.16760915,0.031281251,-0.95655008,0.031281251,0.2,0.031281251,0.18769484
0.032041356,0.16760915,0.032041356,-0.95655008,0.032041356,0.2,0.032041356,0.18745791
0.033515625,0.16760916,0.033515625,-0.95655008,0.033515625,0.2,0.033515625,0.18699838
0.033895679,0.16760919,0.033895679,-0.95655004,0.033895679,0.2,0.033895679,0.1868821
0.034632813,0.16760925,0.034632813,-0.95654998,0.034632813,0.2,0.034632813,0.18665657
0.035012867,0.16760954,0.035012867,-0.9565497,0.035012867,0.2,0.035012867,0.1865417
0.035750002,0.16761009,0.035750002,-0.95654914,0.035750002,0.2,0.035750002,0.1863189
0.035940029,0.16761114,0.035940029,-0.95654809,0.035940029,0.2,0.035940029,0.18626198
0.036308594,0.16761316,0.036308594,-0.95654607,0.036308594,0.2,0.036308594,0.18615159
0.036498621,0.16761596,0.036498621,-0.95654327,0.036498621,0.2,0.036498621,0.18609493
0.03658789,0.16761731,0.03658789,-0.95654192,0.03658789,0.2,0.03658789,0.18606832
0.036682904,0.16761985,0.036682904,-0.95653938,0.036682904,0.2,0.036682904,0.18604005
0.03672754,0.16762102,0.03672754,-0.95653821,0.03672754,0.2,0.03672754,0.18602678
0.036816809,0.16762415,0.036816809,-0.95653508,0.036816809,0.2,0.036816809,0.18600027
0.036867186,0.16762594,0.036867186,-0.95653329,0.036867186,0.2,0.036867186,0.18598531
0.036917567,0.16762828,0.036917567,-0.95653095,0.036917567,0.2,0.036917567,0.18597037
0.036937013,0.1676292,0.036937013,-0.95653003,0.036937013,0.2,0.036937013,0.1859646
0.03698739,0.16763201,0.03698739,-0.95652722,0.03698739,0.2,0.03698739,0.18594967
0.037006836,0.16763309,0.037006836,-0.95652614,0.037006836,0.2,0.037006836,0.18594391
0.037057213,0.1676364,0.037057213,-0.95652283,0.037057213,0.2,0.037057213,0.185929
0.03707666,0.16763768,0.03707666,-0.95652155,0.03707666,0.2,0.03707666,0.18592324
0.037127037,0.16764159,0.037127037,-0.95651764,0.037127037,0.2,0.037127037,0.18590834
0.037146483,0.1676431,0.037146483,-0.95651613,0.037146483,0.2,0.037146483,0.18590259
0.037196863,0.16764773,0.037196863,-0.95651151,0.037196863,0.2,0.037196863,0.1858877
0.037216309,0.16764951,0.037216309,-0.95650972,0.037216309,0.2,0.037216309,0.18588195
0.037266687,0.16765498,0.037266687,-0.95650425,0.037266687,0.2,0.037266687,0.18586708
0.037286133,0.16765709,0.037286133,-0.95650214,0.037286133,0.2,0.037286133,0.18586134
0.03733651,0.16766357,0.03733651,-0.95649566,0.03733651,0.2,0.03733651,0.18584648
0.037355956,0.16766607,0.037355956,-0.95649316,0.037355956,0.2,0.037355956,0.18584075
0.037406337,0.16767375,0.037406337,-0.95648548,0.037406337,0.2,0.037406337,0.18582591
0.037425783,0.16767671,0.037425783,-0.95648252,0.037425783,0.2,0.037425783,0.18582018
0.03747616,0.16768581,0.03747616,-0.95647342,0.03747616,0.2,0.03747616,0.18580536
0.037495606,0.16768932,0.037495606,-0.95646991,0.037495606,0.2,0.037495606,0.18579964
0.037545983,0.1677001,0.037545983,-0.95645913,0.037545983,0.2,0.037545983,0.18578483
0.037565429,0.16770426,0.037565429,-0.95645497,0.037565429,0.2,0.037565429,0.18577912
0.03761581,0.16771704,0.03761581,-0.9564422,0.03761581,0.2,0.03761581,0.18576434
0.037635256,0.16772197,0.037635256,-0.95643726,0.037635256,0.2,0.037635256,0.18575863
0.037685633,0.16773711,0.037685633,-0.95642212,0.037685633,0.2,0.037685633,0.18574387
0.037705079,0.16774296,0.037705079,-0.95641627,0.037705079,0.2,0.037705079,0.18573817
0.037755456,0.16776092,0.037755456,-0.95639832,0.037755456,0.2,0.037755456,0.18572343
0.037774902,0.16776785,0.037774902,-0.95639138,0.037774902,0.2,0.037774902,0.18571774
0.037825279,0.16778913,0.037825279,-0.9563701,0.037825279,0.2,0.037825279,0.18570303
0.037844725,0.16779735,0.037844725,-0.95636188,0.037844725,0.2,0.037844725,0.18569735
0.037895106,0.16782258,0.037895106,-0.95633665,0.037895106,0.2,0.037895106,0.18568267
0.037914552,0.16783232,0.037914552,-0.95632692,0.037914552,0.2,0.037914552,0.185677
0.037964929,0.16786222,0.037964929,-0.95629701,0.037964929,0.2,0.037964929,0.18566235
0.037984375,0.16787377,0.037984375,-0.95628546,0.037984375,0.2,0.037984375,0.1856567
0.038034752,0.16790921,0.038034752,-0.95625002,0.038034752,0.2,0.038034752,0.18564208
0.038054198,0.1679229,0.038054198,-0.95623634,0.038054198,0.2,0.038054198,0.18563644
0.038104579,0.1679649,0.038104579,-0.95619433,0.038104579,0.2,0.038104579,0.18562187
0.038124025,0.16798112,0.038124025,-0.95617811,0.038124025,0.2,0.038124025,0.18561624
0.038174402,0.1680309,0.038174402,-0.95612833,0.038174402,0.2,0.038174402,0.18560171
0.038193848,0.16805012,0.038193848,-0.95610911,0.038193848,0.2,0.038193848,0.18559611
0.038244225,0.1681091,0.038244225,-0.95605013,0.038244225,0.2,0.038244225,0.18558163
0.038263671,0.16813187,0.038263671,-0.95602736,0.038263671,0.2,0.038263671,0.18557604
0.038314052,0.16820174,0.038314052,-0.95595749,0.038314052,0.2,0.038314052,0.18556163
0.038333498,0.16822871,0.038333498,-0.95593052,0.038333498,0.2,0.038333498,0.18555606
0.038383875,0.16831147,0.038383875,-0.95584777,0.038383875,0.2,0.038383875,0.18554172
0.038403321,0.16834341,0.038403321,-0.95581582,0.038403321,0.2,0.038403321,0.18553618
0.038453698,0.1684414,0.038453698,-0.95571783,0.038453698,0.2,0.038453698,0.18552191
0.038473144,0.16847922,0.038473144,-0.95568001,0.038473144,0.2,0.038473144,0.18551641
0.038523521,0.16859522,0.038523521,-0.95556401,0.038523521,0.2,0.038523521,0.18550223
0.038542967,0.16863999,0.038542967,-0.95551924,0.038542967,0.2,0.038542967,0.18549676
0.038593348,0.16877726,0.038593348,-0.95538198,0.038593348,0.2,0.038593348,0.18548269
0.038612794,0.16883024,0.038612794,-0.95532899,0.038612794,0.2,0.038612794,0.18547726
0.038663171,0.1689926,0.038663171,-0.95516663,0.038663171,0.2,0.038663171,0.18546331
0.038682617,0.16905527,0.038682617,-0.95510396,0.038682617,0.2,0.038682617,0.18545793
0.038732994,0.16924723,0.038732994,-0.954912,0.038732994,0.2,0.038732994,0.18544412
0.03875244,0.16932133,0.03875244,-0.9548379,0.03875244,0.2,0.03875244,0.18543879
0.038802821,0.16954815,0.038802821,-0.95461108,0.038802821,0.2,0.038802821,0.18542515
0.038822267,0.16963571,0.038822267,-0.95452352,0.038822267,0.2,0.038822267,0.18541988
0.038872644,0.16990355,0.038872644,-0.95425569,0.038872644,0.2,0.038872644,0.18540642
0.03889209,0.17000694,0.03889209,-0.9541523,0.03889209,0.2,0.03889209,0.18540123
0.038942467,0.17032296,0.038942467,-0.95383627,0.038942467,0.2,0.038942467,0.18538799
0.038961913,0.17044496,0.038961913,-0.95371427,0.038961913,0.2,0.038961913,0.18538288
0.039012291,0.17081751,0.039012291,-0.95334172,0.039012291,0.2,0.039012291,0.1853699
0.039031737,0.17096132,0.039031737,-0.95319792,0.039031737,0.2,0.039031737,0.18536488
0.039082117,0.17140003,0.039082117,-0.9527592,0.039082117,0.2,0.039082117,0.18535218
0.039101563,0.17156938,0.039101563,-0.95258986,0.039101563,0.2,0.039101563,0.18534728
0.03915194,0.17208536,0.03915194,-0.95207388,0.03915194,0.2,0.03915194,0.18533491
0.039171387,0.17228453,0.039171387,-0.9518747,0.039171387,0.2,0.039171387,0.18533013
0.039221764,0.17289052,0.039221764,-0.95126871,0.039221764,0.2,0.039221764,0.18531813
0.03924121,0.17312444,0.03924121,-0.95103479,0.03924121,0.2,0.03924121,0.1853135
0.03929159,0.17383494,0.03929159,-0.95032429,0.03929159,0.2,0.03929159,0.18530192
0.039311036,0.17410921,0.039311036,-0.95005002,0.039311036,0.2,0.039311036,0.18529745
0.039361414,0.17494066,0.039361414,-0.94921858,0.039361414,0.2,0.039361414,0.18528635
0.03938086,0.17526161,0.03938086,-0.94889762,0.03938086,0.2,0.03938086,0.18528207
0.039431237,0.17623245,0.039431237,-0.94792678,0.039431237,0.2,0.039431237,0.18527149
